category,path,bundle,uuid,import,source_ref_count,source_modules,doc_ref_count
BagPanel,Prefab/BagPanel/GridTipsPre,,d7aggBdftNe5nYtgQboyg4,assets/resources/import/d7/d76a0801-75fb-4d7b-99d8-b6041ba32838.json,1,ItemGridTip,0
BagPanel,Prefab/BagPanel/HeroEquipTipsPre,,9fuWMtkHhJnJa+s+EnTLqy,assets/resources/import/9f/9fb9632d-9078-499c-96be-b3e1274cbab2.json,1,EquipTip,0
BagPanel,Prefab/BagPanel/HeroShuiJingTipsPre,,a6bWSj3phMZ6qVLWGCsaMZ,assets/resources/import/a6/a66d64a3-de98-4c67-aa95-2d6182b1a319.json,1,ShuiJingTip,0
BagPanel,Prefab/BagPanel/buyGridPre,,43TyhPSMVPt4+nHAorujx2,assets/resources/import/43/434f284f-48c5-4fb7-8fa7-1c0a2bba3c76.json,1,buyGridPanel,0
BagPanel,Prefab/BagPanel/fuwenTipsPre,,b1kuSPnlxGC5cBWbkiF+AV,assets/resources/import/b1/b192e48f-9e5c-460b-9701-59b92217e015.json,1,FuwenTip,0
BagPanel,Prefab/BagPanel/hechengTipsPre,,64LDdBvFtEoovcUN3hILvG,assets/resources/import/64/642c3741-bc5b-44a2-8bdc-50dde120bbc6.json,1,HechengPanel,0
BagPanel,Prefab/BagPanel/huoquItemPre,,33waGNLKlPq4VSpGKoPrXP,assets/resources/import/33/33c1a18d-2ca9-4fab-8552-a462a83eb5cf.json,0,,0
BagPanel,Prefab/BagPanel/huoquTipsPre,,e6jqAo4HhFZq+0z0Gwe249,assets/resources/import/e6/e68ea028-e078-4566-afb4-cf41b07b6e3d.json,1,ToobtainWayPanel,0
BagPanel,Prefab/BagPanel/piliangTipsPre,,baUs1qijdJjoK0gDLAPcHn,assets/resources/import/ba/ba52cd6a-8a37-498e-82b4-8032c03dc1e7.json,1,UseItemPanel,0
BagPanel,Prefab/BagPanel/sellGridPre,,8a8ozHbtpLFqY48h6yBcUk,assets/resources/import/8a/8af28cc7-6eda-4b16-a638-f21eb205c524.json,1,SellGridPanel,0
Battle,Prefab/Battle/BattleBuffITipItemPre,,99gKDM2MJBiI7I+oWMYf9F,assets/resources/import/99/9980a0cc-d8c2-4188-8ec8-fa858c61ff45.json,0,,0
Battle,Prefab/Battle/BattleBuffTipPre,,f4lteP6DJLPoW2G7/zmEYT,assets/resources/import/f4/f496d78f-e832-4b3e-85b6-1bbff3984613.json,1,BattleBuffTipPanel,0
Battle,Prefab/Battle/BattleEndPre,,9cMfgjmB9NB6hSIlbMNkCx,assets/resources/import/9c/9c31f823-981f-4d07-a852-2256cc3640b1.json,6,BattleEndPanel;BattleWinType34Panel;BattleWinType35Panel;BattleWinType36Panel;BattleWinType37Panel;BattleWinType6Panel,0
Battle,Prefab/Battle/BattleGuildEndPre,,f12VufqzBAkLxP0+pfMfMw,assets/resources/import/f1/f1d95b9f-ab30-4090-bc4f-d3ea5f31f330.json,1,BattleGuildEndPanel,0
Battle,Prefab/Battle/BattleJJCEndPre,,7fi97rBwdBLJEDkbOVj+AV,assets/resources/import/7f/7f8bdeeb-0707-412c-9103-91b3958fe015.json,2,BattleJJCEndPanel;BattleTianTiEndPanel,0
Battle,Prefab/Battle/BattleJJCzhanshenEndPre,,02MJ9xzoRL87c3RoDiUAxC,assets/resources/import/02/02309f71-ce84-4bf3-b737-4680e2500c42.json,1,BattleJJCzhanshenEndPanel,0
Battle,Prefab/Battle/BattleJiBanPre,,a09VQ9VdBAroA3C3cs10cj,assets/resources/import/a0/a0f5543d-55d0-40ae-8037-0b772cd74723.json,1,BattleJiBanPanel,0
Battle,Prefab/Battle/BattleRtPre,,98CM3kovBDOqB2MHKdLVzN,assets/resources/import/98/9808cde4-a2f0-433a-a076-30729d2d5ccd.json,2,BattleMap;BattleRtPanel,0
Battle,Prefab/Battle/BattleTongjiItemPre,,a7a6z7tZJIHIi+ASayaeBF,assets/resources/import/a7/a76bacfb-b592-481c-88be-0126b269e045.json,0,,0
Battle,Prefab/Battle/BattleTongjiPre,,2f7oWitbhDyKSgjkvVUAV0,assets/resources/import/2f/2fee85a2-b5b8-43c8-a4a0-8e4bd5500574.json,1,BattleTongjiPane,0
Battle,Prefab/Battle/BattleWinCommonPre,,84iiXEIdVC8ZGHer/PlRtO,assets/resources/import/84/848a25c4-21d5-42f1-9187-7abfcf951b4e.json,1,BattleWinCommonPanel,0
Battle,Prefab/Battle/BattleWinType14Pre,,5c4hckRSRDyKzuXH3ew173,assets/resources/import/5c/5ce21724-4524-43c8-acee-5c7ddec35ef7.json,1,BattleWinType14Panel,0
Battle,Prefab/Battle/BattleWinType20Pre,,a6nyJD+RpEI78kPT0d/Vx5,assets/resources/import/a6/a69f2243-f91a-4423-bf24-3d3d1dfd5c79.json,1,BattleWinType20Panel,0
Battle,Prefab/Battle/BattleWinType23Pre,,8dtscqfGRCRrfxiEtpncPM,assets/resources/import/8d/8db6c72a-7c64-4246-b7f1-884b699dc3cc.json,1,BattleWinType23Panel,0
Battle,Prefab/Battle/BattleWinType24Pre,,e1uBYqu8RMGaN3WVDSpKz6,assets/resources/import/e1/e1b8162a-bbc4-4c19-a377-5950d2a4acfa.json,1,BattleWinType24Panel,0
Battle,Prefab/Battle/BattleWinType28Pre,,c7jOg/YM1IzI1uUNcKeeHw,assets/resources/import/c7/c78ce83f-60cd-48cc-8d6e-50d70a79e1f0.json,1,BattleWinType28Panel,0
Battle,Prefab/Battle/BattleWinType29Pre,,2e5W2n4n1LWZVbUAenOWvr,assets/resources/import/2e/2ee56da7-e27d-4b59-955b-5007a7396beb.json,1,BattleWinType29Panel,0
Battle,Prefab/Battle/BattleWinType6Pre,,99nRnoFedKoqkhg+HRdDQk,assets/resources/import/99/999d19e8-15e7-4aa2-a921-83e1d1743424.json,0,,0
Battle,Prefab/Battle/BattleWinType7Pre,,107GCvR3pGD7Dax3CfXgKc,assets/resources/import/10/10ec60af-477a-460f-b0da-c7709f5e029c.json,1,BattleWinType7Panel,0
Battle,Prefab/Battle/BossHurtPre,,a5gnhd14hLGZxypKnjSgpi,assets/resources/import/a5/a582785d-d788-4b19-9c72-a4a9e34a0a62.json,0,,0
Battle,Prefab/Battle/ChuZhanEffect,,c4l3KkRnNIIY16KHNuI+cL,assets/resources/import/c4/c49772a4-4673-4821-8d7a-28736e23e70b.json,1,CombatMainPanel,0
Battle,Prefab/Battle/HpPre,,79MscHgm5MtLba4rBQu67Z,assets/resources/import/79/7932c707-826e-4cb4-b6da-e2b050bbaed9.json,0,,0
Battle,Prefab/Battle/SpeakPre,,385J8nF/NPlpReGfMwUeW7,assets/resources/import/38/38e49f27-17f3-4f96-945e-19f33051e5bb.json,0,,0
Battle,Prefab/Battle/StoryBlackPre,,59CKhyu2NI3KQAZqgAhg/c,assets/resources/import/59/5908a872-bb63-48dc-a400-66a800860fdc.json,0,,0
Battle,Prefab/Battle/StoryDialogPre,,20LK2oebJJtbRmq53L/Elo,assets/resources/import/20/202cada8-79b2-49b5-b466-ab9dcbfc4968.json,0,,0
Battle,Prefab/Battle/StoryEndPre,,4ey8E+LOZKsLMxixvb8xxN,assets/resources/import/4e/4ecbc13e-2ce6-4ab0-b331-8b1bdbf31c4d.json,0,,0
Battle,Prefab/Battle/battle,,f8KHKvi25MmoAGlNiBnVC4,assets/resources/import/f8/f82872af-8b6e-4c9a-8006-94d8819d50b8.json,0,,4
Battle,Prefab/Battle/battleBuffAllPre,,588Zq4ov1J1ILxV/edvnKj,assets/resources/import/58/58f19ab8-a2fd-49d4-82f1-57f79dbe72a3.json,1,battleBuffAllPanel,0
Battle,Prefab/Battle/battleBuffItemPre,,3eg8sumrFOGa14NSRPdSbp,assets/resources/import/3e/3e83cb2e-9ab1-4e19-ad78-35244f7526e9.json,0,,0
Battle,Prefab/Battle/battleMapEnterEffect,,7aJ3MqF6tGIJTdLcYlcZ7n,assets/resources/import/7a/7a27732a-17ab-4620-94dd-2dc625719ee7.json,1,UIManager,0
Chat,Prefab/Chat/ChatHeadFriendPre,,a1SW4d8shNsrIGxRSh8YnC,assets/resources/import/a1/a1496e1d-f2c8-4db2-b206-c514a1f189c2.json,0,,0
Chat,Prefab/Chat/ChatItemPre,,07ZS2xsJ1H2ZeWKIYmzzUF,assets/resources/import/07/07652db1-b09d-47d9-9796-288626cf3505.json,0,,0
Chat,Prefab/Chat/ChatMainItemPre,,04d2dhqBxKj4qbtrVdd+B6,assets/resources/import/04/04776761-a81c-4a8f-8a9b-b6b55d77e07a.json,1,MainUIPanel,0
Chat,Prefab/Chat/ChatPanelPre,,a1DInfQEJJ0KYUbZ2G+Jod,assets/resources/import/a1/a10c89df-4042-49d0-a614-6d9d86f89a1d.json,1,ChatPanel,0
Chat,Prefab/Chat/SystemChatItemPre,,cf0zfm4UNGlIJj7VLWIqEU,assets/resources/import/cf/cfd337e6-e143-4694-8263-ed52d622a114.json,0,,0
Chat,Prefab/Chat/editBoxPre,,efyQJouT5CsJvtzlbfG8f/,assets/resources/import/ef/efc90268-b93e-42b0-9bed-ce56df1bc7ff.json,0,,0
CombatPrefab,Prefab/CombatPrefab/CombatFormPre,,5eKJLbhXdH1peEgtqdm8/p,assets/resources/import/5e/5e2892db-8577-47d6-9784-82da9d9bcfe9.json,1,CombatFormPanel,0
CombatPrefab,Prefab/CombatPrefab/JiBanItemPrefab,,deUrzyQVpKoJzWHIlEXfzg,assets/resources/import/de/de52bcf2-415a-4aa0-9cd6-1c89445dfce0.json,0,,0
CombatPrefab,Prefab/CombatPrefab/combatFormation,,62etk3YetJmK7BJ9bb+09n,assets/resources/import/62/627ad937-61eb-4998-aec1-27d6dbfb4f67.json,0,,0
CombatPrefab,Prefab/CombatPrefab/combatJiBanPre,,aeEJ3omJRCv4pqgtD4EzMK,assets/resources/import/ae/ae109de8-9894-42bf-8a6a-82d0f813330a.json,2,CombatJiBanPanel;CombatMainPanel,0
CombatPrefab,Prefab/CombatPrefab/combatPanel,,74E8yS2RFIzpkTNdL1gZxV,assets/resources/import/74/7413cc92-d911-48ce-9913-35d2f5819c55.json,1,CombatMainPanel,0
CombatPrefab,Prefab/CombatPrefab/combatRing,,19YbCOy0xHC6CzbAnD5rrb,assets/resources/import/19/1961b08e-cb4c-470b-a0b3-6c09c3e6badb.json,0,,0
CombatPrefab,Prefab/CombatPrefab/combatRingDetailPre,,41LnxhOr9Oz4vRciTYTL6i,assets/resources/import/41/412e7c61-3abf-4ecf-8bd1-7224d84cbea2.json,1,CombatRingDetailPanel,0
CombatPrefab,Prefab/CombatPrefab/combatRingItemPre,,c10ONcR5JBB7mdav4jJKs3,assets/resources/import/c1/c1d0e35c-4792-4107-b99d-6afe2324ab37.json,1,CombatRingDetailPanel,0
CombatPrefab,Prefab/CombatPrefab/combatTaskItemPre,,4cK61h6ONCToYUWMYwVwW8,assets/resources/import/4c/4c2bad61-e8e3-424e-8614-58c6305705bc.json,1,CombatTaskPanel,0
CombatPrefab,Prefab/CombatPrefab/combatTaskPre,,d04B7W1Z9OIrPyJ5727WJ2,assets/resources/import/d0/d0e01ed6-d59f-4e22-b3f2-279ef6ed6276.json,1,CombatTaskPanel,0
CombatPrefab,Prefab/CombatPrefab/combatTypeItemPre,,d7tba/FmlMYqfTenU4lyEq,assets/resources/import/d7/d7b5b6bf-1669-4c62-a7d3-7a753897212a.json,1,CombatMainPanel,0
CreateRolePanel,Prefab/CreateRolePanel/CreateRolePre,,95KKYyidNGdYD6enDU8Fkk,assets/resources/import/95/9528a632-89d3-4675-80fa-7a70d4f05924.json,1,CreateRolePanel,0
DailyGift,Prefab/DailyGift/DailyGiftPre,,a9AJixsVZBsbX3CkA4PkNg,assets/resources/import/a9/a90098b1-b156-41b1-b5f7-0a40383e4360.json,1,DailyGiftPanel,0
DrawCard,Prefab/DrawCard/DrawRewardPreviewPre,,50tN5lcflNW6Dk4dp54T6D,assets/resources/import/50/50b4de65-71f9-4d5b-a0e4-e1da79e13e83.json,1,DrawRewardPreviewPanel,0
DrawCard,Prefab/DrawCard/ExchangePre,,d3bhGL3uxKkJcYjbHy31i8,assets/resources/import/d3/d36e118b-deec-4a90-9718-8db1f2df58bc.json,1,ExchangePanel,0
DrawCard,Prefab/DrawCard/HeroChangePre,,357K3OfQtEyarh4svsL5iO,assets/resources/import/35/35ecadce-7d0b-44c9-aae1-e2cbec2f988e.json,1,HeroChangePanel,0
DrawCard,Prefab/DrawCard/HeroShowPre,,58TlvldNlE4qI3Gxpvp2mk,assets/resources/import/58/584e5be5-74d9-44e2-a237-1b1a6fa769a4.json,2,DrawMainPanel;HeroShowPanel,1
DrawCard,Prefab/DrawCard/ProphetExchangePre,,8fWzJ5kHJIoLBaKDfJWU4D,assets/resources/import/8f/8f5b3279-9072-48a0-b05a-2837c9594e03.json,1,ProphetExchangePanel,0
DrawCard,Prefab/DrawCard/crystallizationPrefab,,02qkkw4h9MjK8mbSkuPiy9,assets/resources/import/02/02aa4930-e21f-4c8c-af26-6d292e3e2cbd.json,1,ProphetExchangePanel,0
DrawCard,Prefab/DrawCard/drawCardPre,,4a3aJgkV9IRaV8ZNcgHn6x,assets/resources/import/4a/4adda260-915f-4845-a57c-64d7201e7eb1.json,2,DrawMainPanel;MainUIPanel,7
DrawCard,Prefab/DrawCard/drawScorePre,,9cwlNZ4HVMH4U+Dih6Qb1J,assets/resources/import/9c/9cc25359-e075-4c1f-853e-0e287a41bd49.json,1,DrawScoreMainPanel,0
DrawCard,Prefab/DrawCard/essencePrefab,,3fgaFgP9lJ3oqWc60Sl6+l,assets/resources/import/3f/3f81a160-3fd9-49de-8a96-73ad1297afa5.json,1,ProphetExchangePanel,0
ElevatePanel,Prefab/ElevatePanel/ElevateItemPre,,04zLDkLk9Eg4GTeugMY2iQ,assets/resources/import/04/04ccb0e4-2e4f-4483-8193-7ae80c636890.json,0,,0
ElevatePanel,Prefab/ElevatePanel/ElevatePre,,a7jrFOLXFAsYJ+4kQIStJc,assets/resources/import/a7/a78eb14e-2d71-40b1-827e-e244084ad25c.json,1,ElevatePanel,0
ElevatePanel,Prefab/ElevatePanel/ElevateTogglePre,,ecNFqZvv9FWbEaZYyg3LEZ,assets/resources/import/ec/ec345a99-beff-4559-b11a-658ca0dcb119.json,0,,0
EmailPanel,Prefab/EmailPanel/EmailItemPre,,961Yx5UGtOzZiNBxS16sJL,assets/resources/import/96/96d58c79-506b-4ecd-988d-0714b5eac24b.json,0,,0
EmailPanel,Prefab/EmailPanel/EmailPre,,e4Go5Gnm1KiJ5mCff90W9d,assets/resources/import/e4/e41a8e46-9e6d-4a88-9e66-09f7fdd16f5d.json,1,EmailPanel,0
FindTreasurePanel,Prefab/FindTreasurePanel/FindTreasRecorditemPre,,47F6bDrFpOe7SC6gVs469P,assets/resources/import/47/4717a6c3-ac5a-4e7b-b482-ea056ce3af4f.json,0,,0
FindTreasurePanel,Prefab/FindTreasurePanel/FindTreasurePre,,8ewVywOWZLE59GuywRllfL,assets/resources/import/8e/8ec15cb0-3966-4b13-9f46-bb2c119657cb.json,1,FindTreasurePanel,0
FindTreasurePanel,Prefab/FindTreasurePanel/FindTreasureTipPre,,9dvszB2EhEDIohSuwB0KJe,assets/resources/import/9d/9dbeccc1-d848-440c-8a21-4aec01d0a25e.json,1,FindTreasureTipPanel,0
FindTreasurePanel,Prefab/FindTreasurePanel/ZhuFuPre,,ddeVdyE2ZLu7WytvuMWqG8,assets/resources/import/dd/dd795772-1366-4bbb-b5b2-b6fb8c5aa1bc.json,1,ZhuFuPanel,0
FirstRechargePanel,Prefab/FirstRechargePanel/firstRechargePre,,e1MEF2ZIdMW5Z4KxKm6ayq,assets/resources/import/e1/e1304176-6487-4c5b-9678-2b12a6e9acaa.json,1,firstRechargePanel,0
ForgePanel,Prefab/ForgePanel/EquipResetHeroName,,8bKkJkbvdD3J1+5f19DHkB,assets/resources/import/8b/8b2a4264-6ef7-43dc-9d7e-e5fd7d0c7901.json,0,,0
ForgePanel,Prefab/ForgePanel/ForgeEquipDecomposePre,,14ovTtlItLSIOR7YgQ95Tj,assets/resources/import/14/14a2f4ed-948b-4b48-8391-ed8810f794e3.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeEquipResetPre,,d7zXCYtTlG6ZHm1vO03KFP,assets/resources/import/d7/d7cd7098-b539-46e9-91e6-d6f3b4dca14f.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeEquipSynthesisPre,,667erRcVRADrXtR/DFP2wN,assets/resources/import/66/66edead1-7154-400e-b5ed-47f0c53f6c0d.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeEquipSynthesisQueryPre,,13H7DpNpZNHJ6qqV6n6L/R,assets/resources/import/13/131fb0e9-3696-4d1c-9eaa-a95ea7e8bfd1.json,1,ForgeEquipSynthesisQueryPanel,0
ForgePanel,Prefab/ForgePanel/ForgeEquipSynthesisRecordItem,,23gNJMBHhEioRyP9XSdQIM,assets/resources/import/23/2380d24c-0478-448a-8472-3fd5d275020c.json,0,,0
ForgePanel,Prefab/ForgePanel/ForgeEquipSynthesisRecordPre,,e6EVuK96hNkrUrJbQGuJ0J,assets/resources/import/e6/e6115b8a-f7a8-4d92-b52b-25b406b89d09.json,1,ForgeEquipSynthesisRecordPanel,0
ForgePanel,Prefab/ForgePanel/ForgePre,,00GUti3+pOeYVzqv3x4vEN,assets/resources/import/00/00194b62-dfea-4e79-8573-aafdf1e2f10d.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeRuneRefinePre,,b1mTCIq65NbJv4KYctdDHN,assets/resources/import/b1/b1993088-abae-4d6c-9bf8-29872d7431cd.json,1,ForgeRuneRefinePanel,0
ForgePanel,Prefab/ForgePanel/ForgeRuneSelectPanel,,0cNUwDbWpE9bT282ge+Czm,assets/resources/import/0c/0c354c03-6d6a-44f5-b4f6-f3681ef82ce6.json,1,ForgeRuneSelectPanel,0
ForgePanel,Prefab/ForgePanel/ForgeRuneSynthesisPre,,82AeC2KoVPEJ9hMnNkUH6V,assets/resources/import/82/8201e0b6-2a85-4f10-9f61-327364507e95.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeSelectEquipSynthesis,,51I0FjpOBK+KFk4xJvZ2y5,assets/resources/import/51/51234163-a4e0-4af8-a164-e3126f676cb9.json,1,ForgeSelectEquipSynthesisPanel,0
ForgePanel,Prefab/ForgePanel/ForgeShenQiDecomposePre,,5eJ8cWd7lKareIiE7pQAFN,assets/resources/import/5e/5e27c716-77b9-4a6a-b788-884ee940014d.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeShenQiSynthesisPre,,9eWZus2iZAe61y7k+ZfFsF,assets/resources/import/9e/9e599bac-da26-407b-ad72-ee4f997c5b05.json,1,ForgePanel,0
ForgePanel,Prefab/ForgePanel/ForgeWarspiritGridPre,,02cv5LzTpMIaP7bzsDZ9hW,assets/resources/import/02/0272fe4b-cd3a-4c21-a3fb-6f3b0367d856.json,2,ForgeWarspiritPanel;WarPathPanel,0
ForgePanel,Prefab/ForgePanel/ForgeWarspiritPanel,,7axgLrNr1LI4GHdQyUR6eU,assets/resources/import/7a/7ac602eb-36bd-4b23-8187-750c9447a794.json,1,ForgeWarspiritPanel,0
ForgePanel,Prefab/ForgePanel/ForgeZbHcItem,,62hRXJhXVIV6QAUxUz+AAK,assets/resources/import/62/628515c9-8575-4857-a400-531533f8000a.json,0,,0
ForgePanel,Prefab/ForgePanel/LingliRewardPre,,36vS842z1CQYJfhldvhycD,assets/resources/import/36/36bd2f38-db3d-4241-825f-86576f872703.json,1,LingliRewardPanel,0
ForgePanel,Prefab/ForgePanel/forgeRuneSelectTogglepre,,b7SlVW2UlC87LsAKB56iSp,assets/resources/import/b7/b74a5556-d949-42f3-b2ec-00a079ea24a9.json,2,ForgeRuneSelectPanel;ForgeSelectEquipSynthesisPanel,0
FriendPanel,Prefab/FriendPanel/AddFriendPanel,,07CL1iMcpE9Lgi6FKt3AUM,assets/resources/import/07/0708bd62-31ca-44f4-b822-e852addc050c.json,1,AddFriendPanel,0
FriendPanel,Prefab/FriendPanel/FriendPanel,,83niJTVaZHbZ1OIaeRBS9Q,assets/resources/import/83/839e2253-55a6-476d-9d4e-21a791052f50.json,1,FriendPanel,0
FriendPanel,Prefab/FriendPanel/FrientItemPre,,d4rPDmdgpF1ZcodGm85oZc,assets/resources/import/d4/d4acf0e6-760a-45d5-9728-7469bce6865c.json,0,,0
FuWen,Prefab/FuWen/FuwenRefreshPre,,2ccoQsYGZNf6oFevil5txd,assets/resources/import/2c/2c72842c-6066-4d7f-aa05-7af8a5e6dc5d.json,1,FuwenRefreshPanel,0
FuWen,Prefab/FuWen/SelectFuwenItemPre,,9f62iDaJNBA50lxu731dMC,assets/resources/import/9f/9feb6883-6893-4103-9d25-c6eef7d5d302.json,1,SelectFuwenPanel,0
FuWen,Prefab/FuWen/SelectFuwenPre,,c0bhuqckFC941rs/HmAbWr,assets/resources/import/c0/c06e1baa-7241-42f7-8d6b-b3f1e601b5ab.json,1,SelectFuwenPanel,0
GetGoldPanel,Prefab/GetGoldPanel/GetGoldItem,,6eWqvNe11AtpedM8yZ3Eqh,assets/resources/import/6e/6e5aabcd-7b5d-40b6-979d-33cc99dc4aa1.json,0,,0
GetGoldPanel,Prefab/GetGoldPanel/GetGoldPanel,,a1Rltj+ApOB4brl2ijG+ir,assets/resources/import/a1/a1465b63-f80a-4e07-86eb-9768a31be8ab.json,1,GetGoldPanel,0
Gift,Prefab/Gift/EveryDayGiftItemPre,,50Wt5i7LZLm7f3lO6Ko19I,assets/resources/import/50/505ade62-ecb6-4b9b-b7f7-94ee8aa35f48.json,0,,0
Gift,Prefab/Gift/GiftPre,,75ruGrIYJEaIgu1r+hEUY9,assets/resources/import/75/75aee1ab-2182-4468-882e-d6bfa111463d.json,1,GiftPanel,0
Guild,Prefab/Guild/GuildBoss/GuildBossHeadPre,,14dYxmXfJFXb/Dw4cKU1A2,assets/resources/import/14/14758c66-5df2-455d-bfc3-c3870a535036.json,1,GuildBossPanel,0
Guild,Prefab/Guild/GuildBoss/GuildBossPre,,48E2SKImVALKZqVXF5EF94,assets/resources/import/48/4813648a-2265-402c-a66a-557179105f78.json,1,GuildBossPanel,0
Guild,Prefab/Guild/GuildBoss/GuildBossRankPre,,a2yZ41RoNO+qhej82KgUvf,assets/resources/import/a2/a2c99e35-4683-4efa-a85e-8fcd8a814bdf.json,1,GuildBossRankPanel,0
Guild,Prefab/Guild/GuildBoss/GuildBossRankRewardPre,,63MvkxwqxLbaw5uACOhE6K,assets/resources/import/63/6332f931-c2ac-4b6d-ac39-b8008e844e8a.json,1,GuildBossRankRewardPanel,0
Guild,Prefab/Guild/GuildBoss/GuildBossRankRewarditemPre,,27NeueBLlPQoWloefRta5U,assets/resources/import/27/2735eb9e-04b9-4f42-85a5-a1e7d1b5ae54.json,0,,0
Guild,Prefab/Guild/GuildBoss/GuildBossrankListItemPre,,0cxWEWSoxMX6QJ6WK5Gjz6,assets/resources/import/0c/0cc56116-4a8c-4c5f-a409-e962b91a3cfa.json,0,,0
Guild,Prefab/Guild/GuildCreatPre,,ebU8bPsWBFuL4YTQGc52tD,assets/resources/import/eb/eb53c6cf-b160-45b8-be18-4d019ce76b43.json,1,GuildCreatPanel,0
Guild,Prefab/Guild/GuildEmailPre,,45VTkqyylBB73dCxJuWVRq,assets/resources/import/45/4555392a-cb29-4107-bddd-0b126e59546a.json,1,GuildEmailPanel,0
Guild,Prefab/Guild/GuildFlagItem,,edZdDWci9PsZRLfkrPo5mM,assets/resources/import/ed/ed65d0d6-722f-4fb1-944b-7e4acfa3998c.json,0,,0
Guild,Prefab/Guild/GuildFlagListPre,,53xwL3eX9Jt5Kfmd2ZKi2x,assets/resources/import/53/53c702f7-797f-49b7-929f-99dd992a2db1.json,1,GuildFlagListPanel,0
Guild,Prefab/Guild/GuildListItemPre,,75RVmZSm9ApIEhto5KlDyz,assets/resources/import/75/75455999-4a6f-40a4-8121-b68e4a943cb3.json,0,,0
Guild,Prefab/Guild/GuildListPre,,39pTdTo7BGvpUSuia/fUBx,assets/resources/import/39/39a53753-a3b0-46be-9512-ba26bf7d4071.json,1,GuildListPanel,0
Guild,Prefab/Guild/GuildLogicListItemPre,,079tG0Gq1G/aYKtCluOWw6,assets/resources/import/07/07f6d1b4-1aad-46fd-a60a-b4296e396c3a.json,0,,0
Guild,Prefab/Guild/GuildLogicListPre,,5fTRKms05DQrWu9Xtxg7BF,assets/resources/import/5f/5f4d12a6-b34e-4342-b5ae-f57b7183b045.json,1,GuildLogicListPanel,0
Guild,Prefab/Guild/GuildLogicPre,,9bjq3EfP9OroG8PEfcesM4,assets/resources/import/9b/9b8eadc4-7cff-4eae-81bc-3c47dc7ac338.json,1,GuildLogicPanel,0
Guild,Prefab/Guild/GuildLogicStrItemPre,,6b0Dwr7WFF9bDt8mZRViD3,assets/resources/import/6b/6bd03c2b-ed61-45f5-b0ed-f266515620f7.json,0,,0
Guild,Prefab/Guild/GuildLogicitemPre,,dbIX7fMC1Bb5Qe79qBSG/z,assets/resources/import/db/db217edf-302d-416f-941e-efda81486ff3.json,0,,0
Guild,Prefab/Guild/GuildMainPre,,36cnv015ZHjYHv/wb3xVpy,assets/resources/import/36/36727bf4-d796-478d-81ef-ff06f7c55a72.json,1,GuildMainPanel,3
Guild,Prefab/Guild/GuildMangePre,,afYvwjhUVHyJ6XTa8HBmQz,assets/resources/import/af/af62fc23-8545-47c8-9e97-4daf07066433.json,0,,0
Guild,Prefab/Guild/GuildNoticePre,,1eDWnlJsNEXKCFNjqM59ZD,assets/resources/import/1e/1e0d69e5-26c3-445c-a085-363a8ce7d643.json,0,,0
Guild,Prefab/Guild/GuildPeopleSetPre,,73jK9YChlFRI+AgCZ3ArRh,assets/resources/import/73/738caf58-0a19-4544-8f80-80267702b461.json,1,GuildPeopleSetPanel,0
Guild,Prefab/Guild/GuildPeopleitemPre,,bbRQx9dWhN8bjWBIJyHUVY,assets/resources/import/bb/bb450c7d-7568-4df1-b8d6-0482721d4558.json,0,,0
Guild,Prefab/Guild/GuildRedBag/GuildRedBagPre,,e3RaCnKJFN1boebM9klPoy,assets/resources/import/e3/e345a0a7-2891-4dd5-ba1e-6ccf6494fa32.json,1,GuildRedBagPanel,0
Guild,Prefab/Guild/GuildRedBag/GuildRedGetlistItemPre,,7c/zLBMctK9pPU1unPrhfU,assets/resources/import/7c/7cff32c1-31cb-4af6-93d4-d6e9cfae17d4.json,0,,0
Guild,Prefab/Guild/GuildRedBag/GuildRedRankListPre,,23NuP7ph5F6YXd0pgryep2,assets/resources/import/23/2336e3fb-a61e-45e9-85dd-d2982bc9ea76.json,0,,0
Guild,Prefab/Guild/GuildRedBag/GuildRedRewardItemPre,,3bbGgYV1NF2o5SYCV5tLsN,assets/resources/import/3b/3b6c6818-5753-45da-8e52-602579b4bb0d.json,0,,0
Guild,Prefab/Guild/GuildRedBag/GuildRedRewardPre,,c9XeKKy7dFq6kAh0HJG5Xi,assets/resources/import/c9/c95de28a-cbb7-45ab-a900-8741c91b95e2.json,1,GuildRedRewardPanel,0
Guild,Prefab/Guild/GuildScience/GuildSciencePre,,e2JInxcQVFbIdcQq4+LB5S,assets/resources/import/e2/e22489f1-7105-456c-875c-42ae3e2c1e52.json,1,GuildSciencePanel,0
Guild,Prefab/Guild/GuildScience/GuildScienceResetPre,,f2EyrqfqRL75xHKtFc2xRd,assets/resources/import/f2/f2132aea-7ea4-4bef-9c47-2ad15cdb145d.json,1,GuildScienceResetPanel,0
Guild,Prefab/Guild/GuildShenqingPre,,da15AhkY9GOpHb9gtM7M16,assets/resources/import/da/dad79021-918f-463a-91db-f60b4ceccd7a.json,1,GuildShenqingPanel,0
