path,name,category,rect_transform_count,game_object_count,startup_score,startup_keywords,sample_node_names,large_rect_count
Assets/Resources/prefabs/ui/listitem/memorycard/cards/akane/UIListItem_MemoryCard_Maid_Akane_05506.prefab,UIListItem_MemoryCard_Maid_Akane_05506,listitem,13,13,0,,UIListItem_MemoryCard_Maid_Akane_05506|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|Shadow|SkeletonGraphic (Cos_Maid05_Halloween01_SD)|Maid_1005_SD_Christmas01_Ingame|SkeletonGraphic (Cos_Maid05_Halloween01_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02101.prefab,UIListItem_MemoryCard_Maid_Aku_02101,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Aku_02101|Card|BG|UIListItem_Char_Aku|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02102.prefab,UIListItem_MemoryCard_Maid_Aku_02102,listitem,12,12,0,,UIListItem_MemoryCard_Maid_Aku_02102|Card|BG|UIListItem_BG01_Purple|Pattern|Gradation_Up|Gradation_Down|UIListItem_Char_Aku_SD01|Shadow|Char|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02103.prefab,UIListItem_MemoryCard_Maid_Aku_02103,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Aku_02103|Card|BG|UIListItem_Char_Aku|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02104.prefab,UIListItem_MemoryCard_Maid_Aku_02104,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Aku_02104|Card|BG|UIListItem_Char_Aku|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02105.prefab,UIListItem_MemoryCard_Maid_Aku_02105,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Aku_02105|Card|BG|UIListItem_Char_Aku|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02106.prefab,UIListItem_MemoryCard_Maid_Aku_02106,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Aku_02106|Card|BG|UIListItem_Char_Aku|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02501.prefab,UIListItem_MemoryCard_Maid_Aku_02501,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Aku_02501|Card|BG|UIListItem_Char_Aku|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02502.prefab,UIListItem_MemoryCard_Maid_Aku_02502,listitem,14,14,0,,UIListItem_MemoryCard_Maid_Aku_02502|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up|Gradation_Up (1)|Gradation_Down|Gradation_Down (1)|UIListItem_Char_Aku_SD02|Shadow|Cha,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02503.prefab,UIListItem_MemoryCard_Maid_Aku_02503,listitem,21,21,0,,UIListItem_MemoryCard_Maid_Aku_02503|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up|Gradation_Down (1)|Maid_1002_LD_Halloween01|GameObject|SkeletonGraphic (Cos_Maid02_Halloween01_LD)|CH_Effects|NpcEffect,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02504.prefab,UIListItem_MemoryCard_Maid_Aku_02504,listitem,13,13,0,,UIListItem_MemoryCard_Maid_Aku_02504|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up|Gradation_Down (1)|Shadow|SkeletonGraphic (Ch_Maid02_Basic01_SD)|Maid_1002_SD_Halloween01_InGame|SkeletonGraphic (Ch_Maid02_Basic01_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02505.prefab,UIListItem_MemoryCard_Maid_Aku_02505,listitem,12,12,0,,UIListItem_MemoryCard_Maid_Aku_02505|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|Maid_1002_LD_ChristMas01|GameObject|SkeletonGraphic (Maid02_LD_Idle)|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/aku/UIListItem_MemoryCard_Maid_Aku_02506.prefab,UIListItem_MemoryCard_Maid_Aku_02506,listitem,49,49,0,,UIListItem_MemoryCard_Maid_Aku_02506|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|Shadow|SkeletonGraphic (Ch_Maid02_Basic01_SD)|Renderer0|Renderer1|Renderer2,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04101.prefab,UIListItem_MemoryCard_Maid_Kaede_04101,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Kaede_04101|Card|BG|UIListItem_Char_Kaede|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04102.prefab,UIListItem_MemoryCard_Maid_Kaede_04102,listitem,12,12,0,,UIListItem_MemoryCard_Maid_Kaede_04102|Card|BG|UIListItem_BG01_Green|Pattern|Gradation_Up|Gradation_Down|UIListItem_Char_Kaede_SD01|Shadow|Char|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04103.prefab,UIListItem_MemoryCard_Maid_Kaede_04103,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Kaede_04103|Card|BG|UIListItem_Char_Kaede|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04104.prefab,UIListItem_MemoryCard_Maid_Kaede_04104,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Kaede_04104|Card|BG|UIListItem_Char_Kaede|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04105.prefab,UIListItem_MemoryCard_Maid_Kaede_04105,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Kaede_04105|Card|BG|UIListItem_Char_Kaede|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04106.prefab,UIListItem_MemoryCard_Maid_Kaede_04106,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Kaede_04106|Card|BG|UIListItem_Char_Kaede|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04107.prefab,UIListItem_MemoryCard_Maid_Kaede_04107,listitem,32,32,0,,UIListItem_MemoryCard_Maid_Kaede_04107|Card|BG|UIListItem_BG_Beach_Afternoon (1)|Back|Gradation_Up (1)|Gradation_Down (1)|Maid_1004_LD_Band01|GameObject|SkeletonGraphic (Maid04_LD)|Renderer0|Renderer1,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04108.prefab,UIListItem_MemoryCard_Maid_Kaede_04108,listitem,81,81,0,,UIListItem_MemoryCard_Maid_Kaede_04108|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up (1)|Gradation_Down (1)|Shadow|SkeletonGraphic (Ch_Maid04_Basic01_SD)|Renderer0|Renderer1|Renderer2,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04501.prefab,UIListItem_MemoryCard_Maid_Kaede_04501,listitem,7,7,0,,UIListItem_MemoryCard_Maid_Kaede_04501|Card|BG|UIListItem_Char_Kaede|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04502.prefab,UIListItem_MemoryCard_Maid_Kaede_04502,listitem,14,14,0,,UIListItem_MemoryCard_Maid_Kaede_04502|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up|Gradation_Up (1)|Gradation_Down|Gradation_Down (1)|UIListItem_Char_Kaede_SD|Shadow|Cha,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04503.prefab,UIListItem_MemoryCard_Maid_Kaede_04503,listitem,12,12,0,,UIListItem_MemoryCard_Maid_Kaede_04503|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|Maid_1004_LD_ChristMas01|GameObject|SkeletonGraphic (Maid04_LD)|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04504.prefab,UIListItem_MemoryCard_Maid_Kaede_04504,listitem,82,82,0,,UIListItem_MemoryCard_Maid_Kaede_04504|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|UIListItem_Char_Kaede_SD|Shadow|SkeletonGraphic (Ch_Maid04_Basic01_SD)|Renderer0|Renderer1,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04505.prefab,UIListItem_MemoryCard_Maid_Kaede_04505,listitem,23,23,0,,UIListItem_MemoryCard_Maid_Kaede_04505|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|Maid_1004_LD_SchoolUniform01|GameObject|SkeletonGraphic (Maid04_LD)|Renderer0|Renderer1,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kaede/UIListItem_MemoryCard_Maid_Kaede_04506.prefab,UIListItem_MemoryCard_Maid_Kaede_04506,listitem,82,82,0,,UIListItem_MemoryCard_Maid_Kaede_04506|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|UIListItem_Char_Kaede_SD|Shadow|SkeletonGraphic (Ch_Maid04_Basic01_SD)|Renderer0|Renderer1,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01101.prefab,UIListItem_MemoryCard_Maid_Kokomi_01101,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kokomi_01101|Card|BG|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01102.prefab,UIListItem_MemoryCard_Maid_Kokomi_01102,listitem,12,12,0,,UIListItem_MemoryCard_Maid_Kokomi_01102|Card|BG|UIListItem_BG01_Pink|Pattern|Gradation_Up|Gradation_Down|UIListItem_Char_Kokomi_SD01|Shadow|Char|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01103.prefab,UIListItem_MemoryCard_Maid_Kokomi_01103,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kokomi_01103|Card|BG|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01104.prefab,UIListItem_MemoryCard_Maid_Kokomi_01104,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kokomi_01104|Card|BG|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01105.prefab,UIListItem_MemoryCard_Maid_Kokomi_01105,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kokomi_01105|Card|BG|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01106.prefab,UIListItem_MemoryCard_Maid_Kokomi_01106,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kokomi_01106|Card|BG|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01107.prefab,UIListItem_MemoryCard_Maid_Kokomi_01107,listitem,21,21,0,,UIListItem_MemoryCard_Maid_Kokomi_01107|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up (1)|Gradation_Down (1)|Maid_1001_LD_Band01|GameObject|SkeletonGraphic (Maid01_LD_Idle)|CH_Effects|NpcEffect,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01108.prefab,UIListItem_MemoryCard_Maid_Kokomi_01108,listitem,19,19,0,,UIListItem_MemoryCard_Maid_Kokomi_01108|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up (1)|Gradation_Down (1)|Shadow|SkeletonGraphic (Cos_Maid01_Christmas01_SD)|Renderer0|Renderer1|Renderer2,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01501.prefab,UIListItem_MemoryCard_Maid_Kokomi_01501,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kokomi_01501|Card|BG|Char|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01502.prefab,UIListItem_MemoryCard_Maid_Kokomi_01502,listitem,14,14,0,,UIListItem_MemoryCard_Maid_Kokomi_01502|Card|BG|UIListItem_BG_Beach_Afternoon|Back|Gradation_Up|Gradation_Up (1)|Gradation_Down|Gradation_Down (1)|UIListItem_Char_Kokomi_SD|Shadow|Cha,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01503.prefab,UIListItem_MemoryCard_Maid_Kokomi_01503,listitem,13,13,0,,UIListItem_MemoryCard_Maid_Kokomi_01503|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|UIListItem_Char_Kokomi_SD|Maid_1001_LD_ChristMas01|GameObject|SkeletonGraphic (Cos_Maid01_Christmas_LD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kokomi/UIListItem_MemoryCard_Maid_Kokomi_01504.prefab,UIListItem_MemoryCard_Maid_Kokomi_01504,listitem,12,12,0,,UIListItem_MemoryCard_Maid_Kokomi_01504|Card|BG|BG|Back|Gradation_Up|Gradation_Down (1)|UIListItem_Char_Kokomi_SD|Shadow|SkeletonGraphic (Cos_Maid01_Christmas01_SD) (1)|Frame|CommonParent,2
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kurone/UIListItem_MemoryCard_Maid_Kurone_06101.prefab,UIListItem_MemoryCard_Maid_Kurone_06101,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kurone_06101|Card|BG|Image|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kurone/UIListItem_MemoryCard_Maid_Kurone_06102.prefab,UIListItem_MemoryCard_Maid_Kurone_06102,listitem,11,11,0,,UIListItem_MemoryCard_Maid_Kurone_06102|Card|BG|UIListItem_BG01_Purple2|Pattern|Gradation_Up|Gradation_Down|SkeletonGraphic (Ch_Maid04_Basic01_SD) (1)|SkeletonGraphic (Ch_Maid04_Basic01_SD)|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kurone/UIListItem_MemoryCard_Maid_Kurone_06103.prefab,UIListItem_MemoryCard_Maid_Kurone_06103,listitem,10,10,0,,UIListItem_MemoryCard_Maid_Kurone_06103|Card|BG|UIListItem_BG01_Purple2|Pattern|Gradation_Up|Gradation_Down|SkeletonGraphic (Maid04_LD)|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/kurone/UIListItem_MemoryCard_Maid_Kurone_06104.prefab,UIListItem_MemoryCard_Maid_Kurone_06104,listitem,6,6,0,,UIListItem_MemoryCard_Maid_Kurone_06104|Card|BG|Image|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20101.prefab,UIListItem_MemoryCard_Normal_20101,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20101|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_01|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20102.prefab,UIListItem_MemoryCard_Normal_20102,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20102|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_02|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20103.prefab,UIListItem_MemoryCard_Normal_20103,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20103|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_03|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20104.prefab,UIListItem_MemoryCard_Normal_20104,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20104|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_04|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20105.prefab,UIListItem_MemoryCard_Normal_20105,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20105|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_05|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20106.prefab,UIListItem_MemoryCard_Normal_20106,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20106|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_06|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20107.prefab,UIListItem_MemoryCard_Normal_20107,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20107|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_07|Shadow|Char|Frame,2
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20108.prefab,UIListItem_MemoryCard_Normal_20108,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20108|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_08|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20109.prefab,UIListItem_MemoryCard_Normal_20109,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20109|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_09|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20110.prefab,UIListItem_MemoryCard_Normal_20110,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20110|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_10|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20111.prefab,UIListItem_MemoryCard_Normal_20111,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20111|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_11|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20112.prefab,UIListItem_MemoryCard_Normal_20112,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20112|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_12|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20113.prefab,UIListItem_MemoryCard_Normal_20113,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20113|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_13|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20114.prefab,UIListItem_MemoryCard_Normal_20114,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20114|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_14|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20115.prefab,UIListItem_MemoryCard_Normal_20115,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20115|Card|BG|UIListItem_BG_CafeHall|Back|Gradation_Up|Gradation_Down|Chair|UIListItem_Customer_15|Shadow|Char|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20116.prefab,UIListItem_MemoryCard_Normal_20116,listitem,12,12,0,,UIListItem_MemoryCard_Normal_20116|Card|BG|UIListItem_BG_Academy_Hallway|Back|Gradation_Up|Gradation_Down|UIListItem_Customer_16|Shadow|Char|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20117.prefab,UIListItem_MemoryCard_Normal_20117,listitem,6,6,0,,UIListItem_MemoryCard_Normal_20117|Card|BG|IMG|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20118.prefab,UIListItem_MemoryCard_Normal_20118,listitem,6,6,0,,UIListItem_MemoryCard_Normal_20118|Card|BG|IMG|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20119.prefab,UIListItem_MemoryCard_Normal_20119,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20119|Card|BG|UIListItem_BG_DormitoryHall|Back|Image|Gradation_Up|Gradation_Down|Mate_1001_SD_Ingame|Shadow|SkeletonGraphic (Mate01_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20120.prefab,UIListItem_MemoryCard_Normal_20120,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20120|Card|BG|UIListItem_BG_DormitoryHall|Back|Image|Gradation_Up|Gradation_Down|Mate_1002_SD_Ingame|Shadow|SkeletonGraphic (Mate02_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20121.prefab,UIListItem_MemoryCard_Normal_20121,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20121|Card|BG|UIListItem_BG_DormitoryHall|Back|Image|Gradation_Up|Gradation_Down|Mate_1003_SD_Ingame|Shadow|SkeletonGraphic (Mate03_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20122.prefab,UIListItem_MemoryCard_Normal_20122,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20122|Card|BG|UIListItem_BG_DormitoryHall|Back|Image|Gradation_Up|Gradation_Down|Mate_1004_SD_Ingame|Shadow|SkeletonGraphic (Mate04_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20123.prefab,UIListItem_MemoryCard_Normal_20123,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20123|Card|BG|UIListItem_BG_DormitoryHall|Back|Image|Gradation_Up|Gradation_Down|Mate_1005_SD_Ingame|Shadow|SkeletonGraphic (Mate04_SD)|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20124.prefab,UIListItem_MemoryCard_Normal_20124,listitem,7,7,0,,UIListItem_MemoryCard_Normal_20124|Card|BG|Up|Image|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20125.prefab,UIListItem_MemoryCard_Normal_20125,listitem,6,6,0,,UIListItem_MemoryCard_Normal_20125|Card|BG|Image|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20126.prefab,UIListItem_MemoryCard_Normal_20126,listitem,7,7,0,,UIListItem_MemoryCard_Normal_20126|Card|BG|IMG|Up|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20127.prefab,UIListItem_MemoryCard_Normal_20127,listitem,9,9,0,,UIListItem_MemoryCard_Normal_20127|Card|BG|IMG|Image|Up|Down|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20128.prefab,UIListItem_MemoryCard_Normal_20128,listitem,9,9,0,,UIListItem_MemoryCard_Normal_20128|Card|BG|IMG|Image|Up|Down|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20129.prefab,UIListItem_MemoryCard_Normal_20129,listitem,9,9,0,,UIListItem_MemoryCard_Normal_20129|Card|BG|IMG|Down|Up|Image|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20130.prefab,UIListItem_MemoryCard_Normal_20130,listitem,9,9,0,,UIListItem_MemoryCard_Normal_20130|Card|BG|IMG|Image|Space_Up|Space_Down|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20131.prefab,UIListItem_MemoryCard_Normal_20131,listitem,8,8,0,,UIListItem_MemoryCard_Normal_20131|Card|BG|IMG|Up|Down|Frame|CommonParent,3
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20132.prefab,UIListItem_MemoryCard_Normal_20132,listitem,13,13,0,,UIListItem_MemoryCard_Normal_20132|Card|BG|Img|Image|Up|Up_Gradation|Side|Side_Gradation|Down|Down_Gradation|Frame,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20133.prefab,UIListItem_MemoryCard_Normal_20133,listitem,6,6,0,,UIListItem_MemoryCard_Normal_20133|Card|BG|Image|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20134.prefab,UIListItem_MemoryCard_Normal_20134,listitem,6,6,0,,UIListItem_MemoryCard_Normal_20134|Card|BG|IMG|Frame|CommonParent,1
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20135.prefab,UIListItem_MemoryCard_Normal_20135,listitem,9,9,0,,UIListItem_MemoryCard_Normal_20135|Card|BG|Image|Up|Side|Down|Frame|CommonParent,0
Assets/Resources/prefabs/ui/listitem/memorycard/cards/normal/UIListItem_MemoryCard_Normal_20136.prefab,UIListItem_MemoryCard_Normal_20136,listitem,8,8,0,,UIListItem_MemoryCard_Normal_20136|Card|BG|IMG|Image|Up|Frame|CommonParent,0
