path,kind,node_path,component_id,game_object_name,script_guid,serialized_fields_present,fields,rect
Assets/Scenes/Game.unity,Canvas,UIStory/StoryGroup/StoryUICanvas,7525,StoryUICanvas,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""10"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""1"", ""m_SortingLayerID"": ""-1412525119"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,BGCanvas/SafeArea/BG_Bar/BG_Top,7526,BG_Top,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 1.0}, ""size_delta"": {""x"": 400.0, ""y"": 200.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (1)/FX_ClearOne,7527,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/Btn_ContactUs,7528,Btn_ContactUs,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 30.0, ""y"": 90.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 240.0, ""y"": 80.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/Ver,7529,Ver,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 0.0}, ""anchor_min"": {""x"": 1.0, ""y"": 0.0}, ""anchored_position"": {""x"": -30.0, ""y"": 30.0}, ""pivot"": {""x"": 1.0, ""y"": 0.0}, ""size_delta"": {""x"": 500.0, ""y"": 60.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIPopupManager/Priority_Low,7530,Priority_Low,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""6"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/LoadingBar,7531,LoadingBar,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.0}, ""anchor_min"": {""x"": 0.5, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 300.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 670.0, ""y"": 50.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIPopupManager/Priority_High,7532,Priority_High,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""7"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (2)/FX_ClearOne,7533,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas,7534,Canvas,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""30"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""1"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/CutToonManager,7535,CutToonManager,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""9"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock/FX_ClearOne,7536,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (5)/FX_ClearOne,7537,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/LogoArea,7538,LogoArea,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""3"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,BGCanvas/SafeArea/Image,7539,Image,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""-8"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 1.0}, ""anchored_position"": {""x"": 0.0, ""y"": 200.00024}, ""pivot"": {""x"": 0.5, ""y"": 1.0}, ""size_delta"": {""x"": 400.0, ""y"": 500.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/Ver (1),7540,Ver (1),,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 30.0, ""y"": 30.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 500.0, ""y"": 60.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (9)/FX_ClearOne,7541,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (4)/FX_ClearOne,7542,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/Ch,7543,Ch,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""3"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.0}, ""anchor_min"": {""x"": 0.5, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": -180.00012}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 100.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (7)/FX_ClearOne,7544,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIPopupManager/Always,7545,Always,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""100"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,CanvasScaler,Canvas,11964,Canvas,6dfc8ec6aebac6665d9781d273993f23,False,{},"{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,CanvasScaler,UIStory/StoryGroup/StoryObjectCanvas,12784,StoryObjectCanvas,6dfc8ec6aebac6665d9781d273993f23,False,{},"{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 1080.0, ""y"": 2220.0}}"
Assets/Scenes/Game.unity,CanvasScaler,UIStory/StoryGroup/StoryUICanvas,13616,StoryUICanvas,6dfc8ec6aebac6665d9781d273993f23,False,{},"{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,CanvasScaler,BGCanvas,14297,BGCanvas,6dfc8ec6aebac6665d9781d273993f23,False,{},"{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,CanvasScaler,TouchEffectCanvas,14610,TouchEffectCanvas,6dfc8ec6aebac6665d9781d273993f23,False,{},"{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,SafeAreaComponent,Canvas/SafeArea,11694,SafeArea,cedddb77dbd60a683455a2b226c5fd56,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,SafeAreaComponent,UIStory/StoryGroup/StoryUICanvas/SafeArea,13657,SafeArea,cedddb77dbd60a683455a2b226c5fd56,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,SafeAreaComponent,BGCanvas/SafeArea,14253,SafeArea,cedddb77dbd60a683455a2b226c5fd56,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,SafeAreaRect,UIStory/StoryGroup/StoryUICanvas/SafeArea,,,,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,SafeAreaRect,Canvas/SafeArea,,,,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,SafeAreaRect,BGCanvas/SafeArea,,,,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Resources/prefabs/ui/UIManager.prefab,Canvas,Canvas,223776080227471197,Canvas,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""30"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""1"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Resources/prefabs/ui/UIManager.prefab,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock/FX_ClearOne,223824529126511409,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Resources/prefabs/ui/UIManager.prefab,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (1)/FX_ClearOne,223144833719777579,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
