_index,id,sceneType,dialogueType,name,spine,optionType,option,keyOption,trait,traitInterval,nextId,plotText,sound,animation,pic,image,bgType,bg,bgm,skip,skipId,_trailingBytes
2107,30341070,2,1,,10301,,,0,,,30341080,gal_favor_text_30341070,,,2,,0,,,1,-1,157950
2108,30341080,2,1,player_name,10301,,,0,,,30341090,gal_favor_text_30341080,,,1,,0,,,1,-1,157950
2109,30341090,2,1,gal_name_03,10301,,,0,,,30341100,gal_favor_text_30341090,,,1,,0,,,1,-1,157950
2110,30341100,2,1,,10301,,,0,,,30341110,gal_favor_text_30341100,,,2,,0,,,1,-1,157950
2111,30341110,2,1,,10301,,,0,,,30341120,gal_favor_text_30341110,,,2,,0,,,1,-1,157950
2112,30341120,2,1,gal_name_03,10301,,,0,,,30341130,gal_favor_text_30341120,,,1,,0,,,1,-1,157950
2113,30341130,2,1,gal_name_03,10301,,,0,,,30341140,gal_favor_text_30341130,,,1,,0,,,1,-1,157950
2114,30341140,2,1,player_name,10301,,,0,,,30341150,gal_favor_text_30341140,,,1,,0,,,1,-1,157950
2115,30341150,2,1,player_name,10301,,,0,,,30341160,gal_favor_text_30341150,,,1,,0,,,1,-1,157950
2116,30341160,2,1,gal_name_03,10301,,,0,,,30341170,gal_favor_text_30341160,,,1,,0,,,1,-1,157950
2117,30341170,2,1,,10301,,,0,,,30341180,gal_favor_text_30341170,,,2,,0,,,1,-1,157950
2118,30341180,2,1,player_name,10301,,,0,,,30341190,gal_favor_text_30341180,,,1,,0,,,1,-1,157950
2119,30341190,2,1,,10301,,,0,,,30341200,gal_favor_text_30341190,,,2,,0,,,1,-1,157950
2120,30341200,2,1,player_name,10301,,,0,,,30341210,gal_favor_text_30341200,,,1,,0,,,1,-1,157950
2121,30341210,2,1,,10301,,,0,,,30341220,gal_favor_text_30341210,,,2,,0,,,1,-1,157950
2122,30341220,2,1,player_name,10301,,,0,,,30341230,gal_favor_text_30341220,,,1,,0,,,1,-1,157950
2123,30341230,2,1,gal_name_03,10301,,,0,,,30341240,gal_favor_text_30341230,,,1,,0,,,1,-1,157950
2124,30341240,2,1,player_name,10301,,,0,,,30341250,gal_favor_text_30341240,,,1,,0,,,1,-1,157950
2125,30341250,2,1,,10301,,,0,,,30341260,gal_favor_text_30341250,,,2,,0,,,1,-1,157950
2126,30341260,2,1,,10301,,,0,,,30341270,gal_favor_text_30341260,,,2,,0,,,1,-1,157950
2127,30341270,2,1,,10301,,,0,,,30341280,gal_favor_text_30341270,,,2,,0,,,1,-1,157950
2128,30341280,2,1,player_name,10301,,,0,,,30341290,gal_favor_text_30341280,,,1,,0,,,1,-1,157950
2129,30341290,2,1,,10301,,,0,,,30341300,gal_favor_text_30341290,,,2,,0,,,1,-1,157950
2130,30341300,2,1,,10301,,,0,,,30341310,gal_favor_text_30341300,,,2,,0,,,1,-1,157950
2131,30341310,2,1,player_name,10301,,,0,,,30341320,gal_favor_text_30341310,,,1,,0,,,1,-1,157950
2132,30341320,2,1,player_name,10301,,,0,,,30341330,gal_favor_text_30341320,,,1,,0,,,1,-1,157950
2133,30341330,2,1,player_name,10301,,,0,,,30341340,gal_favor_text_30341330,,,1,,0,,,1,-1,157950
2134,30341340,2,1,player_name,10301,,,0,,,30341350,gal_favor_text_30341340,,,1,,0,,,1,-1,157950
2135,30341350,2,1,gal_name_03,10301,,,0,,,30341360,gal_favor_text_30341350,,,1,,0,,,1,-1,157950
2136,30341360,2,1,player_name,10301,,,0,,,30341370,gal_favor_text_30341360,,,1,,0,,,1,-1,157950
2137,30341370,2,1,gal_name_03,10301,,,0,,,30341380,gal_favor_text_30341370,,,1,,0,,,1,-1,157950
2138,30341380,2,1,player_name,10301,,,0,,,30341390,gal_favor_text_30341380,,,1,,0,,,1,-1,157950
2139,30341390,2,1,gal_name_03,10301,,,0,,,30341400,gal_favor_text_30341390,,,1,,0,,,1,-1,157950
2140,30341400,2,1,player_name,10301,,,0,,,30341410,gal_favor_text_30341400,,,1,,0,,,1,-1,157950
2141,30341410,2,1,,10301,,,0,,,30341420,gal_favor_text_30341410,,,2,,0,,,1,-1,157950
2142,30341420,2,1,player_name,10301,,,0,,,30341430,gal_favor_text_30341420,,,1,,0,,,1,-1,157950
2143,30341430,2,1,player_name,10301,,,0,,,30341440,gal_favor_text_30341430,,,1,,0,,,1,-1,157950
2144,30341440,2,1,gal_name_03,10301,,,0,,,30341450,gal_favor_text_30341440,,,1,,0,,,1,-1,157950
2145,30341450,2,1,gal_name_03,10301,,,0,,,30341460,gal_favor_text_30341450,,,1,,0,,,1,-1,157950
2146,30341460,2,1,gal_name_03,10301,,,0,,,30341470,gal_favor_text_30341460,,,1,,0,,,1,-1,157950
2147,30341470,2,1,player_name,10301,,,0,,,30341480,gal_favor_text_30341470,,,1,,0,,,1,-1,157950
2148,30341480,2,1,gal_name_03,10301,,,0,,,30341490,gal_favor_text_30341480,,,1,,0,,,1,-1,157950
2149,30341490,2,1,player_name,10301,,,0,,,30341500,gal_favor_text_30341490,,,1,,0,,,1,-1,157950
2150,30341500,2,1,gal_name_03,10301,,,0,,,30341510,gal_favor_text_30341500,,,1,,0,,,1,-1,157950
2151,30341510,2,1,player_name,10301,,,0,,,30341520,gal_favor_text_30341510,,,1,,0,,,1,-1,157950
2152,30341520,2,1,player_name,10301,,,0,,,30341530,gal_favor_text_30341520,,,1,,0,,,1,-1,157950
2153,30341530,2,1,player_name,10301,,,0,,,30341540,gal_favor_text_30341530,,,1,,0,,,1,-1,157950
2154,30341540,2,1,gal_name_03,10301,,,0,,,30341550,gal_favor_text_30341540,,,1,,0,,,1,-1,157950
2155,30341550,2,1,player_name,10301,,,0,,,30341560,gal_favor_text_30341550,,,1,,0,,,1,-1,157950
2156,30341560,2,1,,10301,,,0,,,30341570,gal_favor_text_30341560,,,2,,0,,,1,-1,157950
2157,30341570,2,1,,10301,,,0,,,30341580,gal_favor_text_30341570,,,2,,0,,,1,-1,157950
2158,30341580,2,1,,10301,,,0,,,30341590,gal_favor_text_30341580,,,2,,0,,,1,-1,157950
2159,30341590,2,1,gal_name_03,10301,,,0,,,30341600,gal_favor_text_30341590,,,1,,0,,,1,-1,157950
2160,30341600,2,1,gal_name_03,10301,,,0,,,30341610,gal_favor_text_30341600,,,1,,0,,,1,-1,157950
2161,30341610,2,1,player_name,10301,,,0,,,30341620,gal_favor_text_30341610,,,1,,0,,,1,-1,157950
2162,30341620,2,1,player_name,10301,,,0,,,30341630,gal_favor_text_30341620,,,1,,0,,,1,-1,157950
2163,30341630,2,1,gal_name_03,10301,,,0,,,30341640,gal_favor_text_30341630,,,1,,0,,,1,-1,157950
2164,30341640,2,1,player_name,10301,,,0,,,30341650,gal_favor_text_30341640,,,1,,0,,,1,-1,157950
2165,30341650,2,1,,10301,,,0,,,30341660,gal_favor_text_30341650,,,2,,0,,,1,-1,157950
2166,30341660,2,1,gal_name_03,10301,,,0,,,30341670,gal_favor_text_30341660,,,1,,0,,,1,-1,157950
2167,30341670,2,1,,10301,,,0,,,30341680,gal_favor_text_30341670,,,2,,0,,,1,-1,157950
2168,30341680,2,1,player_name,10301,,,0,,,30341690,gal_favor_text_30341680,,,1,,0,,,1,-1,157950
2169,30341690,2,1,gal_name_03,10301,,,0,,,30341700,gal_favor_text_30341690,,,1,,0,,,1,-1,157950
2170,30341700,2,1,player_name,10301,,,0,,,30341710,gal_favor_text_30341700,,,1,,0,,,1,-1,157950
2171,30341710,2,1,,10301,,,0,,,30341720,gal_favor_text_30341710,,,2,,0,,,1,-1,157950
2172,30341720,2,1,,10301,,,0,,,30341730,gal_favor_text_30341720,,,2,,0,,,1,-1,157950
2173,30341730,2,1,gal_name_03,10301,,,0,,,30341740,gal_favor_text_30341730,,,1,,0,,,1,-1,157950
2174,30341740,2,1,player_name,10301,,,0,,,30341750,gal_favor_text_30341740,,,1,,0,,,1,-1,157950
2175,30341750,2,1,gal_name_03,10301,,,0,,,30341760,gal_favor_text_30341750,,,1,,0,,,1,-1,157950
2176,30341760,2,1,player_name,10301,,,0,,,30341770,gal_favor_text_30341760,,,1,,0,,,1,-1,157950
2177,30341770,2,1,gal_name_03,10301,,,0,,,30341780,gal_favor_text_30341770,,,1,,0,,,1,-1,157950
2178,30341780,2,1,player_name,10301,,,0,,,30341790,gal_favor_text_30341780,,,1,,0,,,1,-1,157950
2179,30341790,2,1,player_name,10301,,,0,,,30341800,gal_favor_text_30341790,,,1,,0,,,1,-1,157950
2180,30341800,2,1,player_name,10301,,,0,,,30341810,gal_favor_text_30341800,,,1,,0,,,1,-1,157950
2181,30341810,2,1,,10301,,,0,,,30341820,gal_favor_text_30341810,,,2,,0,,,1,-1,157950
2182,30341820,2,1,gal_name_03,10301,,,0,,,30341830,gal_favor_text_30341820,,,1,,0,,,1,-1,157950
2183,30341830,2,1,player_name,10301,,,0,,,30341840,gal_favor_text_30341830,,,1,,0,,,1,-1,157950
2184,30341840,2,1,gal_name_03,10301,,,0,,,30341850,gal_favor_text_30341840,,,1,,0,,,1,-1,157950
2185,30341850,2,1,gal_name_03,10301,,,0,,,30341860,gal_favor_text_30341850,,,1,,0,,,1,-1,157950
2186,30341860,2,1,player_name,10301,,,0,,,30341870,gal_favor_text_30341860,,,1,,0,,,1,-1,157950
2187,30341870,2,1,gal_name_03,10301,,,0,,,30341880,gal_favor_text_30341870,,,1,,0,,,1,-1,157950
2188,30341880,2,1,,10301,,,0,,,30341890,gal_favor_text_30341880,,,2,,0,,,1,-1,157950
2189,30341890,2,1,gal_name_03,10301,,,0,,,30341900,gal_favor_text_30341890,,,1,,0,,,1,-1,157950
2190,30341900,2,1,gal_name_03,10301,,,0,,,30341910,gal_favor_text_30341900,,,1,,0,,,1,-1,157950
2191,30341910,2,1,player_name,10301,,,0,,,30341920,gal_favor_text_30341910,,,1,,0,,,1,-1,157950
2192,30341920,2,1,player_name,10301,,,0,,,30341930,gal_favor_text_30341920,,,1,,0,,,1,-1,157950
2193,30341930,2,1,gal_name_03,10301,,,0,,,30341940,gal_favor_text_30341930,,,1,,0,,,1,-1,157950
2194,30341940,2,1,,10301,,,0,,,30341950,gal_favor_text_30341940,,,2,,0,,,1,-1,157950
2195,30341950,2,1,player_name,10301,,,0,,,30341960,gal_favor_text_30341950,,,1,,0,,,1,-1,157950
2196,30341960,2,1,gal_name_03,10301,,,0,,,30341970,gal_favor_text_30341960,,,1,,0,,,1,-1,157950
2197,30341970,2,1,,10301,,,0,,,30341980,gal_favor_text_30341970,,,2,,0,,,1,-1,157950
2198,30341980,2,1,player_name,10301,,,0,,,30341990,gal_favor_text_30341980,,,1,,0,,,1,-1,157950
2199,30341990,2,1,,10301,,,0,,,-1,gal_favor_text_30341990,,,2,,0,,,1,-1,157950
2200,30350010,2,1,gal_name_33,10301,,,0,,,30350020,gal_favor_text_30350010,,,1,,2,gal_bg_park_1,gal_bg_room_1,1,-1,157950
2201,30350020,2,1,player_name,10301,,,0,,,30350030,gal_favor_text_30350020,,,1,,0,,,1,-1,157950
2202,30350030,2,1,gal_name_03,10301,,,0,,,30350040,gal_favor_text_30350030,,,1,,0,,,1,-1,157950
2203,30350040,2,1,,10301,,,0,,,30350050,gal_favor_text_30350040,,,2,,0,,,1,-1,157950
2204,30350050,2,1,,10301,,,0,,,30350060,gal_favor_text_30350050,,,2,,0,,,1,-1,157950
2205,30350060,2,1,gal_name_33,10301,,,0,,,30350070,gal_favor_text_30350060,,,1,,0,,,1,-1,157950
2206,30350070,2,1,gal_name_03,10301,,,0,,,30350080,gal_favor_text_30350070,,,1,,0,,,1,-1,157950
2207,30350080,2,1,player_name,10301,,,0,,,30350090,gal_favor_text_30350080,,,1,,0,,,1,-1,157950
2208,30350090,2,1,gal_name_33,10301,,,0,,,30350100,gal_favor_text_30350090,,,1,,0,,,1,-1,157950
2209,30350100,2,1,gal_name_33,10301,,,0,,,30350110,gal_favor_text_30350100,,,1,,0,,,1,-1,157950
2210,30350110,2,1,,10301,,,0,,,30350120,gal_favor_text_30350110,,,2,,0,,,1,-1,157950
2211,30350120,2,1,gal_name_03,10301,,,0,,,30350130,gal_favor_text_30350120,,,1,,0,,,1,-1,157950
2212,30350130,2,1,player_name,10301,,,0,,,30350140,gal_favor_text_30350130,,,1,,0,,,1,-1,157950
2213,30350140,2,1,gal_name_03,10301,,,0,,,30350150,gal_favor_text_30350140,,,1,,0,,,1,-1,157950
2214,30350150,2,1,,10301,,,0,,,30350160,gal_favor_text_30350150,,,2,,0,,,1,-1,157950
2215,30350160,2,1,gal_name_33,10301,,,0,,,30350170,gal_favor_text_30350160,,,1,,0,,,1,-1,157950
2216,30350170,2,1,gal_name_33,10301,,,0,,,30350180,gal_favor_text_30350170,,,1,,0,,,1,-1,157950
2217,30350180,2,1,gal_name_03,10301,,,0,,,30350190,gal_favor_text_30350180,,,1,,0,,,1,-1,157950
2218,30350190,2,1,gal_name_33,10301,,,0,,,30350200,gal_favor_text_30350190,,,1,,0,,,1,-1,157950
2219,30350200,2,1,gal_name_03,10301,,,0,,,30350210,gal_favor_text_30350200,,,1,,0,,,1,-1,157950
2220,30350210,2,1,gal_name_33,10301,,,0,,,30350220,gal_favor_text_30350210,,,1,,0,,,1,-1,157950
2221,30350220,2,1,gal_name_33,10301,,,0,,,30350230,gal_favor_text_30350220,,,1,,0,,,1,-1,157950
2222,30350230,2,1,gal_name_03,10301,,,0,,,30350240,gal_favor_text_30350230,,,1,,0,,,1,-1,157950
2223,30350240,2,1,gal_name_33,10301,,,0,,,30350250,gal_favor_text_30350240,,,1,,0,,,1,-1,157950
2224,30350250,2,1,,10301,,,0,,,30350260,gal_favor_text_30350250,,,2,,0,,,1,-1,157950
2225,30350260,2,1,,10301,,,0,,,30350270,gal_favor_text_30350260,,,2,,0,,,1,-1,157950
2226,30350270,2,1,gal_name_03,10301,,,0,,,30350280,gal_favor_text_30350270,,,1,,0,,,1,-1,157950
2227,30350280,2,1,gal_name_03,10301,,,0,,,30350290,gal_favor_text_30350280,,,1,,0,,,1,-1,157950
2228,30350290,2,1,gal_name_33,10301,,,0,,,30350300,gal_favor_text_30350290,,,1,,0,,,1,-1,157950
2229,30350300,2,1,,10301,,,0,,,30350310,gal_favor_text_30350300,,,2,,0,,,1,-1,157950
2230,30350310,2,1,gal_name_33,10301,,,0,,,30350320,gal_favor_text_30350310,,,1,,0,,,1,-1,157950
2231,30350320,2,1,gal_name_03,10301,,,0,,,30350330,gal_favor_text_30350320,,,1,,0,,,1,-1,157950
2232,30350330,2,1,,10301,,,0,,,30350340,gal_favor_text_30350330,,,2,,0,,,1,-1,157950
2233,30350340,2,1,gal_name_33,10301,,,0,,,30350350,gal_favor_text_30350340,,,1,,0,,,1,-1,157950
2234,30350350,2,1,gal_name_33,10301,,,0,,,30350360,gal_favor_text_30350350,,,1,,0,,,1,-1,157950
2235,30350360,2,1,player_name,10301,,,0,,,30350370,gal_favor_text_30350360,,,1,,0,,,1,-1,157950
2236,30350370,2,1,gal_name_33,10301,,,0,,,30350380,gal_favor_text_30350370,,,1,,0,,,1,-1,157950
2237,30350380,2,1,,10301,,,0,,,30350390,gal_favor_text_30350380,,,2,,0,,,1,-1,157950
2238,30350390,2,1,,10301,,,0,,,30350400,gal_favor_text_30350390,,,2,,0,,,1,-1,157950
2239,30350400,2,1,gal_name_03,10301,,,0,,,30350410,gal_favor_text_30350400,,,1,,0,,,1,-1,157950
2240,30350410,2,1,,10301,,,0,,,30350420,gal_favor_text_30350410,,,2,,0,,,1,-1,157950
2241,30350420,2,1,,10301,,,0,,,30350430,gal_favor_text_30350420,,,2,,0,,,1,-1,157950
2242,30350430,2,1,gal_name_33,10301,,,0,,,30350440,gal_favor_text_30350430,,,1,,0,,,1,-1,157950
2243,30350440,2,1,player_name,10301,,,0,,,30350450,gal_favor_text_30350440,,,1,,0,,,1,-1,157950
2244,30350450,2,1,player_name,10301,,,0,,,30350460,gal_favor_text_30350450,,,1,,0,,,1,-1,157950
2245,30350460,2,1,,10301,,,0,,,30350470,gal_favor_text_30350460,,,2,,0,,,1,-1,157950
2246,30350470,2,1,player_name,10301,,,0,,,30350480,gal_favor_text_30350470,,,1,,0,,,1,-1,157950
2247,30350480,2,1,gal_name_33,10301,,,0,,,30350490,gal_favor_text_30350480,,,1,,0,,,1,-1,157950
2248,30350490,2,1,player_name,10301,,,0,,,30350500,gal_favor_text_30350490,,,1,,0,,,1,-1,157950
2249,30350500,2,1,,10301,,,0,,,30350510,gal_favor_text_30350500,,,2,,0,,,1,-1,157950
2250,30350510,2,1,gal_name_33,10301,,,0,,,30350520,gal_favor_text_30350510,,,1,,0,,,1,-1,157950
2251,30350520,2,1,player_name,10301,,,0,,,30350530,gal_favor_text_30350520,,,1,,0,,,1,-1,157950
2252,30350530,2,1,,10301,,,0,,,30350540,gal_favor_text_30350530,,,2,,0,,,1,-1,157950
2253,30350540,2,1,,10301,,,0,,,30350550,gal_favor_text_30350540,,,2,,0,,,1,-1,157950
2254,30350550,2,1,gal_name_33,10301,,,0,,,30350560,gal_favor_text_30350550,,,1,,0,,,1,-1,157950
2255,30350560,2,1,gal_name_33,10301,,,0,,,30350570,gal_favor_text_30350560,,,1,,0,,,1,-1,157950
2256,30350570,2,1,player_name,10301,,,0,,,30350580,gal_favor_text_30350570,,,1,,0,,,1,-1,157950
2257,30350580,2,1,gal_name_33,10301,,,0,,,30350590,gal_favor_text_30350580,,,1,,0,,,1,-1,157950
2258,30350590,2,1,gal_name_33,10301,,,0,,,30350600,gal_favor_text_30350590,,,1,,0,,,1,-1,157950
2259,30350600,2,1,player_name,10301,,,0,,,30350610,gal_favor_text_30350600,,,1,,0,,,1,-1,157950
2260,30350610,2,1,gal_name_33,10301,,,0,,,30350620,gal_favor_text_30350610,,,1,,0,,,1,-1,157950
2261,30350620,2,1,,10301,,,0,,,30350630,gal_favor_text_30350620,,,2,,0,,,1,-1,157950
2262,30350630,2,1,gal_name_33,10301,,,0,,,30350640,gal_favor_text_30350630,,,1,,0,,,1,-1,157950
2263,30350640,2,1,gal_name_03,10301,,,0,,,30350650,gal_favor_text_30350640,,,1,,0,,,1,-1,157950
2264,30350650,2,1,,10301,,,0,,,30350660,gal_favor_text_30350650,,,2,,0,,,1,-1,157950
2265,30350660,2,1,player_name,10301,,,0,,,30350670,gal_favor_text_30350660,,,1,,0,,,1,-1,157950
2266,30350670,2,1,gal_name_03,10301,,,0,,,30350680,gal_favor_text_30350670,,,1,,0,,,1,-1,157950
2267,30350680,2,1,,10301,,,0,,,30350690,gal_favor_text_30350680,,,2,,0,,,1,-1,157950
2268,30350690,2,1,gal_name_03,10301,,,0,,,30350700,gal_favor_text_30350690,,,1,,0,,,1,-1,157950
2269,30350700,2,1,player_name,10301,,,0,,,30350710,gal_favor_text_30350700,,,1,,0,,,1,-1,157950
2270,30350710,2,1,gal_name_03,10301,,,0,,,30350720,gal_favor_text_30350710,,,1,,0,,,1,-1,157950
2271,30350720,2,1,gal_name_03,10301,,,0,,,30350730,gal_favor_text_30350720,,,1,,0,,,1,-1,157950
2272,30350730,2,1,,10301,,,0,,,30350740,gal_favor_text_30350730,,,2,,0,,,1,-1,157950
2273,30350740,2,1,player_name,10301,,,0,,,30350750,gal_favor_text_30350740,,,1,,0,,,1,-1,157950
2274,30350750,2,1,player_name,10301,,,0,,,30350760,gal_favor_text_30350750,,,1,,0,,,1,-1,157950
2275,30350760,2,1,gal_name_03,10301,,,0,,,30350770,gal_favor_text_30350760,,,1,,0,,,1,-1,157950
2276,30350770,2,1,player_name,10301,,,0,,,30350780,gal_favor_text_30350770,,,1,,0,,,1,-1,157950
2277,30350780,2,1,,10301,,,0,,,30350790,gal_favor_text_30350780,,,2,,0,,,1,-1,157950
2278,30350790,2,1,gal_name_03,10301,,,0,,,30350800,gal_favor_text_30350790,,,1,,0,,,1,-1,157950
2279,30350800,2,1,gal_name_03,10301,,,0,,,30350810,gal_favor_text_30350800,,,1,,0,,,1,-1,157950
2280,30350810,2,1,player_name,10301,,,0,,,30350820,gal_favor_text_30350810,,,1,,0,,,1,-1,157950
2281,30350820,2,1,,10301,,,0,,,30350830,gal_favor_text_30350820,,,2,,0,,,1,-1,157950
2282,30350830,2,1,gal_name_03,10301,,,0,,,30350840,gal_favor_text_30350830,,,1,,0,,,1,-1,157950
2283,30350840,2,1,player_name,10301,,,0,,,30350850,gal_favor_text_30350840,,,1,,0,,,1,-1,157950
2284,30350850,2,1,gal_name_03,10301,,,0,,,30350860,gal_favor_text_30350850,,,1,,0,,,1,-1,157950
2285,30350860,2,1,player_name,10301,,,0,,,30350870,gal_favor_text_30350860,,,1,,0,,,1,-1,157950
2286,30350870,2,1,,10301,,,0,,,30350880,gal_favor_text_30350870,,,2,,0,,,1,-1,157950
2287,30350880,2,1,,10301,,,0,,,30350890,gal_favor_text_30350880,,,2,,0,,,1,-1,157950
2288,30350890,2,1,gal_name_03,10301,,,0,,,30350900,gal_favor_text_30350890,,,1,,0,,,1,-1,157950
2289,30350900,2,1,player_name,10301,,,0,,,30350910,gal_favor_text_30350900,,,1,,0,,,1,-1,157950
2290,30350910,2,1,gal_name_03,10301,,,0,,,30350920,gal_favor_text_30350910,,,1,,0,,,1,-1,157950
2291,30350920,2,1,,10301,,,0,,,30350930,gal_favor_text_30350920,,,2,,0,,,1,-1,157950
2292,30350930,2,1,player_name,10301,,,0,,,30350940,gal_favor_text_30350930,,,1,,0,,,1,-1,157950
2293,30350940,2,1,player_name,10301,,,0,,,30350950,gal_favor_text_30350940,,,1,,0,,,1,-1,157950
2294,30350950,2,1,,10301,,,0,,,30350960,gal_favor_text_30350950,,,2,,0,,,1,-1,157950
2295,30350960,2,1,player_name,10301,,,0,,,30350970,gal_favor_text_30350960,,,1,,0,,,1,-1,157950
2296,30350970,2,1,,10301,,,0,,,30350980,gal_favor_text_30350970,,,2,,0,,,1,-1,157950
2297,30350980,2,1,gal_name_03,10301,,,0,,,30350990,gal_favor_text_30350980,,,1,,0,,,1,-1,157950
2298,30350990,2,1,gal_name_03,10301,,,0,,,30351000,gal_favor_text_30350990,,,1,,0,,,1,-1,157950
2299,30351000,2,1,player_name,10301,,,0,,,30351010,gal_favor_text_30351000,,,1,,0,,,1,-1,157950
2300,30351010,2,1,gal_name_03,10301,,,0,,,30351020,gal_favor_text_30351010,,,1,,0,,,1,-1,157950
2301,30351020,2,1,,10301,,,0,,,30351030,gal_favor_text_30351020,,,2,,0,,,1,-1,157950
2302,30351030,2,1,gal_name_33,10301,,,0,,,30351040,gal_favor_text_30351030,,,1,,0,,,1,-1,157950
2303,30351040,2,1,gal_name_03,10301,,,0,,,30351050,gal_favor_text_30351040,,,1,,0,,,1,-1,157950
2304,30351050,2,1,gal_name_33,10301,,,0,,,30351060,gal_favor_text_30351050,,,1,,0,,,1,-1,157950
2305,30351060,2,1,gal_name_03,10301,,,0,,,30351070,gal_favor_text_30351060,,,1,,0,,,1,-1,157950
2306,30351070,2,1,gal_name_33,10301,,,0,,,30351080,gal_favor_text_30351070,,,1,,0,,,1,-1,157950
2307,30351080,2,1,,10301,,,0,,,30351090,gal_favor_text_30351080,,,2,,0,,,1,-1,157950
2308,30351090,2,1,,10301,,,0,,,30351100,gal_favor_text_30351090,,,2,,0,,,1,-1,157950
2309,30351100,2,1,gal_name_03,10301,,,0,,,30351110,gal_favor_text_30351100,,,1,,0,,,1,-1,157950
2310,30351110,2,1,player_name,10301,,,0,,,30351120,gal_favor_text_30351110,,,1,,0,,,1,-1,157950
2311,30351120,2,1,gal_name_03,10301,,,0,,,30351130,gal_favor_text_30351120,,,1,,0,,,1,-1,157950
2312,30351130,2,1,,10301,,,0,,,30351140,gal_favor_text_30351130,,,2,,0,,,1,-1,157950
2313,30351140,2,1,player_name,10301,,,0,,,30351150,gal_favor_text_30351140,,,1,,0,,,1,-1,157950
2314,30351150,2,1,gal_name_33,10301,,,0,,,30351160,gal_favor_text_30351150,,,1,,0,,,1,-1,157950
2315,30351160,2,1,,10301,,,0,,,30351170,gal_favor_text_30351160,,,2,,0,,,1,-1,157950
2316,30351170,2,1,gal_name_03,10301,,,0,,,30351180,gal_favor_text_30351170,,,1,,0,,,1,-1,157950
2317,30351180,2,1,gal_name_33,10301,,,0,,,30351190,gal_favor_text_30351180,,,1,,0,,,1,-1,157950
2318,30351190,2,1,gal_name_33,10301,,,0,,,30351200,gal_favor_text_30351190,,,1,,0,,,1,-1,157950
2319,30351200,2,1,gal_name_03,10301,,,0,,,30351210,gal_favor_text_30351200,,,1,,0,,,1,-1,157950
2320,30351210,2,1,gal_name_33,10301,,,0,,,30351220,gal_favor_text_30351210,,,1,,0,,,1,-1,157950
2321,30351220,2,1,gal_name_33,10301,,,0,,,30351230,gal_favor_text_30351220,,,1,,0,,,1,-1,157950
2322,30351230,2,1,gal_name_03,10301,,,0,,,30351240,gal_favor_text_30351230,,,1,,0,,,1,-1,157950
2323,30351240,2,1,,10301,,,0,,,30351250,gal_favor_text_30351240,,,2,,0,,,1,-1,157950
2324,30351250,2,1,,10301,,,0,,,30351260,gal_favor_text_30351250,,,2,,0,,,1,-1,157950
2325,30351260,2,1,,10301,,,0,,,30351270,gal_favor_text_30351260,,,2,,0,,,1,-1,157950
2326,30351270,2,1,,10301,,,0,,,30351280,gal_favor_text_30351270,,,2,,0,,,1,-1,157950
2327,30351280,2,1,,10301,,,0,,,30351290,gal_favor_text_30351280,,,2,,0,,,1,-1,157950
2328,30351290,2,1,gal_name_33,10301,,,0,,,30351300,gal_favor_text_30351290,,,1,,0,,,1,-1,157950
2329,30351300,2,1,player_name,10301,,,0,,,30351310,gal_favor_text_30351300,,,1,,0,,,1,-1,157950
2330,30351310,2,1,player_name,10301,,,0,,,30351320,gal_favor_text_30351310,,,1,,0,,,1,-1,157950
2331,30351320,2,1,,10301,,,0,,,30351330,gal_favor_text_30351320,,,2,,0,,,1,-1,157950
2332,30351330,2,1,gal_name_33,10301,,,0,,,30351340,gal_favor_text_30351330,,,1,,0,,,1,-1,157950
2333,30351340,2,1,gal_name_03,10301,,,0,,,30351350,gal_favor_text_30351340,,,1,,0,,,1,-1,157950
2334,30351350,2,1,,10301,,,0,,,30351360,gal_favor_text_30351350,,,2,,0,,,1,-1,157950
2335,30351360,2,1,,10301,,,0,,,30351370,gal_favor_text_30351360,,,2,,0,,,1,-1,157950
2336,30351370,2,1,player_name,10301,,,0,,,30351380,gal_favor_text_30351370,,,1,,0,,,1,-1,157950
2337,30351380,2,1,gal_name_03,10301,,,0,,,30351390,gal_favor_text_30351380,,,1,,0,,,1,-1,157950
2338,30351390,2,1,player_name,10301,,,0,,,30351400,gal_favor_text_30351390,,,1,,0,,,1,-1,157950
2339,30351400,2,1,gal_name_03,10301,,,0,,,30351410,gal_favor_text_30351400,,,1,,0,,,1,-1,157950
2340,30351410,2,1,,10301,,,0,,,30351420,gal_favor_text_30351410,,,2,,0,,,1,-1,157950
2341,30351420,2,1,,10301,,,0,,,30351430,gal_favor_text_30351420,,,2,,0,,,1,-1,157950
2342,30351430,2,1,gal_name_03,10301,,,0,,,30351440,gal_favor_text_30351430,,,1,,0,,,1,-1,157950
2343,30351440,2,1,gal_name_33,10301,,,0,,,30351450,gal_favor_text_30351440,,,1,,0,,,1,-1,157950
2344,30351450,2,1,player_name,10301,,,0,,,30351460,gal_favor_text_30351450,,,1,,0,,,1,-1,157950
2345,30351460,2,1,gal_name_33,10301,,,0,,,30351470,gal_favor_text_30351460,,,1,,0,,,1,-1,157950
2346,30351470,2,1,,10301,,,0,,,30351480,gal_favor_text_30351470,,,2,,0,,,1,-1,157950
2347,30351480,2,1,,10301,,,0,,,30351490,gal_favor_text_30351480,,,2,,0,,,1,-1,157950
