category,character_id,asset_type,name,extension,size,path
character_ui,,Texture2D,ProfileFrame_003,.png,14232,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_003.png
character_ui,,Texture2D,ProfileFrame_004,.png,14125,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_004.png
character_ui,,Texture2D,ProfileFrame_005,.png,15598,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_005.png
character_ui,,Texture2D,ProfileFrame_006,.png,38182,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_006.png
character_ui,,Texture2D,ProfileFrame_007,.png,16749,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_007.png
character_ui,,Texture2D,ProfileFrame_008,.png,13665,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_008.png
character_ui,,Texture2D,ProfileFrame_009,.png,30551,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_009.png
character_ui,,Texture2D,ProfileImg_001,.png,69003,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_001.png
character_ui,,Texture2D,ProfileImg_002,.png,64220,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_002.png
character_ui,,Texture2D,ProfileImg_003,.png,67202,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_003.png
character_ui,,Texture2D,ProfileImg_004,.png,64973,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_004.png
character_ui,,Texture2D,ProfileImg_005,.png,63657,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_005.png
character_ui,,Texture2D,ProfileImg_006,.png,64091,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_006.png
character_ui,,Texture2D,ProfileImg_007,.png,72591,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_007.png
character_ui,,Texture2D,ProfileImg_Akane,.png,285049,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Akane.png
character_ui,,Texture2D,ProfileImg_Aku,.png,176492,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Aku.png
character_ui,,Texture2D,ProfileImg_Christmas_001,.png,61856,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Christmas_001.png
character_ui,,Texture2D,ProfileImg_Christmas_002,.png,59849,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Christmas_002.png
character_ui,,Texture2D,ProfileImg_Christmas_003,.png,66627,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Christmas_003.png
character_ui,,Texture2D,ProfileImg_Christmas_004,.png,66519,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Christmas_004.png
character_ui,,Texture2D,ProfileImg_Christmas_005,.png,70737,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Christmas_005.png
character_ui,,Texture2D,ProfileImg_Kaede,.png,203385,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Kaede.png
character_ui,,Texture2D,ProfileImg_Kokomi,.png,208145,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Kokomi.png
maid_chat,,Texture2D,ProfileImg_QuestionMaiChat,.png,10238,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_QuestionMaiChat.png
character_ui,,Texture2D,ProfileImg_QuestionMaid,.png,11934,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_QuestionMaid.png
character_ui,,Texture2D,ProfileImg_Yuki,.png,245492,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileImg_Yuki.png
character_ui,,Texture2D,UserProfileHolder,.png,16628,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\UserProfileHolder.png
character_ui,,Sprite,202508BandPopUp_MaidNyan,.png,266867,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\202508BandPopUp_MaidNyan.png
maid_chat,,Sprite,AIChatIcon_AmusementPark,.png,110772,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\AIChatIcon_AmusementPark.png
maid_chat,,Sprite,AIChatIcon_BookCafe,.png,100012,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\AIChatIcon_BookCafe.png
maid_chat,,Sprite,AIChatIcon_Dormitory,.png,81804,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\AIChatIcon_Dormitory.png
maid_chat,,Sprite,AIChatIcon_ReadingRoom,.png,110823,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\AIChatIcon_ReadingRoom.png
maid_chat,,Sprite,AIChatIcon_Shopping,.png,122227,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\AIChatIcon_Shopping.png
character_ui,,Sprite,Appicon_Customer,.png,13807,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Appicon_Customer.png
character_ui,,Sprite,Appicon_Maid,.png,14889,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Appicon_Maid.png
maid_chat,,Sprite,Appicon_MaidChatBot,.png,16559,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Appicon_MaidChatBot.png
maid_chat,,Sprite,BG_MaidChatPackage,.png,663686,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\BG_MaidChatPackage.png
character_ui,,Sprite,BoardSkin_Inner,.png,331,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\BoardSkin_Inner.png
character_ui,,Sprite,BoardSkin_Outer,.png,395,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\BoardSkin_Outer.png
maid_chat,,Sprite,ChatFrmae_03_White3,.png,642,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ChatFrmae_03_White3.png
customer,01,Sprite,Ch_Customer01_SD,.png,140258,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer01_SD.png
customer,02,Sprite,Ch_Customer02_SD,.png,110921,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer02_SD.png
customer,02,Sprite,Ch_Customer02_Summer2025Event_SD,.png,63903,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer02_Summer2025Event_SD.png
customer,03,Sprite,Ch_Customer03_SD,.png,123151,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer03_SD.png
customer,04,Sprite,Ch_Customer04_SD,.png,104633,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer04_SD.png
customer,04,Sprite,Ch_Customer04_Summer2025Event_SD,.png,111002,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer04_Summer2025Event_SD.png
customer,05,Sprite,Ch_Customer05_SD,.png,93417,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer05_SD.png
customer,06,Sprite,Ch_Customer06_SD,.png,103780,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer06_SD.png
customer,07,Sprite,Ch_Customer07_SD,.png,98416,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer07_SD.png
customer,07,Sprite,Ch_Customer07_Summer2025Event_SD,.png,96106,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer07_Summer2025Event_SD.png
customer,08,Sprite,Ch_Customer08_SD,.png,115538,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer08_SD.png
customer,08,Sprite,Ch_Customer08_Summer2025Event_SD,.png,115550,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer08_Summer2025Event_SD.png
customer,09,Sprite,Ch_Customer09_SD,.png,82037,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer09_SD.png
customer,10,Sprite,Ch_Customer10_SD,.png,93481,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer10_SD.png
customer,11,Sprite,Ch_Customer11_SD,.png,114084,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer11_SD.png
customer,11,Sprite,Ch_Customer11_SD_Summer,.png,131341,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer11_SD_Summer.png
customer,12,Sprite,Ch_Customer12_SD,.png,118304,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer12_SD.png
customer,13,Sprite,Ch_Customer13_SD,.png,115371,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer13_SD.png
customer,13,Sprite,Ch_Customer13_Summer2025Event_SD,.png,112821,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer13_Summer2025Event_SD.png
customer,14,Sprite,Ch_Customer14_SD,.png,122988,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer14_SD.png
customer,15,Sprite,Ch_Customer15_SD,.png,109738,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Customer15_SD.png
maid_base,01,Sprite,Ch_Maid01_Basic01_SD,.png,103285,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Maid01_Basic01_SD.png
maid_base,02,Sprite,Ch_Maid02_Basic01_SD,.png,110621,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Maid02_Basic01_SD.png
maid_base,03,Sprite,Ch_Maid03_Basic01_SD,.png,113801,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Maid03_Basic01_SD.png
maid_base,04,Sprite,Ch_Maid04_Basic01_SD,.png,98592,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Maid04_Basic01_SD.png
maid_base,05,Sprite,Ch_Maid05_Basic01_SD,.png,99856,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Ch_Maid05_Basic01_SD.png
maid_costume,01,Sprite,Cos_Maid01_Casual_SD,.png,96074,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Cos_Maid01_Casual_SD.png
maid_costume,01,Sprite,Cos_Maid01_Christmas01_SD,.png,111229,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Cos_Maid01_Christmas01_SD.png
maid_costume,02,Sprite,Cos_Maid02_Christmas_SD,.png,107579,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Cos_Maid02_Christmas_SD.png
maid_costume,03,Sprite,Cos_Maid03_Casual01_SD,.png,111698,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Cos_Maid03_Casual01_SD.png
maid_costume,03,Sprite,Cos_Maid03_Christmas_SD,.png,111494,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Cos_Maid03_Christmas_SD.png
maid_costume,04,Sprite,Cos_Maid04_Christmas_SD,.png,105095,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Cos_Maid04_Christmas_SD.png
character_ui,,Sprite,Coupon_Costume,.png,3486,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Coupon_Costume.png
character_ui,,Sprite,CustomerEp_Kenta1,.png,519146,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\CustomerEp_Kenta1.png
character_ui,,Sprite,CustomerEp_Risa1,.png,500894,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\CustomerEp_Risa1.png
character_ui,,Sprite,CustomerEp_Takeru1,.png,501014,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\CustomerEp_Takeru1.png
character_ui,,Sprite,Icon_MaidMark,.png,27700,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Icon_MaidMark.png
character_ui,,Sprite,Icon_MaidMark_NoLine,.png,24481,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Icon_MaidMark_NoLine.png
character_ui,,Sprite,Icon_MaidMark_off,.png,24552,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Icon_MaidMark_off.png
character_ui,,Sprite,Icon_ProfileDecoItem,.png,22017,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\Icon_ProfileDecoItem.png
character_ui,,Sprite,IngameSkin_BGIcon_0000,.png,41643,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\IngameSkin_BGIcon_0000.png
character_ui,,Sprite,IngameSkin_BGIcon_0001,.png,62180,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\IngameSkin_BGIcon_0001.png
character_ui,,Sprite,IngameSkin_BGIcon_0002,.png,43519,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\IngameSkin_BGIcon_0002.png
character_ui,,Sprite,IngameSkin_BGIcon_0003,.png,61190,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\IngameSkin_BGIcon_0003.png
character_ui,,Sprite,IngameSkin_BGIcon_0004,.png,48392,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\IngameSkin_BGIcon_0004.png
character_ui,,Sprite,InGameSkin_Board_0000,.png,1109,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0000.png
character_ui,,Sprite,InGameSkin_Board_0001,.png,3306,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0001.png
character_ui,,Sprite,InGameSkin_Board_0002,.png,3364,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0002.png
character_ui,,Sprite,InGameSkin_Board_0003,.png,3829,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0003.png
character_ui,,Sprite,InGameSkin_Board_0004,.png,3331,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0004.png
character_ui,,Sprite,InGameSkin_Board_0005,.png,3246,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0005.png
character_ui,,Sprite,InGameSkin_Board_0006,.png,21667,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0006.png
character_ui,,Sprite,InGameSkin_Board_0007,.png,10105,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0007.png
character_ui,,Sprite,InGameSkin_Board_0008,.png,1804,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_Board_0008.png
character_ui,,Sprite,InGameSkin_DeskA_0000,.png,2068,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0000.png
character_ui,,Sprite,InGameSkin_DeskA_0001,.png,7868,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0001.png
character_ui,,Sprite,InGameSkin_DeskA_0002,.png,2743,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0002.png
character_ui,,Sprite,InGameSkin_DeskA_0003,.png,2678,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0003.png
character_ui,,Sprite,InGameSkin_DeskA_0004,.png,4904,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0004.png
character_ui,,Sprite,InGameSkin_DeskA_0005,.png,2900,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0005.png
character_ui,,Sprite,InGameSkin_DeskA_0006,.png,7838,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0006.png
character_ui,,Sprite,InGameSkin_DeskA_0007,.png,3781,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0007.png
character_ui,,Sprite,InGameSkin_DeskA_0008,.png,3350,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskA_0008.png
character_ui,,Sprite,InGameSkin_DeskB_0000,.png,329,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0000.png
character_ui,,Sprite,InGameSkin_DeskB_0001,.png,241,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0001.png
character_ui,,Sprite,InGameSkin_DeskB_0002,.png,272,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0002.png
character_ui,,Sprite,InGameSkin_DeskB_0003,.png,251,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0003.png
character_ui,,Sprite,InGameSkin_DeskB_0004,.png,303,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0004.png
character_ui,,Sprite,InGameSkin_DeskB_0005,.png,264,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0005.png
character_ui,,Sprite,InGameSkin_DeskB_0006,.png,337,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0006.png
character_ui,,Sprite,InGameSkin_DeskB_0007,.png,232,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0007.png
character_ui,,Sprite,InGameSkin_DeskB_0008,.png,238,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\InGameSkin_DeskB_0008.png
maid_chat,,Sprite,MaiChatPopUp_AikoFirst,.png,465828,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaiChatPopUp_AikoFirst.png
character_ui,,Sprite,MaidCafe_Logo_Broken,.png,101704,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaidCafe_Logo_Broken.png
character_ui,,Sprite,MaidCafe_Logo_Kr,.png,79355,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaidCafe_Logo_Kr.png
character_ui,,Sprite,MaidNote_Page,.png,16104,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaidNote_Page.png
character_ui,,Sprite,MaidNote_Ring,.png,8819,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaidNote_Ring.png
character_ui,,Sprite,MaidUnlock,.png,808327,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaidUnlock.png
character_ui,,Sprite,MaidUnlock_Door,.png,342927,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MaidUnlock_Door.png
character_ui,,Sprite,MainRoom_MaidManual,.png,152174,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\MainRoom_MaidManual.png
character_ui,,Sprite,ProfileFrame_000,.png,13864,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_000.png
character_ui,,Sprite,ProfileFrame_001,.png,13364,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_001.png
character_ui,,Sprite,ProfileFrame_002,.png,13319,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_002.png
character_ui,,Sprite,ProfileFrame_003,.png,12648,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_003.png
character_ui,,Sprite,ProfileFrame_004,.png,12907,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_004.png
character_ui,,Sprite,ProfileFrame_005,.png,13615,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_005.png
character_ui,,Sprite,ProfileFrame_006,.png,26048,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_006.png
character_ui,,Sprite,ProfileFrame_007,.png,14415,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_007.png
character_ui,,Sprite,ProfileFrame_008,.png,12393,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_008.png
character_ui,,Sprite,ProfileFrame_009,.png,26905,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileFrame_009.png
character_ui,,Sprite,ProfileImg_001,.png,69003,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_001.png
character_ui,,Sprite,ProfileImg_002,.png,64220,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_002.png
character_ui,,Sprite,ProfileImg_003,.png,67202,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_003.png
character_ui,,Sprite,ProfileImg_004,.png,64973,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_004.png
character_ui,,Sprite,ProfileImg_005,.png,63657,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_005.png
character_ui,,Sprite,ProfileImg_006,.png,64091,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_006.png
character_ui,,Sprite,ProfileImg_007,.png,72591,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_007.png
character_ui,,Sprite,ProfileImg_Akane,.png,250012,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Akane.png
character_ui,,Sprite,ProfileImg_Aku,.png,155561,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Aku.png
character_ui,,Sprite,ProfileImg_Christmas_001,.png,61856,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Christmas_001.png
character_ui,,Sprite,ProfileImg_Christmas_002,.png,59849,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Christmas_002.png
character_ui,,Sprite,ProfileImg_Christmas_003,.png,66627,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Christmas_003.png
character_ui,,Sprite,ProfileImg_Christmas_004,.png,66519,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Christmas_004.png
character_ui,,Sprite,ProfileImg_Christmas_005,.png,70737,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Christmas_005.png
character_ui,,Sprite,ProfileImg_Kaede,.png,178576,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Kaede.png
character_ui,,Sprite,ProfileImg_Kokomi,.png,169542,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Kokomi.png
maid_chat,,Sprite,ProfileImg_QuestionMaiChat,.png,10238,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_QuestionMaiChat.png
character_ui,,Sprite,ProfileImg_QuestionMaid,.png,11934,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_QuestionMaid.png
character_ui,,Sprite,ProfileImg_Yuki,.png,224390,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\ProfileImg_Yuki.png
character_ui,,Sprite,UserProfileHolder_0,.png,6495,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\UserProfileHolder_0.png
character_ui,,Sprite,UserProfileHolder_1,.png,5562,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\UserProfileHolder_1.png
character_ui,,Sprite,UserProfileHolder_2,.png,3929,reverse-output\assets\assetstudio-cli-data-sprite\Sprite\UserProfileHolder_2.png
customer,01,TextAsset,Ch_Customer01_SD.atlas,.dat,1272,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer01_SD.atlas.dat
customer,02,TextAsset,Ch_Customer02_SD.atlas,.dat,1020,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer02_SD.atlas.dat
customer,02,TextAsset,Ch_Customer02_SD.skel,.dat,86480,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer02_SD.skel.dat
customer,02,TextAsset,Ch_Customer02_Summer2025Event_01_SD.atlas,.dat,1164,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer02_Summer2025Event_01_SD.atlas.dat
customer,02,TextAsset,Ch_Customer02_Summer2025Event_01_SD.skel,.dat,126136,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer02_Summer2025Event_01_SD.skel.dat
customer,03,TextAsset,Ch_Customer03_SD.atlas,.dat,1508,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer03_SD.atlas.dat
customer,03,TextAsset,Ch_Customer03_SD.skel,.dat,92952,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer03_SD.skel.dat
customer,04,TextAsset,Ch_Customer04_SD.atlas,.dat,1160,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer04_SD.atlas.dat
customer,04,TextAsset,Ch_Customer04_Summer2025Event_01_SD.atlas,.dat,1152,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer04_Summer2025Event_01_SD.atlas.dat
customer,05,TextAsset,Ch_Customer05_SD.atlas,.dat,1444,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer05_SD.atlas.dat
customer,05,TextAsset,Ch_Customer05_SD.skel,.dat,104064,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer05_SD.skel.dat
customer,06,TextAsset,Ch_Customer06_SD.atlas,.dat,1836,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer06_SD.atlas.dat
customer,07,TextAsset,Ch_Customer07_Summer2025Event_01_SD.atlas,.dat,1248,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer07_Summer2025Event_01_SD.atlas.dat
customer,07,TextAsset,Ch_Customer07_Summer2025Event_01_SD.skel,.dat,70576,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer07_Summer2025Event_01_SD.skel.dat
customer,08,TextAsset,Ch_Customer08_Summer2025Event_01_SD.atlas,.dat,1376,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer08_Summer2025Event_01_SD.atlas.dat
customer,08,TextAsset,Ch_Customer08_Summer2025Event_01_SD.skel,.dat,110436,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer08_Summer2025Event_01_SD.skel.dat
customer,09,TextAsset,Ch_Customer09_SD.atlas,.dat,1144,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer09_SD.atlas.dat
customer,09,TextAsset,Ch_Customer09_SD.skel,.dat,72392,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer09_SD.skel.dat
customer,11,TextAsset,Ch_Customer11_Summer2025Event_01_SD.atlas,.dat,1092,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer11_Summer2025Event_01_SD.atlas.dat
customer,11,TextAsset,Ch_Customer11_Summer2025Event_01_SD.skel,.dat,65572,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer11_Summer2025Event_01_SD.skel.dat
customer,12,TextAsset,Ch_Customer12_SD.atlas,.dat,1180,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer12_SD.atlas.dat
customer,13,TextAsset,Ch_Customer13_SD.atlas,.dat,1552,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer13_SD.atlas.dat
customer,13,TextAsset,Ch_Customer13_SD.skel,.dat,137832,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer13_SD.skel.dat
customer,13,TextAsset,Ch_Customer13_Summer2025Event_01_SD.atlas,.dat,1540,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer13_Summer2025Event_01_SD.atlas.dat
customer,13,TextAsset,Ch_Customer13_Summer2025Event_01_SD.skel,.dat,119320,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer13_Summer2025Event_01_SD.skel.dat
customer,14,TextAsset,Ch_Customer14_SD.atlas,.dat,1324,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer14_SD.atlas.dat
customer,14,TextAsset,Ch_Customer14_SD.skel,.dat,88928,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer14_SD.skel.dat
customer,15,TextAsset,Ch_Customer15_SD.atlas,.dat,1376,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer15_SD.atlas.dat
customer,15,TextAsset,Ch_Customer15_SD.skel,.dat,64508,reverse-output\assets\assetstudio-cli-data-textasset\TextAsset\Ch_Customer15_SD.skel.dat
