id,category_name,sub_category_name,group_name,block_type,level,block_tier,production_diff,block_name,block_image,tail_raw_hex,tail_size,record_offset,source_file
1204101,Chapter01,DessertBasket,Dessert,0,1,1,9,BlockName_Chocolate,SnackBasket1_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000004002000000020000000100000001000000,120,35096,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204102,Chapter01,DessertBasket,Dessert,0,2,1,20,BlockName_Madeleine,SnackBasket1_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,35328,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204103,Chapter01,DessertBasket,Dessert,0,3,1,43,BlockName_Canele,SnackBasket1_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,35560,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204104,Chapter01,DessertBasket,Dessert,0,4,1,81,BlockName_Financier,SnackBasket1_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000a04000000000000000000000000001000000cdcc4c3d000020400000104102000000090000000100000001000000,120,35788,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204105,Chapter01,DessertBasket,Dessert,0,5,1,140,BlockName_SweetRoll,SnackBasket1_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000104100000000000000000000000001000000cdcc4c3d0000204000007041020000000f0000000100000001000000,120,36020,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204106,Chapter01,DessertBasket,Dessert,0,6,1,222,BlockName_Dacquoise,SnackBasket1_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000604100000000000000000000000001000000cdcc4c3d000020400000b84102000000170000000100000001000000,120,36252,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204107,Chapter01,DessertBasket,Dessert,0,7,1,331,BlockName_Waffle,SnackBasket1_7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610514000000050000000000b04100000000000000000000000001000000cdcc4c3d000020400000084202000000220000000100000001000000,120,36484,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204108,Chapter01,DessertBasket,Dessert,0,8,1,470,BlockName_Pancake,SnackBasket1_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000004200000000000000000000000001000000cdcc4c3d000020400000404202000000300000000100000001000000,120,36712,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204109,Chapter01,DessertBasket,Dessert,0,9,1,640,BlockName_SoufflePancake,SnackBasket1_9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000384200000000000000000000000001000000cdcc4c3d000020400000824202000000410000000100000001000000,120,36944,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204110,Chapter01,DessertBasket,Dessert,0,10,1,845,BlockName_Pudding,SnackBasket1_10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000744200000000000000000000000001000000cdcc4c3d000020400000aa4202000000550000000100000001000000,120,37180,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204111,Chapter01,DessertBasket,Dessert,0,11,1,1087,BlockName_Crepe,SnackBasket1_11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000a24200000000000000000000000001000000cdcc4c3d000020400000da42020000006d0000000100000001000000,120,37412,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204112,Chapter01,DessertBasket,Dessert,0,12,1,1368,BlockName_CreamRoll,SnackBasket1_12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000d04200000000000000000000000001000000cdcc4c3d000020400000094302000000890000000100000001000000,120,37640,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204113,Chapter01,DessertBasket,Dessert,0,13,1,1691,BlockName_Macaron,SnackBasket1_13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000044300000000000000000000000001000000cdcc4c3d0000204000002a4302000000aa0000000100000001000000,120,37872,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204114,Chapter01,DessertBasket,Dessert,0,14,1,2056,BlockName_FruitCreampuff,SnackBasket1_14,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610500000000000000000000000000000000000000000000000001000000cdcc4c3d0000204000004e4302000000ce0000000100000001000000,120,38104,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204201,Chapter01,DessertBasket,Cake,0,1,2,10,BlockName_SquareCake,SnackBasket2_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,38340,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204202,Chapter01,DessertBasket,Cake,0,2,2,22,BlockName_MureplumMousseCake,SnackBasket2_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046000000050000000000004000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,38568,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204203,Chapter01,DessertBasket,Cake,0,3,2,49,BlockName_FruitTart,SnackBasket2_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610532000000050000000000a04000000000000000000000000001000000cdcc4c3d0000204000002041020000000a0000000100000001000000,120,38804,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204204,Chapter01,DessertBasket,Cake,0,4,2,92,BlockName_FruitCake,SnackBasket2_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261053c000000050000000000304100000000000000000000000001000000cdcc4c3d000020400000984102000000130000000100000001000000,120,39032,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204205,Chapter01,DessertBasket,Cake,0,5,2,159,BlockName_WhispersOfTheForest,SnackBasket2_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610514000000020000000000a84100000000000000000000000001000000cdcc4c3d000020400000004202000000200000000100000001000000,120,39260,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204206,Chapter01,DessertBasket,Cake,0,6,2,253,BlockName_GoldenSilkPath,SnackBasket2_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a0000000200000000000c4200000000000000000000000001000000cdcc4c3d0000204000004c4202000000330000000100000001000000,120,39500,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204207,Chapter01,DessertBasket,Cake,0,7,2,377,BlockName_DreamOfTheTwilightButterfly,SnackBasket2_7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000584200000000000000000000000001000000cdcc4c3d0000204000009842020000004c0000000100000001000000,120,39732,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1204208,Chapter01,DessertBasket,Cake,0,8,2,535,BlockName_BreathOfTheDragon,SnackBasket2_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610500000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000d842020000006c0000000100000001000000,120,39980,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105101,Chapter02,Pan,Pen,1,1,1,117,BlockName_Pan,Production_Pan1_1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,40216,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105102,Chapter02,Pan,Pen,1,2,1,260,BlockName_Pan,Production_Pan1_2,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,40432,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105103,Chapter02,Pan,Pen,1,3,1,559,BlockName_Pan,Production_Pan1_3,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,40648,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105104,Chapter02,Pan,Pen,1,4,1,1053,BlockName_Pan,Production_Pan1_4,000000000000000000000000170000000d000000320000000a0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,40864,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105105,Chapter02,Pan,Pen,1,5,1,1820,BlockName_Pan,Production_Pan1_5,0000000000000000000000001b0000000e00000032000000140000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,41080,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105106,Chapter02,Pan,Pen,1,6,1,2886,BlockName_Pan,Production_Pan1_6,0000000000000000000000001d00000013000000320000001e0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,41296,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105107,Chapter02,Pan,Pen,1,7,1,4303,BlockName_Pan,Production_Pan1_7,0000000000000000000000001f00000018000000320000001e0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,41512,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105108,Chapter02,Pan,Pen,1,8,1,6110,BlockName_Pan,Production_Pan1_8,0000000000000000000000002000000024000000320000001e0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,41728,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1105109,Chapter02,Pan,Pen,1,9,1,8320,BlockName_Pan,Production_Pan1_9,0000000000000000000000002200000031000000320000001e0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,41944,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205101,Chapter02,Pan,Egg,0,1,1,9,BlockName_Egg,Pan1_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000004002000000020000000100000001000000,120,42160,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205102,Chapter02,Pan,Egg,0,2,1,20,BlockName_TwinEggs,Pan1_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,42364,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205103,Chapter02,Pan,Egg,0,3,1,43,BlockName_FriedEgg,Pan1_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,42572,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205104,Chapter02,Pan,Egg,0,4,1,81,BlockName_EggToast,Pan1_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000a04000000000000000000000000001000000cdcc4c3d000020400000104102000000090000000100000001000000,120,42780,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205105,Chapter02,Pan,Egg,0,5,1,140,BlockName_ScrambledEggs,Pan1_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000104100000000000000000000000001000000cdcc4c3d0000204000007041020000000f0000000100000001000000,120,42988,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205106,Chapter02,Pan,Egg,0,6,1,222,BlockName_RolledEgg,Pan1_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000604100000000000000000000000001000000cdcc4c3d000020400000b84102000000170000000100000001000000,120,43200,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205107,Chapter02,Pan,Egg,0,7,1,331,BlockName_Omelet,Pan1_7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610514000000050000000000b04100000000000000000000000001000000cdcc4c3d000020400000084202000000220000000100000001000000,120,43408,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205108,Chapter02,Pan,Egg,0,8,1,470,BlockName_CurryOmurice,Pan1_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000004200000000000000000000000001000000cdcc4c3d000020400000404202000000300000000100000001000000,120,43612,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205109,Chapter02,Pan,Egg,0,9,1,640,BlockName_EggsInHell,Pan1_9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000384200000000000000000000000001000000cdcc4c3d000020400000824202000000410000000100000001000000,120,43824,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205110,Chapter02,Pan,Egg,0,10,1,845,BlockName_EggBurger,Pan1_10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000744200000000000000000000000001000000cdcc4c3d000020400000aa4202000000550000000100000001000000,120,44032,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205111,Chapter02,Pan,Egg,0,11,1,1087,BlockName_PicnicDeviledEgg,Pan1_11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000a24200000000000000000000000001000000cdcc4c3d000020400000da42020000006d0000000100000001000000,120,44240,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205112,Chapter02,Pan,Egg,0,12,1,1368,BlockName_SunsetBlossomChawanmushi,Pan1_12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000d04200000000000000000000000001000000cdcc4c3d000020400000094302000000890000000100000001000000,120,44456,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205113,Chapter02,Pan,Egg,0,13,1,1691,BlockName_OmeletteMousseTower,Pan1_13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000044300000000000000000000000001000000cdcc4c3d0000204000002a4302000000aa0000000100000001000000,120,44680,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205114,Chapter02,Pan,Egg,0,14,1,2056,BlockName_GoldenPeacock,Pan1_14,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610500000000000000000000000000000000000000000000000001000000cdcc4c3d0000204000004e4302000000ce0000000100000001000000,120,44900,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205201,Chapter02,Pan,Brunch,0,1,2,10,BlockName_Cabbage,Pan2_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,45112,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205202,Chapter02,Pan,Brunch,0,2,2,22,BlockName_PreppedCabbage,Pan2_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000004000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,45324,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205203,Chapter02,Pan,Brunch,0,3,2,49,BlockName_VegetableSalad,Pan2_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000a04000000000000000000000000001000000cdcc4c3d0000204000002041020000000a0000000100000001000000,120,45540,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205204,Chapter02,Pan,Brunch,0,4,2,92,BlockName_Caprese,Pan2_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000304100000000000000000000000001000000cdcc4c3d000020400000984102000000130000000100000001000000,120,45756,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205205,Chapter02,Pan,Brunch,0,5,2,159,BlockName_EnglishMuffin,Pan2_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610546000000050000000000a84100000000000000000000000001000000cdcc4c3d000020400000004202000000200000000100000001000000,120,45968,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205206,Chapter02,Pan,Brunch,0,6,2,253,BlockName_Sandwich,Pan2_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade26105140000000200000000000c4200000000000000000000000001000000cdcc4c3d0000204000004c4202000000330000000100000001000000,120,46184,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205207,Chapter02,Pan,Brunch,0,7,2,377,BlockName_Taco,Pan2_7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000584200000000000000000000000001000000cdcc4c3d0000204000009842020000004c0000000100000001000000,120,46396,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205208,Chapter02,Pan,Brunch,0,8,2,535,BlockName_Burrito,Pan2_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000a04200000000000000000000000001000000cdcc4c3d000020400000d842020000006c0000000100000001000000,120,46604,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205209,Chapter02,Pan,Brunch,0,9,2,729,BlockName_Panini,Pan2_9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000e04200000000000000000000000001000000cdcc4c3d000020400000124302000000920000000100000001000000,120,46816,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205210,Chapter02,Pan,Brunch,0,10,2,963,BlockName_BrunchSet,Pan2_10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610505000000020000000000184300000000000000000000000001000000cdcc4c3d000020400000414302000000c10000000100000001000000,120,47024,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205211,Chapter02,Pan,Brunch,0,11,2,1239,BlockName_OceanJewelPoke,Pan2_11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610505000000020000000000484300000000000000000000000001000000cdcc4c3d000020400000784302000000f80000000100000001000000,120,47236,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1205212,Chapter02,Pan,Brunch,0,12,2,1559,BlockName_SweetMeadow,Pan2_12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610500000000000000000000000000000000000000000000000001000000cdcc4c3d0000204000009c4302000000380100000100000001000000,120,47452,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1106101,Chapter02,PastaPot,PastaPot,1,1,1,97,BlockName_Plate,Production_PastaPot1_1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,47668,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1106102,Chapter02,PastaPot,PastaPot,1,2,1,216,BlockName_Plates,Production_PastaPot1_2,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,47896,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1106103,Chapter02,PastaPot,PastaPot,2,3,1,466,BlockName_PastaPot,Production_PastaPot1_3,0000000000000000000000000a0000006500000032000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,48124,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1106104,Chapter02,PastaPot,PastaPot,2,4,1,878,BlockName_PastaPot,Production_PastaPot1_4,0000000000000000000000000f00000098000000320000001e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,48356,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1106105,Chapter02,PastaPot,PastaPot,2,5,1,1518,BlockName_PastaPot,Production_PastaPot1_5,0000000000000000000000001500000009010000320000001e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,48588,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206101,Chapter02,PastaPot,Pasta,0,1,1,9,BlockName_Penne,Pasta1_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000004002000000020000000100000001000000,120,48820,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206102,Chapter02,PastaPot,Pasta,0,2,1,20,BlockName_Ravioli,Pasta1_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,49032,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206103,Chapter02,PastaPot,Pasta,0,3,1,43,BlockName_AglioeOlio,Pasta1_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000004000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,49248,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206104,Chapter02,PastaPot,Pasta,0,4,1,81,BlockName_VongolePasta,Pasta1_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000a04000000000000000000000000001000000cdcc4c3d000020400000104102000000090000000100000001000000,120,49464,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206105,Chapter02,PastaPot,Pasta,0,5,1,140,BlockName_ShrimpAglioeOlio,Pasta1_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046000000050000000000104100000000000000000000000001000000cdcc4c3d0000204000007041020000000f0000000100000001000000,120,49684,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206106,Chapter02,PastaPot,Pasta,0,6,1,222,BlockName_CreamPasta,Pasta1_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610514000000050000000000604100000000000000000000000001000000cdcc4c3d000020400000b84102000000170000000100000001000000,120,49908,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206107,Chapter02,PastaPot,Pasta,0,7,1,331,BlockName_PaneCreamPasta,Pasta1_7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261053c000000050000000000b04100000000000000000000000001000000cdcc4c3d000020400000084202000000220000000100000001000000,120,50124,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206108,Chapter02,PastaPot,Pasta,0,8,1,470,BlockName_TomatoPasta,Pasta1_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000004200000000000000000000000001000000cdcc4c3d000020400000404202000000300000000100000001000000,120,50344,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206109,Chapter02,PastaPot,Pasta,0,9,1,640,BlockName_MeatballRaguPasta,Pasta1_9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000384200000000000000000000000001000000cdcc4c3d000020400000824202000000410000000100000001000000,120,50564,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206110,Chapter02,PastaPot,Pasta,0,10,1,845,BlockName_SacredTreePasta,Pasta1_10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000744200000000000000000000000001000000cdcc4c3d000020400000aa4202000000550000000100000001000000,120,50788,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206111,Chapter02,PastaPot,Pasta,0,11,1,1087,BlockName_CrangPasta,Pasta1_11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000a24200000000000000000000000001000000cdcc4c3d000020400000da42020000006d0000000100000001000000,120,51016,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206112,Chapter02,PastaPot,Pasta,0,12,1,1368,BlockName_GardenofNight,Pasta1_12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000d04200000000000000000000000001000000cdcc4c3d000020400000094302000000890000000100000001000000,120,51236,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1206113,Chapter02,PastaPot,Pasta,0,13,1,1691,BlockName_HeartoftheSea,Pasta1_13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000044300000000000000000000000001000000cdcc4c3d0000204000002a4302000000aa0000000100000001000000,120,51460,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
