_index,id,sceneType,dialogueType,name,spine,optionType,option,keyOption,trait,traitInterval,nextId,plotText,sound,animation,pic,image,bgType,bg,bgm,skip,skipId,_trailingBytes,nameText,plotTextResolved,optionResolved
1187,30230860,2,1,player_name,10201,,,0,,,30230870,gal_favor_text_30230860,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,比如莊園的主人不喜歡有人打擾，然後利用這個複雜的步道來勸退那些並非真心拜訪的人，,
1188,30230870,2,1,gal_name_02,10201,,,0,,,30230880,gal_favor_text_30230870,,,1,,0,,,1,-1,157950,阿米菈,你好像很能夠理解主人的想法，你說莊園的主人知道，會不會把你當作知音？,
1189,30230880,2,1,player_name,10201,,,0,,,30230890,gal_favor_text_30230880,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我可不一樣，我是很喜歡你來打擾我的。,
1190,30230890,2,1,player_name,10201,,,0,,,30230900,gal_favor_text_30230890,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,而且，如果我也有這樣一座莊園的話——,
1191,30230900,2,1,player_name,10201,,,0,,,30230910,gal_favor_text_30230900,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我一定會好好斟酌步道的長度。,
1192,30230910,2,1,,10201,,,0,,,30230920,gal_favor_text_30230910,,,2,,0,,,1,-1,157950,,在莊園中兜了大半圈之後，我們確定這裡並沒有別人。,
1193,30230920,2,1,,10201,,,0,,,30230930,gal_favor_text_30230920,,,2,,0,,,1,-1,157950,,我們來到一樓的大廳，只看到大廳的深處擺著一張造型奇特的王座。,
1194,30230930,2,1,gal_name_02,10201,,,0,,,30230940,gal_favor_text_30230930,,,1,,0,,,1,-1,157950,阿米菈,這個王座黃金做的？,
1195,30230940,2,1,,10201,,,0,,,30230950,gal_favor_text_30230940,,,2,,0,,,1,-1,157950,,她好奇地在王座上坐下，左右摸了摸那些巨大的柱子。,
1196,30230950,2,1,gal_name_02,10201,,,0,,,30230960,gal_favor_text_30230950,,,1,,0,,,1,-1,157950,阿米菈,你說，這裡會不會是一位國王的寶座？,
1197,30230960,2,1,,10201,,,0,,,30230970,gal_favor_text_30230960,,,2,,0,,,1,-1,157950,,阿米菈壓低嗓音，做出指點江山的樣子。,
1198,30230970,2,1,gal_name_02,10201,,,0,,,30230980,gal_favor_text_30230970,,,1,,0,,,1,-1,157950,阿米菈,我不明白，為什麼大家都在討論四面楚歌，仿佛這片古戰場對我們註定了凶多吉少。,
1199,30230980,2,1,player_name,10201,,,0,,,30230990,gal_favor_text_30230980,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,……還挺像那麼一回事。,
1200,30230990,2,1,,10201,,,0,,,30231000,gal_favor_text_30230990,,,2,,0,,,1,-1,157950,,趁著我走到她身邊的時間，她又換了一個坐姿。,
1201,30231000,2,1,gal_name_02,10201,,,0,,,30231010,gal_favor_text_30231000,,,1,,0,,,1,-1,157950,阿米菈,也可能是執掌神域的神明。,
1202,30231010,2,1,gal_name_02,10201,,,0,,,30231020,gal_favor_text_30231010,,,1,,0,,,1,-1,157950,阿米菈,神明的律法禁止我們干涉人間的事務，但你還是這麼做了，而且明目張膽！,
1203,30231020,2,1,,10201,,,0,,,30231030,gal_favor_text_30231020,,,2,,0,,,1,-1,157950,,我有些出神地站在她身邊，直到她伸手在我面前揮了揮才回過神來。,
1204,30231030,2,1,gal_name_02,10201,,,0,,,30231040,gal_favor_text_30231030,,,1,,0,,,1,-1,157950,阿米菈,想什麼呢，半天不說話？,
1205,30231040,2,1,player_name,10201,,,0,,,30231050,gal_favor_text_30231040,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我在想，以前怎麼沒有發現你這麼有表演天賦。,
1206,30231050,2,1,gal_name_02,10201,,,0,,,30231060,gal_favor_text_30231050,,,1,,0,,,1,-1,157950,阿米菈,我都這麼賣力表演了，你怎麼也不知道配合我一下。,
1207,30231060,2,1,player_name,10201,,,0,,,30231070,gal_favor_text_30231060,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我不是一直在配合嗎？,
1208,30231070,2,1,,10201,,,0,,,30231080,gal_favor_text_30231070,,,2,,0,,,1,-1,157950,,我指了指剛才阿米菈表演國王時站的位置。,
1209,30231080,2,1,player_name,10201,,,0,,,30231090,gal_favor_text_30231080,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,剛才你站在那裡的時候，我一直在表演一個在大殿上瑟瑟發抖的傳令官。,
1210,30231090,2,1,player_name,10201,,,0,,,30231100,gal_favor_text_30231090,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,現在我扮演的是神明身邊沉默卻虔誠的信徒。,
1211,30231100,2,1,player_name,10201,,,0,,,30231110,gal_favor_text_30231100,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,雖然沒有什麼臺詞，但是我一直很配合。,
1212,30231110,2,1,,10201,,,0,,,30231120,gal_favor_text_30231110,,,2,,0,,,1,-1,157950,,我一本正經打圓場的樣子實在搞笑，阿米菈收起戲癮起身站在我的身邊。,
1213,30231120,2,1,gal_name_02,10201,,,0,,,30231130,gal_favor_text_30231120,,,1,,0,,,1,-1,157950,阿米菈,我想問問這個信徒，願不願意和神明一起搬個家？,
1214,30231130,2,1,,10201,,,0,,,30231140,gal_favor_text_30231130,,,2,,0,,,1,-1,157950,,我們用了整個下午的時間將物資都搬進這個莊園的高級臥室裡。,
1215,30231140,2,1,,10201,,,0,,,30231150,gal_favor_text_30231140,,,2,,0,,,1,-1,157950,,每一次搬東西的時候，我們都會經過一座不起眼的小門，上面刻的符號讓阿米菈有些好奇。,
1216,30231150,2,1,,10201,,,0,,,30231160,gal_favor_text_30231150,,,2,,0,,,1,-1,157950,,當我們有一次經過雕像的時候，我們都不約而同地停下腳步。,
1217,30231160,2,1,player_name,10201,,,0,,,30231170,gal_favor_text_30231160,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,既然好奇的話，我們就進去看看吧。,
1218,30231170,2,1,,10201,,,0,,,30231180,gal_favor_text_30231170,,,2,,0,,,1,-1,157950,,看似只有一個人高的門後，竟然別有洞天。,
1219,30231180,2,1,,10201,,,0,,,30231190,gal_favor_text_30231180,,,2,,0,,,1,-1,157950,,首先映入眼簾的是地面上散佈的透明花苞，四周則是高不見頂的書架……,
1220,30231190,2,1,gal_name_02,10201,,,0,,,30231200,gal_favor_text_30231190,,,1,,0,,,1,-1,157950,阿米菈,這是個……圖書館嗎？為什麼這裡面有這麼多花？,
1221,30231200,2,1,,10201,,,0,,,30231210,gal_favor_text_30231200,,,2,,0,,,1,-1,157950,,阿米菈不禁俯身靠近花苞。,
1222,30231210,2,1,gal_name_02,10201,,,0,,,30231220,gal_favor_text_30231210,,,1,,0,,,1,-1,157950,阿米菈,這是……玫瑰嗎？為什麼和平常看到的玫瑰不太一樣。,
1223,30231220,2,1,,10201,,,0,,,30231230,gal_favor_text_30231220,,,2,,0,,,1,-1,157950,,指尖撫摸的緊閉的花苞，傳來的是一陣冰涼。,
1224,30231230,2,1,gal_name_02,10201,,,0,,,30231240,gal_favor_text_30231230,,,1,,0,,,1,-1,157950,阿米菈,……水晶做的？,
1225,30231240,2,1,,10201,,,0,,,30231250,gal_favor_text_30231240,,,2,,0,,,1,-1,157950,,我也俯下身撫摸了一下那些水晶玫瑰，像是見到什麼老朋友一樣。,
1226,30231250,2,1,player_name,10201,,,0,,,30231260,gal_favor_text_30231250,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,果然，不太可能開花。,
1227,30231260,2,1,,10201,,,0,,,30231270,gal_favor_text_30231260,,,2,,0,,,1,-1,157950,,晶瑩的花苞折射出耀眼的光芒，但是它們無一例外地都處於合攏的狀態，顯得毫無生氣。,
1228,30231270,2,1,,10201,,,0,,,30231280,gal_favor_text_30231270,,,2,,0,,,1,-1,157950,,我走到書架前面，陽光從天花板傾斜而下，把空氣中的灰塵都勾勒出形狀。,
1229,30231280,2,1,gal_name_02,10201,,,0,,,30231290,gal_favor_text_30231280,,,1,,0,,,1,-1,157950,阿米菈,這麼高的書架要怎麼上去，難道看書的人要先學會飛嗎？,
1230,30231290,2,1,,10201,,,0,,,30231300,gal_favor_text_30231290,,,2,,0,,,1,-1,157950,,水晶碎裂的聲音在我們背後響起，我循聲看去，見到一枚水晶玫瑰在空中劃過弧度。,
1231,30231300,2,1,player_name,10201,,,0,,,30231310,gal_favor_text_30231300,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,你的能力？,
1232,30231310,2,1,gal_name_02,10201,,,0,,,30231320,gal_favor_text_30231310,,,1,,0,,,1,-1,157950,阿米菈,不是我。,
1233,30231320,2,1,,10201,,,0,,,30231330,gal_favor_text_30231320,,,2,,0,,,1,-1,157950,,說話間，我伸出手，玫瑰穩穩地停在我的手心。,
1234,30231330,2,1,player_name,10201,,,0,,,30231340,gal_favor_text_30231330,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,看來這些水晶有自己的意識，現在跑出來應該是為了回答你剛才的問題。,
1235,30231340,2,1,,10201,,,0,,,30231350,gal_favor_text_30231340,,,2,,0,,,1,-1,157950,,我在水晶上輕輕點了一下，它立刻飛向我的腳邊。,
1236,30231350,2,1,,10201,,,0,,,30231360,gal_favor_text_30231350,,,2,,0,,,1,-1,157950,,水晶在我們腳下展開平面，將我們穩穩地拖向空中。,
1237,30231360,2,1,gal_name_02,10201,,,0,,,30231370,gal_favor_text_30231360,,,1,,0,,,1,-1,157950,阿米菈,還能夠這樣……看來我要好好學習一下，這樣以後就不用等電梯了。,
1238,30231370,2,1,,10201,,,0,,,30231380,gal_favor_text_30231370,,,2,,0,,,1,-1,157950,,我把手搭在阿米菈腰間扶穩她。,
1239,30231380,2,1,,10201,,,0,,,30231390,gal_favor_text_30231380,,,2,,0,,,1,-1,157950,,那下次我們回宿舍的時候，我們可以用水晶直接翻進去。,
1240,30231390,2,1,gal_name_02,10201,,,0,,,30231400,gal_favor_text_30231390,,,1,,0,,,1,-1,157950,阿米菈,小心宿管阿姨報警，那麼顯眼的水晶，果然還是需要有自己的莊園才好隨意使用。,
1241,30231400,2,1,,10201,,,0,,,30231410,gal_favor_text_30231400,,,2,,0,,,1,-1,157950,,目光掃過書架上錯落有致的書籍，阿米菈的嘴角翹起微妙的弧度。,
1242,30231410,2,1,player_name,10201,,,0,,,30231420,gal_favor_text_30231410,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,你又想起什麼有意思的了？,
1243,30231420,2,1,gal_name_02,10201,,,0,,,30231430,gal_favor_text_30231420,,,1,,0,,,1,-1,157950,阿米菈,我只是在想，如果你有一座這麼大的莊園，應該也會特意做一個圖書館的。,
1244,30231430,2,1,player_name,10201,,,0,,,30231440,gal_favor_text_30231430,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,嗯，大概會吧。,
1245,30231440,2,1,,10201,,,0,,,30231450,gal_favor_text_30231440,,,2,,0,,,1,-1,157950,,我的指尖在書架上游走。,
1246,30231450,2,1,gal_name_02,10201,,,0,,,30231460,gal_favor_text_30231450,,,1,,0,,,1,-1,157950,阿米菈,這麼大的圖書館，可以在這邊放你的學術資料，這邊放一些檔案，這邊放一些參考書，還有這裡……,
1247,30231460,2,1,,10201,,,0,,,30231470,gal_favor_text_30231460,,,2,,0,,,1,-1,157950,,阿米菈興致勃勃地幫我規劃未來圖書館的樣子，我只是沉默地聽著。,
1248,30231470,2,1,,10201,,,0,,,30231480,gal_favor_text_30231470,,,2,,0,,,1,-1,157950,,阿米菈回過頭用目光徵詢我的意見，視線相撞，我有些黯然的神色又重新溫和起來。,
1249,30231480,2,1,player_name,10201,,,0,,,30231490,gal_favor_text_30231480,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,不如這邊放與你有關的書，怎麼樣？,
1250,30231490,2,1,player_name,10201,,,0,,,30231500,gal_favor_text_30231490,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,如果還有空間的話，我希望放一些我們之間的回憶。,
1251,30231500,2,1,gal_name_02,10201,,,0,,,30231510,gal_favor_text_30231500,,,1,,0,,,1,-1,157950,阿米菈,那樣的話，我懷疑你會從早到晚待在圖書館裡，還要拉著我一起不出門。,
1252,30231510,2,1,,10201,,,0,,,30231520,gal_favor_text_30231510,,,2,,0,,,1,-1,157950,,一邊打趣，阿米菈一邊從書架上抽出幾本書翻看。,
1253,30231520,2,1,,10201,,,0,,,30231530,gal_favor_text_30231520,,,2,,0,,,1,-1,157950,,書上都是我看不懂的文字，但是頻繁出現的插畫卻簡單易懂。,
1254,30231530,2,1,gal_name_02,10201,,,0,,,30231540,gal_favor_text_30231530,,,1,,0,,,1,-1,157950,阿米菈,好多玫瑰的插畫，看來這裡的主人一定很喜歡它們。,
1255,30231540,2,1,gal_name_02,10201,,,0,,,30231550,gal_favor_text_30231540,,,1,,0,,,1,-1,157950,阿米菈,只可惜這些花不會開，不然從這裡看下去一定很漂亮。,
1256,30231550,2,1,player_name,10201,,,0,,,30231560,gal_favor_text_30231550,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,可能只是還沒到時候，也可能是還不具備開花的條件。,
1257,30231560,2,1,,10201,,,0,,,30231570,gal_favor_text_30231560,,,2,,0,,,1,-1,157950,,我接過阿米菈手中的書，將書頁間一枚半透明的水晶花瓣輕輕放在她掌心。,
1258,30231570,2,1,player_name,10201,,,0,,,30231580,gal_favor_text_30231570,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,或許開花不需要條件，只需要一個約定。,
1259,30231580,2,1,,10201,,,0,,,30231590,gal_favor_text_30231580,,,2,,0,,,1,-1,157950,,我握住她捧著花瓣的手，我們的溫度透過水晶傳遞。,
1260,30231590,2,1,player_name,10201,,,0,,,30231600,gal_favor_text_30231590,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,比如約定每年都一起來這裡，看看這些玫瑰有沒有學會綻放。,
1261,30231600,2,1,,10201,,,0,,,30231610,gal_favor_text_30231600,,,2,,0,,,1,-1,157950,,阿米菈合攏手指，將花瓣輕輕包覆。當她再度展開手心時，細碎的流光從指縫溢出，腳邊幾朵水晶玫瑰的瓣尖竟透出極淡的緋色。,
1262,30231610,2,1,gal_name_02,10201,,,0,,,30231620,gal_favor_text_30231610,,,1,,0,,,1,-1,157950,阿米菈,它們好像……聽懂了。,
1263,30231620,2,1,,10201,,,0,,,30231630,gal_favor_text_30231620,,,2,,0,,,1,-1,157950,,晚風穿過高窗，書頁自動翻動，發出沙沙的輕響，像是這座沉睡莊園溫柔的心跳。,
1264,30231630,2,1,player_name,10201,,,0,,,30231640,gal_favor_text_30231630,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,那說定了，以後這裡就是——,
1265,30231640,2,1,,10201,,,0,,,30231650,gal_favor_text_30231640,,,2,,0,,,1,-1,157950,,我看向她眼中映出的星光與玫瑰。,
1266,30231650,2,1,,10201,,,0,,,-1,gal_favor_text_30231650,,,2,,0,,,1,-1,157950,,阿米菈笑著握緊我的手，水晶的光暈在我們交握的掌心流轉，恍若初見時那片星河，落入了人間。,
1267,30240010,2,1,,10201,,,0,,,30240020,gal_favor_text_30240010,,,2,,2,gal_bg_room_1,gal_bg_room_1,1,-1,157950,,冬天的城市始終呈現出一股蕭瑟的氣息。,
1268,30240020,2,1,,10201,,,0,,,30240030,gal_favor_text_30240020,,,2,,0,,,1,-1,157950,,近日的大降溫，我和阿米菈剛剛走出車站，迎面就刮來一陣冷風。,
1269,30240030,2,1,player_name,10201,,,0,,,30240040,gal_favor_text_30240030,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,怎麼一直不說話？,
1270,30240040,2,1,gal_name_02,10201,,,0,,,30240050,gal_favor_text_30240040,,,1,,0,,,1,-1,157950,阿米菈,我在想，下雪的景色有點太美了。,
1271,30240050,2,1,player_name,10201,,,0,,,30240060,gal_favor_text_30240050,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,前幾天你好抱怨下雪出門不方便，怎麼這會又誇下雪好看了。,
1272,30240060,2,1,player_name,10201,,,0,,,30240070,gal_favor_text_30240060,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,把圍巾戴上吧。,
1273,30240070,2,1,,10201,,,0,,,30240080,gal_favor_text_30240070,,,2,,0,,,1,-1,157950,,阿米菈搖了搖頭，把手塞進我的外套口袋。,
1274,30240080,2,1,gal_name_02,10201,,,0,,,30240090,gal_favor_text_30240080,,,1,,0,,,1,-1,157950,阿米菈,我只是手冷，這樣就行了，反正馬上到了。,
1275,30240090,2,1,,10201,,,0,,,30240100,gal_favor_text_30240090,,,2,,0,,,1,-1,157950,,阿米菈的同學前幾天向她推薦了這家餐廳，不僅環境很好，甜品更是一絕。,
1276,30240100,2,1,,10201,,,0,,,30240110,gal_favor_text_30240100,,,2,,0,,,1,-1,157950,,它開在一條繁華的馬路上，等我們到的時候，已經天黑了。,
1277,30240110,2,1,player_name,10201,,,0,,,30240120,gal_favor_text_30240110,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我之前聽朋友說過這裡，他們的慕斯蛋糕很不錯，搭配紅酒味道更好。,
1278,30240120,2,1,gal_name_02,10201,,,0,,,30240130,gal_favor_text_30240120,,,1,,0,,,1,-1,157950,阿米菈,那你要點一杯酒嗎？,
1279,30240130,2,1,player_name,10201,,,0,,,30240140,gal_favor_text_30240130,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我就負責吃蛋糕好了，你……很冷嗎？如果想喝的，可以喝一點點。,
1280,30240140,2,1,,10201,,,0,,,30240150,gal_favor_text_30240140,,,2,,0,,,1,-1,157950,,餐廳裡的溫度適中，我們脫下厚重的外套，找了一個靠窗的位置坐下來。,
1281,30240150,2,1,player_name,10201,,,0,,,30240160,gal_favor_text_30240150,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,要是喝醉了就去我家吧，正好家裡準備解酒藥。,
1282,30240160,2,1,gal_name_02,10201,,,0,,,30240170,gal_favor_text_30240160,,,1,,0,,,1,-1,157950,阿米菈,你知道的，我不適合喝很多，這次肯定不會喝醉的。,
1283,30240170,2,1,player_name,10201,,,0,,,30240180,gal_favor_text_30240170,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,你上次也是這麼說的。,
1284,30240180,2,1,gal_name_02,10201,,,0,,,30240190,gal_favor_text_30240180,,,1,,0,,,1,-1,157950,阿米菈,上次是什麼……你不要亂說。,
1285,30240190,2,1,player_name,10201,,,0,,,30240200,gal_favor_text_30240190,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,如果我要是喝醉了，那肯定是裝的……,
1286,30240200,2,1,player_name,10201,,,0,,,30240210,gal_favor_text_30240200,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,為什麼？,
1287,30240210,2,1,gal_name_02,10201,,,0,,,30240220,gal_favor_text_30240210,,,1,,0,,,1,-1,157950,阿米菈,這樣就可以獲得貼心照顧。,
1288,30240220,2,1,player_name,10201,,,0,,,30240230,gal_favor_text_30240220,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,那要是我喝醉了，你是會照顧我，還是把我丟在街上自生自滅？,
1289,30240230,2,1,gal_name_02,10201,,,0,,,30240240,gal_favor_text_30240230,,,1,,0,,,1,-1,157950,阿米菈,但凡有點良知的人都不會把你丟在街上。,
1290,30240240,2,1,gal_name_02,10201,,,0,,,30240250,gal_favor_text_30240240,,,1,,0,,,1,-1,157950,阿米菈,我們可是……嗯……,
1291,30240250,2,1,player_name,10201,,,0,,,30240260,gal_favor_text_30240250,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,最好的關係。,
1292,30240260,2,1,gal_name_02,10201,,,0,,,30240270,gal_favor_text_30240260,,,1,,0,,,1,-1,157950,阿米菈,你喝醉的時候，做過什麼奇怪的舉動嗎？,
1293,30240270,2,1,player_name,10201,,,0,,,30240280,gal_favor_text_30240270,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,那要看你對於奇怪的界定是什麼？,
1294,30240280,2,1,gal_name_02,10201,,,0,,,30240290,gal_favor_text_30240280,,,1,,0,,,1,-1,157950,阿米菈,比如說，打電話給喜歡的人一邊哭一邊告白？,
1295,30240290,2,1,player_name,10201,,,0,,,30240300,gal_favor_text_30240290,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,你做過這樣的行為？,
1296,30240300,2,1,gal_name_02,10201,,,0,,,30240310,gal_favor_text_30240300,,,1,,0,,,1,-1,157950,阿米菈,電視裡，電視裡都是這麼演的，所以我才問你。,
1297,30240310,2,1,player_name,10201,,,0,,,30240320,gal_favor_text_30240310,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我沒有做過。,
1298,30240320,2,1,gal_name_02,10201,,,0,,,30240330,gal_favor_text_30240320,,,1,,0,,,1,-1,157950,阿米菈,是因為以前沒有喜歡的人嗎？,
1299,30240330,2,1,player_name,10201,,,0,,,30240340,gal_favor_text_30240330,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,因為之前沒有她的聯繫方式，所以一直都沒有聯繫。,
1300,30240340,2,1,,10201,,,0,,,30240350,gal_favor_text_30240340,,,2,,0,,,1,-1,157950,,我的視線落在阿米菈的手機上。,
1301,30240350,2,1,player_name,10201,,,0,,,30240360,gal_favor_text_30240350,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,不過現在雖然有了，但是我絕對不會一邊哭一邊打電話，因為她肯定會錄下來笑話我。,
1302,30240360,2,1,,10201,,,0,,,30240370,gal_favor_text_30240360,,,2,,0,,,1,-1,157950,,蛋糕端上來，我們都嘗了一口。,
1303,30240370,2,1,gal_name_02,10201,,,0,,,30240380,gal_favor_text_30240370,,,1,,0,,,1,-1,157950,阿米菈,味道果然不錯，入口即化，而且味道濃郁。,
1304,30240380,2,1,gal_name_21,10201,,,0,,,30240390,gal_favor_text_30240380,,,1,,0,,,1,-1,157950,廣播,位於大洋的坦坦島突發地震導致火山噴發，島上的居民已經全部提前疏散，目前並沒有傷亡報導。,
1305,30240390,2,1,,10201,,,0,,,30240400,gal_favor_text_30240390,,,2,,0,,,1,-1,157950,,或許是對於各種最新消息的敏感，我對於突發的新聞看得很認真。,
1306,30240400,2,1,gal_name_02,10201,,,0,,,30240410,gal_favor_text_30240400,,,1,,0,,,1,-1,157950,阿米菈,看新聞也能夠看得這麼認真？,
1307,30240410,2,1,player_name,10201,,,0,,,30240420,gal_favor_text_30240410,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我記得那是座死火山，最近突然有了噴發的徵兆，還有不少遊客專門去那麼旅遊呢。,
1308,30240420,2,1,gal_name_02,10201,,,0,,,30240430,gal_favor_text_30240420,,,1,,0,,,1,-1,157950,阿米菈,自然的力量，往往超過人類的想像，不是我們所能夠揣測的。,
1309,30240430,2,1,player_name,10201,,,0,,,30240440,gal_favor_text_30240430,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,我想這也是火山噴發對於人類最具吸引力的原因。,
1310,30240440,2,1,,10201,,,0,,,30240450,gal_favor_text_30240440,,,2,,0,,,1,-1,157950,,新聞裡，寸草不生的火山口被岩漿覆蓋，濃厚的煙霧升騰而起。,
1311,30240450,2,1,gal_name_02,10201,,,0,,,30240460,gal_favor_text_30240450,,,1,,0,,,1,-1,157950,阿米菈,平時風平浪靜的，一旦爆發出來，還是挺可怕的。,
1312,30240460,2,1,gal_name_02,10201,,,0,,,30240470,gal_favor_text_30240460,,,1,,0,,,1,-1,157950,阿米菈,不過正是因為危險的行為，才格外地吸引人，危險的行為本身就能夠帶來刺激。,
1313,30240470,2,1,,10201,,,0,,,30240480,gal_favor_text_30240470,,,2,,0,,,1,-1,157950,,光被收攏成頭頂一小團暖暈。,
1314,30240480,2,1,,10201,,,0,,,30240490,gal_favor_text_30240480,,,2,,0,,,1,-1,157950,,夜是最好的掩護者，所有未說出口的言語都沉進它柔軟的墨色裡。,
1315,30240490,2,1,,10201,,,0,,,30240500,gal_favor_text_30240490,,,2,,0,,,1,-1,157950,,這一刻，寂靜讓阿米菈比往常更勇敢一些。,
1316,30240500,2,1,gal_name_02,10201,,,0,,,30240510,gal_favor_text_30240500,,,1,,0,,,1,-1,157950,阿米菈,怎麼感覺，有些人要是失控起來，依舊井井有條呢？,
1317,30240510,2,1,player_name,10201,,,0,,,30240520,gal_favor_text_30240510,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,這兩種情緒，能放在一起的？,
1318,30240520,2,1,gal_name_02,10201,,,0,,,30240530,gal_favor_text_30240520,,,1,,0,,,1,-1,157950,阿米菈,誰知道呢，反正我是想要見識一下。,
1319,30240530,2,1,player_name,10201,,,0,,,30240540,gal_favor_text_30240530,,,1,,0,,,1,-1,157950,【不用翻譯】，程式使用的id，填寫此文本id，程式會修改為使用玩家自己取的名字作為名字顯示,這個世界上很多人都像是死火山一樣，還沒有爆發可能就陷入長眠了。,
