"LineNumber","Kind","Name","TypeDefIndex","Declaration"
"295210","class","FileBasedResourceGroveler","4385","internal class FileBasedResourceGroveler : IResourceGroveler // TypeDefIndex: 4385"
"295222","interface","IResourceGroveler","4386","internal interface IResourceGroveler // TypeDefIndex: 4386"
"295226","class","ManifestBasedResourceGroveler","4387","internal class ManifestBasedResourceGroveler : IResourceGroveler // TypeDefIndex: 4387"
"295244","class","ResourceManager.CultureNameResourceSetPair","4388","internal class ResourceManager.CultureNameResourceSetPair // TypeDefIndex: 4388"
"295253","class","ResourceManager.ResourceManagerMediator","4389","internal class ResourceManager.ResourceManagerMediator // TypeDefIndex: 4389"
"295267","class","ResourceManager","4390","public class ResourceManager // TypeDefIndex: 4390"
"295322","struct","ResourceLocator","4391","internal struct ResourceLocator // TypeDefIndex: 4391"
"295351","class","ResourceReader.ResourceEnumerator","4392","internal sealed class ResourceReader.ResourceEnumerator : IDictionaryEnumerator, IEnumerator // TypeDefIndex: 4392"
"295395","class","ResourceReader","4393","public sealed class ResourceReader : IResourceReader, IEnumerable, IDisposable // TypeDefIndex: 4393"
"295497","class","ResourceSet","4394","public class ResourceSet : IDisposable, IEnumerable // TypeDefIndex: 4394"
"295552","class","AmbiguousMatchException","4395","public sealed class AmbiguousMatchException : SystemException // TypeDefIndex: 4395"
"295568","class","AssemblyCompanyAttribute","4396","public sealed class AssemblyCompanyAttribute : Attribute // TypeDefIndex: 4396"
"295582","class","AssemblyConfigurationAttribute","4397","public sealed class AssemblyConfigurationAttribute : Attribute // TypeDefIndex: 4397"
"295595","enum","AssemblyContentType","4398","public enum AssemblyContentType // TypeDefIndex: 4398"
"295605","class","AssemblyCopyrightAttribute","4399","public sealed class AssemblyCopyrightAttribute : Attribute // TypeDefIndex: 4399"
"295619","class","AssemblyDefaultAliasAttribute","4400","public sealed class AssemblyDefaultAliasAttribute : Attribute // TypeDefIndex: 4400"
"295633","class","AssemblyDelaySignAttribute","4401","public sealed class AssemblyDelaySignAttribute : Attribute // TypeDefIndex: 4401"
"295647","class","AssemblyDescriptionAttribute","4402","public sealed class AssemblyDescriptionAttribute : Attribute // TypeDefIndex: 4402"
"295661","class","AssemblyFileVersionAttribute","4403","public sealed class AssemblyFileVersionAttribute : Attribute // TypeDefIndex: 4403"
"295682","class","AssemblyInformationalVersionAttribute","4404","public sealed class AssemblyInformationalVersionAttribute : Attribute // TypeDefIndex: 4404"
"295703","class","AssemblyKeyFileAttribute","4405","public sealed class AssemblyKeyFileAttribute : Attribute // TypeDefIndex: 4405"
"295717","class","AssemblyMetadataAttribute","4406","public sealed class AssemblyMetadataAttribute : Attribute // TypeDefIndex: 4406"
"295733","enum","AssemblyNameFlags","4407","public enum AssemblyNameFlags // TypeDefIndex: 4407"
"295746","class","AssemblyProductAttribute","4408","public sealed class AssemblyProductAttribute : Attribute // TypeDefIndex: 4408"
"295760","class","AssemblyTitleAttribute","4409","public sealed class AssemblyTitleAttribute : Attribute // TypeDefIndex: 4409"
"295774","class","AssemblyTrademarkAttribute","4410","public sealed class AssemblyTrademarkAttribute : Attribute // TypeDefIndex: 4410"
"295787","class","Binder","4411","public abstract class Binder // TypeDefIndex: 4411"
"295815","enum","BindingFlags","4412","public enum BindingFlags // TypeDefIndex: 4412"
"295844","enum","CallingConventions","4413","public enum CallingConventions // TypeDefIndex: 4413"
"295857","class","ConstructorInfo","4414","public abstract class ConstructorInfo : MethodBase // TypeDefIndex: 4414"
"295900","class","CustomAttributeFormatException","4415","public class CustomAttributeFormatException : FormatException // TypeDefIndex: 4415"
"295919","class","DefaultMemberAttribute","4416","public sealed class DefaultMemberAttribute : Attribute // TypeDefIndex: 4416"
"295940","enum","EventAttributes","4417","public enum EventAttributes // TypeDefIndex: 4417"
"295951","class","EventInfo.AddEventAdapter","4418","private sealed class EventInfo.AddEventAdapter : MulticastDelegate // TypeDefIndex: 4418"
"295964","class","EventInfo","4419","public abstract class EventInfo : MemberInfo // TypeDefIndex: 4419"
"296027","enum","ExceptionHandlingClauseOptions","4420","public enum ExceptionHandlingClauseOptions // TypeDefIndex: 4420"
"296039","enum","FieldAttributes","4421","public enum FieldAttributes // TypeDefIndex: 4421"
"296066","class","FieldInfo","4422","public abstract class FieldInfo : MemberInfo // TypeDefIndex: 4422"
"296170","enum","GenericParameterAttributes","4423","public enum GenericParameterAttributes // TypeDefIndex: 4423"
"296185","interface","ICustomAttributeProvider","4424","public interface ICustomAttributeProvider // TypeDefIndex: 4424"
"296200","interface","IReflectableType","4425","public interface IReflectableType // TypeDefIndex: 4425"
"296210","class","IntrospectionExtensions","4426","public static class IntrospectionExtensions // TypeDefIndex: 4426"
"296221","class","InvalidFilterCriteriaException","4427","public class InvalidFilterCriteriaException : ApplicationException // TypeDefIndex: 4427"
"296239","class","MemberFilter","4428","public sealed class MemberFilter : MulticastDelegate // TypeDefIndex: 4428"
"296252","class","MemberInfo","4429","public abstract class MemberInfo : ICustomAttributeProvider // TypeDefIndex: 4429"
"296312","enum","MemberTypes","4430","public enum MemberTypes // TypeDefIndex: 4430"
"296329","enum","MethodAttributes","4431","public enum MethodAttributes // TypeDefIndex: 4431"
"296361","class","MethodBase","4432","public abstract class MethodBase : MemberInfo // TypeDefIndex: 4432"
"296477","enum","MethodImplAttributes","4433","public enum MethodImplAttributes // TypeDefIndex: 4433"
"296502","class","MethodInfo","4434","public abstract class MethodInfo : MethodBase // TypeDefIndex: 4434"
"296559","class","Missing","4435","public sealed class Missing : ISerializable // TypeDefIndex: 4435"
"296578","class","Module","4436","public abstract class Module : ICustomAttributeProvider, ISerializable, _Module // TypeDefIndex: 4436"
"296646","enum","ParameterAttributes","4437","public enum ParameterAttributes // TypeDefIndex: 4437"
"296665","class","ParameterInfo","4438","public class ParameterInfo : ICustomAttributeProvider, IObjectReference, _ParameterInfo // TypeDefIndex: 4438"
"296738","struct","ParameterModifier","4439","public struct ParameterModifier // TypeDefIndex: 4439"
"296746","class","Pointer","4440","public sealed class Pointer : ISerializable // TypeDefIndex: 4440"
"296765","enum","ProcessorArchitecture","4441","public enum ProcessorArchitecture // TypeDefIndex: 4441"
"296779","enum","PropertyAttributes","4442","public enum PropertyAttributes // TypeDefIndex: 4442"
"296795","class","PropertyInfo","4443","public abstract class PropertyInfo : MemberInfo // TypeDefIndex: 4443"
"296884","class","ReflectionTypeLoadException","4444","public sealed class ReflectionTypeLoadException : SystemException, ISerializable // TypeDefIndex: 4444"
"296922","class","SignatureArrayType","4445","internal sealed class SignatureArrayType : SignatureHasElementType // TypeDefIndex: 4445"
"296961","class","SignatureByRefType","4446","internal sealed class SignatureByRefType : SignatureHasElementType // TypeDefIndex: 4446"
"296996","class","SignatureConstructedGenericType","4447","internal sealed class SignatureConstructedGenericType : SignatureType // TypeDefIndex: 4447"
"297083","class","SignatureHasElementType","4448","internal abstract class SignatureHasElementType : SignatureType // TypeDefIndex: 4448"
"297173","class","SignaturePointerType","4449","internal sealed class SignaturePointerType : SignatureHasElementType // TypeDefIndex: 4449"
"297208","class","SignatureType","4450","internal abstract class SignatureType : Type // TypeDefIndex: 4450"
"297493","class","SignatureTypeExtensions","4451","internal static class SignatureTypeExtensions // TypeDefIndex: 4451"
"297536","class","TargetException","4452","public class TargetException : ApplicationException // TypeDefIndex: 4452"
"297555","class","TargetInvocationException","4453","public sealed class TargetInvocationException : ApplicationException // TypeDefIndex: 4453"
"297571","class","TargetParameterCountException","4454","public sealed class TargetParameterCountException : ApplicationException // TypeDefIndex: 4454"
"297587","enum","TypeAttributes","4455","public enum TypeAttributes // TypeDefIndex: 4455"
"297626","class","TypeDelegator","4456","public class TypeDelegator : TypeInfo // TypeDefIndex: 4456"
"297785","class","TypeFilter","4457","public sealed class TypeFilter : MulticastDelegate // TypeDefIndex: 4457"
"297797","class","TypeInfo","4458","public abstract class TypeInfo : Type, IReflectableType // TypeDefIndex: 4458"
"297830","class","RuntimeReflectionExtensions","4459","public static class RuntimeReflectionExtensions // TypeDefIndex: 4459"
"297844","struct","CustomAttributeNamedArgument","4460","public struct CustomAttributeNamedArgument // TypeDefIndex: 4460"
"297908","struct","CustomAttributeTypedArgument","4461","public struct CustomAttributeTypedArgument // TypeDefIndex: 4461"
"297961","class","MissingMetadataException","4462","public sealed class MissingMetadataException : TypeAccessException // TypeDefIndex: 4462"
"297971","class","CustomAttributeExtensions","4463","public static class CustomAttributeExtensions // TypeDefIndex: 4463"
"298051","enum","CorElementType","4464","internal enum CorElementType // TypeDefIndex: 4464"
"298132","enum","PInvokeAttributes","4465","internal enum PInvokeAttributes // TypeDefIndex: 4465"
"298162","class","MemberInfoSerializationHolder","4466","internal class MemberInfoSerializationHolder : ISerializable, IObjectReference // TypeDefIndex: 4466"
"298191","class","Assembly.ResolveEventHolder","4467","internal class Assembly.ResolveEventHolder // TypeDefIndex: 4467"
"298204","class","Assembly","4468","public class Assembly : ICustomAttributeProvider, ISerializable, _Assembly // TypeDefIndex: 4468"
"298332","class","AssemblyName","4469","public sealed class AssemblyName : ICloneable, ISerializable, IDeserializationCallback, _AssemblyName // TypeDefIndex: 4469"
"298430","class","CustomAttributeData.LazyCAttrData","4470","private class CustomAttributeData.LazyCAttrData // TypeDefIndex: 4470"
"298446","class","CustomAttributeData","4471","public class CustomAttributeData // TypeDefIndex: 4471"
"298535","class","ExceptionHandlingClause","4472","public class ExceptionHandlingClause // TypeDefIndex: 4472"
"298557","class","LocalVariableInfo","4473","public class LocalVariableInfo // TypeDefIndex: 4473"
"298578","class","RuntimeAssembly","4474","internal class RuntimeAssembly : Assembly // TypeDefIndex: 4474"
"298680","struct","MonoEventInfo","4475","internal struct MonoEventInfo // TypeDefIndex: 4475"
"298695","class","RuntimeEventInfo","4476","internal sealed class RuntimeEventInfo : EventInfo, ISerializable // TypeDefIndex: 4476"
"298783","class","RtFieldInfo","4477","internal abstract class RtFieldInfo : FieldInfo // TypeDefIndex: 4477"
"298802","class","RuntimeFieldInfo","4478","internal class RuntimeFieldInfo : RtFieldInfo, ISerializable // TypeDefIndex: 4478"
"298930","struct","MonoMethodInfo","4479","internal struct MonoMethodInfo // TypeDefIndex: 4479"
"298980","class","RuntimeMethodInfo","4480","internal class RuntimeMethodInfo : MethodInfo, ISerializable // TypeDefIndex: 4480"
"299174","class","RuntimeConstructorInfo","4481","internal class RuntimeConstructorInfo : ConstructorInfo, ISerializable // TypeDefIndex: 4481"
"299306","class","RuntimeModule","4482","internal class RuntimeModule : Module // TypeDefIndex: 4482"
"299366","class","RuntimeParameterInfo","4483","internal class RuntimeParameterInfo : ParameterInfo // TypeDefIndex: 4483"
"299417","struct","MonoPropertyInfo","4484","internal struct MonoPropertyInfo // TypeDefIndex: 4484"
"299430","enum","PInfo","4485","internal enum PInfo // TypeDefIndex: 4485"
"299443","class","RuntimePropertyInfo.GetterAdapter","4486","private sealed class RuntimePropertyInfo.GetterAdapter : MulticastDelegate // TypeDefIndex: 4486"
"299455","class","RuntimePropertyInfo.Getter","4487","private sealed class RuntimePropertyInfo.Getter<T, R> : MulticastDelegate // TypeDefIndex: 4487"
"299477","class","RuntimePropertyInfo.StaticGetter","4488","private sealed class RuntimePropertyInfo.StaticGetter<R> : MulticastDelegate // TypeDefIndex: 4488"
"299500","class","RuntimePropertyInfo","4489","internal class RuntimePropertyInfo : PropertyInfo, ISerializable // TypeDefIndex: 4489"
"299639","class","StrongNameKeyPair","4490","public class StrongNameKeyPair : ISerializable, IDeserializationCallback // TypeDefIndex: 4490"
"299660","class","AssemblyBuilder","4491","public class AssemblyBuilder : Assembly // TypeDefIndex: 4491"
"299664","class","ConstructorBuilder","4492","public class ConstructorBuilder : ConstructorInfo // TypeDefIndex: 4492"
"299713","class","DynamicMethod","4493","public sealed class DynamicMethod : MethodInfo // TypeDefIndex: 4493"
"299762","class","EnumBuilder","4494","public sealed class EnumBuilder : TypeInfo // TypeDefIndex: 4494"
"299882","class","EventBuilder","4495","public class EventBuilder // TypeDefIndex: 4495"
"299886","class","FieldBuilder","4496","public sealed class FieldBuilder : FieldInfo // TypeDefIndex: 4496"
"299933","class","GenericTypeParameterBuilder","4497","public sealed class GenericTypeParameterBuilder : TypeInfo // TypeDefIndex: 4497"
"300053","class","ILGenerator","4498","public class ILGenerator // TypeDefIndex: 4498"
"300057","class","LocalBuilder","4499","public sealed class LocalBuilder : LocalVariableInfo // TypeDefIndex: 4499"
"300067","class","MethodBuilder","4500","public sealed class MethodBuilder : MethodInfo // TypeDefIndex: 4500"
"300116","class","ModuleBuilder","4501","public class ModuleBuilder : Module // TypeDefIndex: 4501"
"300120","class","ParameterBuilder","4502","public class ParameterBuilder // TypeDefIndex: 4502"
"300124","class","PropertyBuilder","4503","public sealed class PropertyBuilder : PropertyInfo // TypeDefIndex: 4503"
"300180","class","SignatureHelper","4504","public class SignatureHelper // TypeDefIndex: 4504"
"300184","class","TypeBuilder","4505","public sealed class TypeBuilder : TypeInfo // TypeDefIndex: 4505"
"300310","class","UnmanagedMarshal","4506","public sealed class UnmanagedMarshal // TypeDefIndex: 4506"
"300319","class","ConstantHelper","4507","internal class ConstantHelper // TypeDefIndex: 4507"
"300355","struct","Register","4508","internal struct Register // TypeDefIndex: 4508"
"300427","struct","Vector.VectorSizeHelper","4509","private struct Vector.VectorSizeHelper<T> // TypeDefIndex: 4509"
"300437","struct","Vector","4510","public struct Vector<T> : IEquatable<Vector<T>>, IFormattable // TypeDefIndex: 4510"
"300758","class","Vector","4511","public static class Vector // TypeDefIndex: 4511"
"300794","class","HashHelpers","4512","internal static class HashHelpers // TypeDefIndex: 4512"
"300809","class","CharUnicodeInfo","4513","public static class CharUnicodeInfo // TypeDefIndex: 4513"
"300867","class","CompareInfo","4514","public class CompareInfo : IDeserializationCallback // TypeDefIndex: 4514"
"301087","enum","CompareOptions","4515","public enum CompareOptions // TypeDefIndex: 4515"
"301104","class","CultureNotFoundException","4516","public class CultureNotFoundException : ArgumentException // TypeDefIndex: 4516"
"301149","enum","CultureTypes","4517","public enum CultureTypes // TypeDefIndex: 4517"
"301167","enum","MonthNameStyles","4518","internal enum MonthNameStyles // TypeDefIndex: 4518"
"301178","enum","DateTimeFormatFlags","4519","internal enum DateTimeFormatFlags // TypeDefIndex: 4519"
"301193","class","DateTimeFormatInfo.TokenHashValue","4520","internal class DateTimeFormatInfo.TokenHashValue // TypeDefIndex: 4520"
"301208","class","DateTimeFormatInfo","4521","public sealed class DateTimeFormatInfo : IFormatProvider, ICloneable // TypeDefIndex: 4521"
"301639","enum","FORMATFLAGS","4522","internal enum FORMATFLAGS // TypeDefIndex: 4522"
"301653","enum","CalendarId","4523","internal enum CalendarId // TypeDefIndex: 4523"
"301685","enum","DateTimeFormatInfoScanner.FoundDatePattern","4524","private enum DateTimeFormatInfoScanner.FoundDatePattern // TypeDefIndex: 4524"
"301697","class","DateTimeFormatInfoScanner","4525","internal class DateTimeFormatInfoScanner // TypeDefIndex: 4525"
"301760","enum","DateTimeStyles","4526","public enum DateTimeStyles // TypeDefIndex: 4526"
"301778","struct","DaylightTimeStruct","4527","internal struct DaylightTimeStruct // TypeDefIndex: 4527"
"301792","struct","HebrewNumberParsingContext","4528","internal struct HebrewNumberParsingContext // TypeDefIndex: 4528"
"301805","enum","HebrewNumberParsingState","4529","internal enum HebrewNumberParsingState // TypeDefIndex: 4529"
"301816","enum","HebrewNumber.HebrewToken","4530","private enum HebrewNumber.HebrewToken // TypeDefIndex: 4530"
"301834","struct","HebrewNumber.HebrewValue","4531","private struct HebrewNumber.HebrewValue // TypeDefIndex: 4531"
"301847","enum","HebrewNumber.HS","4532","internal enum HebrewNumber.HS // TypeDefIndex: 4532"
"301873","class","HebrewNumber","4533","internal class HebrewNumber // TypeDefIndex: 4533"
"301897","enum","NumberStyles","4534","public enum NumberStyles // TypeDefIndex: 4534"
"301922","class","SortVersion","4535","public sealed class SortVersion // TypeDefIndex: 4535"
"301926","enum","TimeSpanFormat.Pattern","4536","internal enum TimeSpanFormat.Pattern // TypeDefIndex: 4536"
"301936","struct","TimeSpanFormat.FormatLiterals","4537","internal struct TimeSpanFormat.FormatLiterals // TypeDefIndex: 4537"
"301983","class","TimeSpanFormat","4538","internal static class TimeSpanFormat // TypeDefIndex: 4538"
"302014","enum","TimeSpanParse.ParseFailureKind","4539","private enum TimeSpanParse.ParseFailureKind // TypeDefIndex: 4539"
"302027","enum","TimeSpanParse.TimeSpanStandardStyles","4540","private enum TimeSpanParse.TimeSpanStandardStyles // TypeDefIndex: 4540"
"302039","enum","TimeSpanParse.TTT","4541","private enum TimeSpanParse.TTT // TypeDefIndex: 4541"
"302053","struct","TimeSpanParse.TimeSpanToken","4542","private struct TimeSpanParse.TimeSpanToken // TypeDefIndex: 4542"
"302082","struct","TimeSpanParse.TimeSpanTokenizer","4543","private struct TimeSpanParse.TimeSpanTokenizer // TypeDefIndex: 4543"
"302116","struct","TimeSpanParse.TimeSpanRawInfo","4544","private struct TimeSpanParse.TimeSpanRawInfo // TypeDefIndex: 4544"
"302202","struct","TimeSpanParse.TimeSpanResult","4545","private struct TimeSpanParse.TimeSpanResult // TypeDefIndex: 4545"
"302220","struct","TimeSpanParse.StringParser","4546","private struct TimeSpanParse.StringParser // TypeDefIndex: 4546"
"302250","class","TimeSpanParse","4547","internal static class TimeSpanParse // TypeDefIndex: 4547"
"302308","enum","TimeSpanStyles","4548","public enum TimeSpanStyles // TypeDefIndex: 4548"
"302317","enum","UnicodeCategory","4549","public enum UnicodeCategory // TypeDefIndex: 4549"
"302354","class","GlobalizationMode","4550","internal static class GlobalizationMode // TypeDefIndex: 4550"
"302379","class","Calendar","4551","public abstract class Calendar : ICloneable // TypeDefIndex: 4551"
"302496","class","CalendarData","4552","internal class CalendarData // TypeDefIndex: 4552"
"302565","class","GregorianCalendar","4553","public class GregorianCalendar : Calendar // TypeDefIndex: 4553"
"302663","class","EraInfo","4554","internal class EraInfo // TypeDefIndex: 4554"
"302689","class","GregorianCalendarHelper","4555","internal class GregorianCalendarHelper // TypeDefIndex: 4555"
"302785","enum","GregorianCalendarTypes","4556","public enum GregorianCalendarTypes // TypeDefIndex: 4556"
"302800","class","HijriCalendar","4557","public class HijriCalendar : Calendar // TypeDefIndex: 4557"
"302909","class","JapaneseCalendar","4558","public class JapaneseCalendar : Calendar // TypeDefIndex: 4558"
"303007","class","NumberFormatInfo","4559","public sealed class NumberFormatInfo : ICloneable, IFormatProvider // TypeDefIndex: 4559"
"303216","class","StringInfo","4560","public class StringInfo // TypeDefIndex: 4560"
"303274","class","TaiwanCalendar","4561","public class TaiwanCalendar : Calendar // TypeDefIndex: 4561"
"303357","class","TextInfo","4562","public class TextInfo : ICloneable, IDeserializationCallback // TypeDefIndex: 4562"
"303475","class","ThaiBuddhistCalendar","4563","public class ThaiBuddhistCalendar : Calendar // TypeDefIndex: 4563"
"303551","struct","UmAlQuraCalendar.DateMapping","4564","internal struct UmAlQuraCalendar.DateMapping // TypeDefIndex: 4564"
"303565","class","UmAlQuraCalendar","4565","public class UmAlQuraCalendar : Calendar // TypeDefIndex: 4565"
"303676","class","SortKey","4566","public class SortKey // TypeDefIndex: 4566"
"303722","interface","ISimpleCollator","4567","internal interface ISimpleCollator // TypeDefIndex: 4567"
"303746","struct","CultureData.NumberFormatEntryManaged","4568","internal struct CultureData.NumberFormatEntryManaged // TypeDefIndex: 4568"
"303775","class","CultureData","4569","internal class CultureData // TypeDefIndex: 4569"
"303963","class","CodePageDataItem","4570","internal class CodePageDataItem // TypeDefIndex: 4570"
"304001","class","EncodingTable","4571","internal static class EncodingTable // TypeDefIndex: 4571"
"304035","struct","InternalEncodingDataItem","4572","internal struct InternalEncodingDataItem // TypeDefIndex: 4572"
"304043","struct","InternalCodePageDataItem","4573","internal struct InternalCodePageDataItem // TypeDefIndex: 4573"
"304053","class","TextInfoToUpperData","4574","internal static class TextInfoToUpperData // TypeDefIndex: 4574"
"304072","class","TextInfoToLowerData","4575","internal static class TextInfoToLowerData // TypeDefIndex: 4575"
"304092","struct","CultureInfo.Data","4576","private struct CultureInfo.Data // TypeDefIndex: 4576"
"304104","class","CultureInfo.OnCultureInfoChangedDelegate","4577","private sealed class CultureInfo.OnCultureInfoChangedDelegate : MulticastDelegate // TypeDefIndex: 4577"
"304118","class","CultureInfo","4578","public class CultureInfo : ICloneable, IFormatProvider // TypeDefIndex: 4578"
"304392","class","IdnMapping","4579","public sealed class IdnMapping // TypeDefIndex: 4579"
"304445","class","Bootstring","4580","internal class Bootstring // TypeDefIndex: 4580"
"304479","class","Punycode","4581","internal class Punycode : Bootstring // TypeDefIndex: 4581"
"304490","class","RegionInfo","4582","public class RegionInfo // TypeDefIndex: 4582"
"304601","class","ConditionalAttribute","4583","public sealed class ConditionalAttribute : Attribute // TypeDefIndex: 4583"
"304615","class","StackTraceHiddenAttribute","4584","internal sealed class StackTraceHiddenAttribute : Attribute // TypeDefIndex: 4584"
"304627","class","DebuggerStepThroughAttribute","4585","public sealed class DebuggerStepThroughAttribute : Attribute // TypeDefIndex: 4585"
"304639","class","DebuggerHiddenAttribute","4586","public sealed class DebuggerHiddenAttribute : Attribute // TypeDefIndex: 4586"
"304651","class","DebuggerNonUserCodeAttribute","4587","public sealed class DebuggerNonUserCodeAttribute : Attribute // TypeDefIndex: 4587"
"304662","enum","DebuggableAttribute.DebuggingModes","4588","public enum DebuggableAttribute.DebuggingModes // TypeDefIndex: 4588"
"304676","class","DebuggableAttribute","4589","public sealed class DebuggableAttribute : Attribute // TypeDefIndex: 4589"
"304689","enum","DebuggerBrowsableState","4590","public enum DebuggerBrowsableState // TypeDefIndex: 4590"
"304701","class","DebuggerBrowsableAttribute","4591","public sealed class DebuggerBrowsableAttribute : Attribute // TypeDefIndex: 4591"
"304715","class","DebuggerTypeProxyAttribute","4592","public sealed class DebuggerTypeProxyAttribute : Attribute // TypeDefIndex: 4592"
"304729","class","DebuggerDisplayAttribute","4593","public sealed class DebuggerDisplayAttribute : Attribute // TypeDefIndex: 4593"
"304754","class","Debugger","4594","public sealed class Debugger // TypeDefIndex: 4594"
"304784","class","StackFrame","4595","public class StackFrame // TypeDefIndex: 4595"
"304841","enum","StackTrace.TraceFormat","4596","internal enum StackTrace.TraceFormat // TypeDefIndex: 4596"
"304854","class","StackTrace","4597","public class StackTrace // TypeDefIndex: 4597"
"304915","class","Contract","4598","public static class Contract // TypeDefIndex: 4598"
"304933","enum","EventLevel","4599","public enum EventLevel // TypeDefIndex: 4599"
"304947","enum","EventKeywords","4600","public enum EventKeywords // TypeDefIndex: 4600"
"304965","class","EventAttribute","4601","public sealed class EventAttribute : Attribute // TypeDefIndex: 4601"
"305037","class","EventSource","4603","public class EventSource : IDisposable // TypeDefIndex: 4603"
"305107","class","EventSourceAttribute","4604","public sealed class EventSourceAttribute : Attribute // TypeDefIndex: 4604"
"305135","class","NonEventAttribute","4605","public sealed class NonEventAttribute : Attribute // TypeDefIndex: 4605"
"305145","class","DisallowNullAttribute","4606","public sealed class DisallowNullAttribute : Attribute // TypeDefIndex: 4606"
"305155","class","MaybeNullWhenAttribute","4607","public sealed class MaybeNullWhenAttribute : Attribute // TypeDefIndex: 4607"
"305169","class","NotNullWhenAttribute","4608","public sealed class NotNullWhenAttribute : Attribute // TypeDefIndex: 4608"
"305183","class","DoesNotReturnAttribute","4609","public sealed class DoesNotReturnAttribute : Attribute // TypeDefIndex: 4609"
"305192","enum","AssemblyHashAlgorithm","4610","public enum AssemblyHashAlgorithm // TypeDefIndex: 4610"
"305205","enum","AssemblyVersionCompatibility","4611","public enum AssemblyVersionCompatibility // TypeDefIndex: 4611"
"305216","class","Comparer","4612","public sealed class Comparer : IComparer, ISerializable // TypeDefIndex: 4612"
"305243","struct","DictionaryEntry","4613","public struct DictionaryEntry // TypeDefIndex: 4613"
"305266","class","HashHelpers","4614","internal static class HashHelpers // TypeDefIndex: 4614"
"305294","interface","ICollection","4615","public interface ICollection : IEnumerable // TypeDefIndex: 4615"
"305317","interface","IComparer","4616","public interface IComparer // TypeDefIndex: 4616"
"305327","interface","IDictionary","4617","public interface IDictionary : ICollection, IEnumerable // TypeDefIndex: 4617"
"305373","interface","IDictionaryEnumerator","4618","public interface IDictionaryEnumerator : IEnumerator // TypeDefIndex: 4618"
"305393","interface","IEnumerable","4619","public interface IEnumerable // TypeDefIndex: 4619"
"305402","interface","IEnumerator","4620","public interface IEnumerator // TypeDefIndex: 4620"
"305420","interface","IEqualityComparer","4621","public interface IEqualityComparer // TypeDefIndex: 4621"
"305433","interface","IList","4622","public interface IList : ICollection, IEnumerable // TypeDefIndex: 4622"
"305477","interface","IStructuralComparable","4623","public interface IStructuralComparable // TypeDefIndex: 4623"
"305486","interface","IStructuralEquatable","4624","public interface IStructuralEquatable // TypeDefIndex: 4624"
"305498","class","ListDictionaryInternal.NodeEnumerator","4625","private class ListDictionaryInternal.NodeEnumerator : IDictionaryEnumerator, IEnumerator // TypeDefIndex: 4625"
"305537","class","ListDictionaryInternal.NodeKeyValueCollection.NodeKeyValueEnumerator","4626","private class ListDictionaryInternal.NodeKeyValueCollection.NodeKeyValueEnumerator : IEnumerator // TypeDefIndex: 4626"
"305565","class","ListDictionaryInternal.NodeKeyValueCollection","4627","private class ListDictionaryInternal.NodeKeyValueCollection : ICollection, IEnumerable // TypeDefIndex: 4627"
"305599","class","ListDictionaryInternal.DictionaryNode","4628","private class ListDictionaryInternal.DictionaryNode // TypeDefIndex: 4628"
"305615","class","ListDictionaryInternal","4629","internal class ListDictionaryInternal : IDictionary, ICollection, IEnumerable // TypeDefIndex: 4629"
"305689","class","CompatibleComparer","4630","internal sealed class CompatibleComparer : IEqualityComparer // TypeDefIndex: 4630"
"305722","class","CaseInsensitiveComparer","4631","public class CaseInsensitiveComparer : IComparer // TypeDefIndex: 4631"
"305742","class","CaseInsensitiveHashCodeProvider","4632","public class CaseInsensitiveHashCodeProvider : IHashCodeProvider // TypeDefIndex: 4632"
"305761","class","CollectionBase","4633","public abstract class CollectionBase : IList, ICollection, IEnumerable // TypeDefIndex: 4633"
"305865","class","Queue.QueueEnumerator","4634","private class Queue.QueueEnumerator : IEnumerator, ICloneable // TypeDefIndex: 4634"
"305895","class","Queue.QueueDebugView","4635","internal class Queue.QueueDebugView // TypeDefIndex: 4635"
"305902","class","Queue","4636","public class Queue : ICollection, IEnumerable, ICloneable // TypeDefIndex: 4636"
"305968","class","ReadOnlyCollectionBase","4637","public abstract class ReadOnlyCollectionBase : ICollection, IEnumerable // TypeDefIndex: 4637"
"306006","class","SortedList.SyncSortedList","4638","private class SortedList.SyncSortedList : SortedList // TypeDefIndex: 4638"
"306097","class","SortedList.SortedListEnumerator","4639","private class SortedList.SortedListEnumerator : IDictionaryEnumerator, IEnumerator, ICloneable // TypeDefIndex: 4639"
"306147","class","SortedList.KeyList","4640","private class SortedList.KeyList : IList, ICollection, IEnumerable // TypeDefIndex: 4640"
"306218","class","SortedList.ValueList","4641","private class SortedList.ValueList : IList, ICollection, IEnumerable // TypeDefIndex: 4641"
"306286","class","SortedList.SortedListDebugView","4642","internal class SortedList.SortedListDebugView // TypeDefIndex: 4642"
"306294","class","SortedList","4643","public class SortedList : IDictionary, ICollection, IEnumerable, ICloneable // TypeDefIndex: 4643"
"306424","class","Stack.StackEnumerator","4644","private class Stack.StackEnumerator : IEnumerator, ICloneable // TypeDefIndex: 4644"
"306454","class","Stack.StackDebugView","4645","internal class Stack.StackDebugView // TypeDefIndex: 4645"
"306461","class","Stack","4646","public class Stack : ICollection, IEnumerable, ICloneable // TypeDefIndex: 4646"
"306515","class","BitArray.BitArrayEnumeratorSimple","4647","private class BitArray.BitArrayEnumeratorSimple : IEnumerator, ICloneable // TypeDefIndex: 4647"
