"Table","Attribute","FieldType","Field","Offset","Line"
"Table_MissionPass","[ExcelAsset(LogOnImport = True)]","List<MissionPassBonusRewardTableData>","MissionPassBonusRewardTableData","0x38","42126"
"Table_MissionPass","[ExcelAsset(LogOnImport = True)]","List<MissionPassNormalRewardInfo>","MissionPassNormalRewardInfo","0x40","42127"
"Table_MissionPass","[ExcelAsset(LogOnImport = True)]","List<MissionPassVIPRewardInfo>","MissionPassVIPRewardInfo","0x48","42128"
"Table_Notice","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Notice"")]","List<NoticeData>","NoticeDatas","0x18","42218"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<NpcTableData>","NpcTableData","0x18","42466"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<MaidSkillTableData>","MaidSkillTableData","0x20","42467"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<MaidLevelTableData>","MaidLevelTableData","0x28","42468"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<MaidInfoTableData>","MaidInfoTableData","0x30","42469"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<InGameNpcDialog>","InGameNpcDialog","0x38","42470"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<CustomerTableData>","CustomerTableData","0x40","42471"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<CustomerRewardData>","CustomerRewardData","0x48","42472"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<MaidGiftTableData>","MaidGiftTableData","0x50","42473"
"Table_Npc","[ExcelAsset(LogOnImport = True)]","List<MaidSceneLoadingTableData>","MaidLoadingTableData","0x58","42474"
"Table_OutGame","[ExcelAsset(LogOnImport = True)]","List<RoomQuestData>","MainRoomQuestDatas","0x18","42652"
"Table_OutGame","[ExcelAsset(LogOnImport = True)]","List<RoomQuestData>","DormitoryQuestDatas","0x20","42653"
"Table_OutGame","[ExcelAsset(LogOnImport = True)]","List<FurnitureData>","FurnitureDatas","0x28","42654"
"Table_OutGame","[ExcelAsset(LogOnImport = True)]","List<LevelData>","LevelDatas","0x30","42655"
"Table_OutGame","[ExcelAsset(LogOnImport = True)]","List<DormitoryUnlockData>","DormitoryUnlockDatas","0x38","42656"
"Table_OutGame","[ExcelAsset(LogOnImport = True)]","List<RoomUnlockData>","RoomUnlockDatas","0x40","42657"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<PackageData>","PackageDatas","0x18","43084"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<ExclusivePackageGroupData>","ExclusivePackageGroupDatas","0x20","43085"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<LinkedPackageData>","LinkedPackageExternalData","0x28","43086"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<LinkedPackageData>","LinkedPackageData","0x30","43087"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<LinkedPackageScheduleData>","LinkedPackageScheduleDatas","0x38","43088"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<PackageScheduleData>","PackageScheduleDatas","0x40","43089"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<LevelUpPackageData>","LevelUpPackageDatas","0x48","43090"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<PackageAppearData>","PackageAppearDatas","0x50","43091"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<PackageRewardData>","PackageRewardDatas","0x58","43092"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<GoldenWormRewardData>","GoldenWormRewardDatas","0x60","43093"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<EnergyPackageData>","EnergyPackageDatas","0x68","43094"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<OnePlusPackageData>","OnePlusPackageDatas","0x70","43095"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<SpecialAttendanceData>","SpecialAttendanceDatas","0x78","43096"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<AdsRemovePackageData>","AdsRemovePackageDatas","0x80","43097"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<GemJarPackageData>","GemJarPackageDatas","0x88","43098"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<SpecialBlockPackageData>","SpecialBlockPackageDatas","0x90","43099"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<PackageStepData>","PackageStepDatas","0x98","43100"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<PackageShowStepData>","PackageShowStepDatas","0xA0","43101"
"Table_Package","[ExcelAsset(LogOnImport = True)]","List<BenefitPackageData>","BenefitPackageDatas","0xA8","43102"
"Table_PhotoCard","[ExcelAsset(LogOnImport = True)]","List<MaidCoinData>","MaidCoinData","0x18","43184"
"Table_PhotoCard","[ExcelAsset(LogOnImport = True)]","List<PhotoCardGroupData>","PhotoCardGroupData","0x20","43185"
"Table_PhotoCard","[ExcelAsset(LogOnImport = True)]","List<PhotoCardData>","PhotoCardData","0x28","43186"
"Table_RandomObject","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_RandomObject"")]","List<RandomObjectData>","RandomObejctDatas","0x18","43225"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestMainRoomTableData>","RequestMainRoomTableData","0x18","43478"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestMainRoomTableData>","RequestCharStoryTableData","0x20","43479"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestMainRoomTableData>","RequestMainRoomTableData_new","0x28","43480"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestUrgentTableData>","RequestUrgentTableData","0x30","43481"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestMainPointTableData>","MainOnlyPointQuestData","0x38","43482"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestRandomTableData>","RequestRandomTableData","0x40","43483"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestEventTableData>","RequestEventTableData","0x48","43484"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestDormitoryTableData>","RequestDormitoryTableData","0x50","43485"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestRandomBlockTableData>","RequestRandomBlockTableData","0x58","43486"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RandomBlockGroupTableData>","RandomBlockGroupTableData","0x60","43487"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestRewardPointData>","RequestRewardPointDatas","0x68","43488"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<ConstructQuestRewardData>","RequestConstructRewardDatas","0x70","43489"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestEventItemRewardData>","RequestEventItemRewardDatas","0x78","43490"
"Table_Request","[ExcelAsset(LogOnImport = True)]","List<RequestMainDeginedChangeData>","RequestMainDeginedChangeDatas","0x80","43491"
"Table_Roulette","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Roulette"")]","List<RouletteTableData>","RouletteTableDatas","0x18","43616"
"Table_Roulette","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Roulette"")]","List<RouletteTicketUIDTableData>","RouletteTicketUIDTableDatas","0x20","43617"
"Table_Roulette","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Roulette"")]","List<RouletteRewardTableData>","RouletteRewardTableDatas","0x28","43618"
"Table_Roulette","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Roulette"")]","List<RouletteRateGroupTableData>","RouletteRateGroupTableDatas","0x30","43619"
"Table_Roulette","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Roulette"")]","List<RouletteRateInfoTableData>","RouletteRateInfoTableDatas","0x38","43620"
"Table_SNS","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_SNS"")]","List<SnsDatas>","SnsDatas","0x18","43653"
"Table_SeriouslyMerge","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_SeriouslyMerge"")]","List<SRMergeStepTableData>","SRMergeStepTableDatas","0x18","43736"
"Table_SeriouslyMerge","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_SeriouslyMerge"")]","List<SRMergeSkillGroupTableData>","SRMergeSkillGroupTableDatas","0x20","43737"
"Table_SeriouslyMerge","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_SeriouslyMerge"")]","List<SRMergeSkillTableData>","SRMergeSkillTableDatas","0x28","43738"
"Table_SeriouslyMerge","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_SeriouslyMerge"")]","List<SRMergeConfigTableData>","SRMergeConfigTableDatas","0x30","43739"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopGoldTableData>","ShopGoldTableData","0x18","44037"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopMasterHeartTableData>","ShopMasterHeartTableData","0x20","44038"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopJewelTableData>","ShopJewelTableData","0x28","44039"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopApTableData>","ShopApTableData","0x30","44040"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopDailyTableData>","ShopDailyTableData","0x38","44041"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopDailyRandomRewardTableData>","ShopDailyRandomRewardTableData","0x40","44042"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopBlockGroupLvTableData>","ShopBlockGroupLvTableData","0x48","44043"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopMaidGiftTableData>","ShopMaidGiftTableData","0x50","44044"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopSkinPackageTableData>","ShopSkinPackageTableData","0x58","44045"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopNpcCostumeTableData>","ShopNpcCostumeTableData","0x60","44046"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopAddLinePriceTableData>","ShopAddLinePriceTableData","0x68","44047"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopProductTableData>","ShopProductTableData","0x70","44048"
"Table_Shop","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_Shop"")]","List<ShopAddBoradLineMapTableData>","ShopAddBoradLineMapTableDatas","0x78","44049"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryStepData","0x18","44396"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryKokomiStepData","0x20","44397"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryAkuStepData","0x28","44398"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryYukiStepData","0x30","44399"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryKaedeStepData","0x38","44400"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryAkaneStepData","0x40","44401"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","StoryEventStepData","0x48","44402"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","SeasonPassStepData","0x50","44403"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryStepData>","SubStoryStepData","0x58","44404"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryDialogData","0x60","44405"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryKokomiDialogData","0x68","44406"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryAkuDialogData","0x70","44407"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryYukiDialogData","0x78","44408"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryKaedeDialogData","0x80","44409"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryAkaneDialogData","0x88","44410"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","StoryEventDialogData","0x90","44411"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","SeasonPassDialogData","0x98","44412"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StoryDialogData>","SubStoryDialogData","0xA0","44413"
"Table_Story","[ExcelAsset(LogOnImport = True)]","List<StorySummaryData>","StorySummaryData","0xA8","44414"
"Table_UserKey","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_UserKey"")]","List<CheckUserKeyInfo>","UserKeyDatas","0x18","44444"
"Table_VideoBonus","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_VideoBonus"")]","List<VideoBonusRewardData>","VideoBonusRewardDatas","0x18","44505"
"Table_VideoBonus","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_VideoBonus"")]","List<VideoBonusBuyRewardData>","VideoBonusBuyRewardDatas","0x20","44506"
"Table_WorkLog","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_WorkLog"")]","List<WorkLogMissionTableData>","WorkLogDailyMissionTableDatas","0x18","44572"
"Table_WorkLog","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_WorkLog"")]","List<WorkLogMissionTableData>","WorkLogWeeklyMissionTableDatas","0x20","44573"
"Table_WorkLog","[ExcelAsset(LogOnImport = True, ExcelName = ""Table_WorkLog"")]","List<WorkLogRewardTableData>","WorkLogRewardTableDatas","0x28","44574"
