_index,id,occupation,heroType,rare,rare2,rare3,isShow,isAdvanced,advanced,advancedGoods,advancedSkin,mimicry,evolution,exclusiveGift,recruitItem,goodExp,extraCost,goodLimit,max,maxSkill,development,skillLimit,normalAttack,skill1,skill2,skill3,skill4,changeLimit,skin,slugRecommend,recruitVideo,attackAuto,flyObj,hitEff,powerStar,powerIcon,npcPic,favorLimit,favorGoods,name,jName,tName,label,recruit,number,myth,poewr,career,personality,hobby,birthday,description,story1,story2,story3,height,birth,age,birthplace,hate,sex,coreAttribute,fightStyle
28,250065,2,5,4,0,0,0,1,0,,24006502,0,1,210058,1240065,60|10|10|10|10|10|10|30|30|30|30|30|30|50|50|50|50|50|50|80|80|80|80|80|80|100|100|100|100|100|100|120|120|120|120|120|120|140|140|140|140|140|140|140|140|140|140|140|140,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200031;10",44,5795818;380;259139;1923560;7434;225,250065004;250065304;250065103;250065204,110000550;80;0|110000560;165;0|110000550;20;0|110000560;275;0|110000550;30;0|110000560;550;0|110000550;70;0|110000560;900;0|110000550;110;0,4,25006500,250065001,250065301,250065101,250065201,99,24006500,2700013;2700031;2700037,,attack1,hero_003q_attack1_dandao,hero_003q_attack1_hit_afk,1003,flag_1007,24006500,10000,700002;700020;700015;700022,hero_title250065,hero_title250065,hero2400651,hero_label_2400651;hero_label_2400652,hero_zm_240065,hero_bh_240065,hero_sh_240065,hero_sl_240065,hero_zy_240065,hero_rg_240065,hero_xh_240065,hero_sr_240065,hero_js_240065,hero_s1_240065,hero_s2_240065,hero_s3_240065,hero2402904,hero2402905,hero2402906,hero2402907,hero2402908,hero_nv,103,0
29,240066,2,3,1,0,0,1,0,0,,0,0,0,210059,1240066,20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,2,10267;100;1824;11478;1094;102,240066001,110000550;25;0,1,24006600,240066001,0,0,0,2,24006600,2700013;2700031;2700037,,attack,hero_034q_attack1_dandao,hero_034q_attack,1003,flag_1009,24006600,10000,700001;700011;700013;700022,hero_title240066,hero_title240066,hero2400661,hero_label_2400661;hero_label_2400662,hero_zm_240066,hero_bh_240066,hero_sh_240066,hero_sl_240066,hero_zy_240066,hero_rg_240066,hero_xh_240066,hero_sr_240066,hero_js_240066,hero_s1_240066,hero_s2_240066,hero_s3_240066,hero2403004,hero2403005,hero2403006,hero2403007,hero2403008,hero_nv,103,1
30,240067,3,2,3,0,0,1,0,0,,0,0,1,210060,1240067,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1918211;380;129063;908480;5410;107,240067004;240067303;240067103;240067204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24006700,240067001,240067301,240067101,240067201,44,24006700,2700013;2700030;2700035,,attack,hero_041q_attack1_dandao,hero_041q_attack,1003,flag_1002,24006700,10000,700004;700010;700007;700028,hero_title240067,hero_title240067,hero2400671,hero_label_2400671;hero_label_2400672,hero_zm_240067,hero_bh_240067,hero_sh_240067,hero_sl_240067,hero_zy_240067,hero_rg_240067,hero_xh_240067,hero_sr_240067,hero_js_240067,hero_s1_240067,hero_s2_240067,hero_s3_240067,hero2403104,hero2403105,hero2403106,hero2403107,hero2403108,hero_nv,104,1
31,240068,2,3,3,1,1,1,0,0,,0,0,1,210061,1240068,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2492118;380;158499;1158916;6279;106,240068004;240068303;240068104;240068203,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24006800,240068001,240068301,240068101,240068201,44,24006800,2700013;2700015;2700031;2700034;2700036;2700037,,attack,hero_001q_attack1_dandao,hero_001q_attack,1003,flag_1003,24006800,10000,700001;700010;700007;700026,hero_title240068,hero_title240068,hero2400681,hero_label_2400681;hero_label_2400682,hero_zm_240068,hero_bh_240068,hero_sh_240068,hero_sl_240068,hero_zy_240068,hero_rg_240068,hero_xh_240068,hero_sr_240068,hero_js_240068,hero_s1_240068,hero_s2_240068,hero_s3_240068,hero2403204,hero2403205,hero2403206,hero2403207,hero2403208,hero_nv,109,1
32,240069,3,4,3,1,1,1,0,0,,0,0,1,210062,1240069,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2561883;380;157462;1151250;6234;104,240069004;240069303;240069103;240069204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24006900,240069001,240069301,240069101,240069201,44,24006900,2700013;2700025;2700030;2700035,,attack,hero_017q_attack1_dandao,hero_017q_attack,1003,flag_1009,24006900,10000,700001;700011;700012;700027,hero_title240069,hero_title240069,hero2400691,hero_label_2400691;hero_label_2400692,hero_zm_240069,hero_bh_240069,hero_sh_240069,hero_sl_240069,hero_zy_240069,hero_rg_240069,hero_xh_240069,hero_sr_240069,hero_js_240069,hero_s1_240069,hero_s2_240069,hero_s3_240069,hero2403304,hero2403305,hero2403306,hero2403307,hero2403308,hero_nv,107,1
33,240070,1,3,3,0,0,1,0,0,,0,0,1,210063,1240070,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1685015;380;59223;1298294;7299;301,240070003;240070303;240070104;240070204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24007000,240070001,240070301,240070101,240070201,44,24007000,2700020;2700026;2700041;2700042;2700043,,attack0,hero_057q_attack1_dandao,hero_057q_attack,1003,flag_1002,24007000,10000,700001;700015;700016;700028,hero_title240070,hero_title240070,hero2400701,hero_label_2400701;hero_label_2400702,hero_zm_240070,hero_bh_240070,hero_sh_240070,hero_sl_240070,hero_zy_240070,hero_rg_240070,hero_xh_240070,hero_sr_240070,hero_js_240070,hero_s1_240070,hero_s2_240070,hero_s3_240070,hero2403404,hero2403405,hero2403406,hero2403407,hero2403408,hero_nv,108,0
34,240072,4,4,1,0,0,1,0,0,,0,0,0,210065,1240072,20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,2,10900;100;1507;15305;1202;101,240072001,110000560;300;0,1,24007200,240072001,0,0,0,2,24007200,2700014;2700026;2700028;2700038,,attack1,hero_030q_attack1_dandao,hero_030q_attack1_hit_afk,1003,flag_1002,24007200,10000,700005;700009;700007;700025,hero_title240072,hero_title240072,hero2400721,hero_label_2400721;hero_label_2400722,hero_zm_240072,hero_bh_240072,hero_sh_240072,hero_sl_240072,hero_zy_240072,hero_rg_240072,hero_xh_240072,hero_sr_240072,hero_js_240072,hero_s1_240072,hero_s2_240072,hero_s3_240072,hero2403604,hero2403605,hero2403606,hero2403607,hero2403608,hero_nv,112,0
35,240073,2,3,2,0,0,1,0,0,,0,0,0,210066,1240073,30|5|5|5|5|5|5|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,14,68678;180;8245;51786;2258;102,240073003;240073202;240073102,110000550;50;0|110000560;180;0|110000550;25;0,3,24007300,240073001,240073201,240073101,0,14,24007300,2700013;2700031;2700037,,attack,hero_008q_attack1_dandao,hero_008q_attack,1003,flag_1002,24007300,10000,700001;700014;700007;700023,hero_title240073,hero_title240073,hero2400731,hero_label_2400731;hero_label_2400732,hero_zm_240073,hero_bh_240073,hero_sh_240073,hero_sl_240073,hero_zy_240073,hero_rg_240073,hero_xh_240073,hero_sr_240073,hero_js_240073,hero_s1_240073,hero_s2_240073,hero_s3_240073,hero2403704,hero2403705,hero2403706,hero2403707,hero2403708,hero_nv,109,1
36,240074,2,2,3,0,0,1,0,0,,0,0,1,210067,1240074,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1892411;380;124516;917095;5403;107,240074003;240074303;240074104;240074204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24007400,240074001,240074301,240074101,240074201,44,24007400,2700013;2700031;2700037;2700040,,attack,hero_042q_attack1_dandao,hero_042q_attack,1003,flag_1002,24007400,10000,700004;700009;700012;700025,hero_title240074,hero_title240074,hero2400741,hero_label_2400741;hero_label_2400742,hero_zm_240074,hero_bh_240074,hero_sh_240074,hero_sl_240074,hero_zy_240074,hero_rg_240074,hero_xh_240074,hero_sr_240074,hero_js_240074,hero_s1_240074,hero_s2_240074,hero_s3_240074,hero2403804,hero2403805,hero2403806,hero2403807,hero2403808,hero_nv,109,1
37,240076,3,5,4,0,2,1,0,0,,0,0,1,210069,1240076,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5901326;380;265957;1964274;7297;104,240076003;240076304;240076104;240076204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24007600,240076001,240076301,240076101,240076201,99,24007600,2700013;2700030;2700035,recruit_056,attack,hero_056q_attack1_dandao,hero_056q_attack,1003,flag_1009,24007600,10000,700002;700015;700013;700021,hero_title240076,hero_title240076,hero2400761,hero_label_2400761;hero_label_2400762,hero_zm_240076,hero_bh_240076,hero_sh_240076,hero_sl_240076,hero_zy_240076,hero_rg_240076,hero_xh_240076,hero_sr_240076,hero_js_240076,hero_s1_240076,hero_s2_240076,hero_s3_240076,hero_height_051,hero_birth_051,hero_age_051,hero_birthplace_051,hero_hate_051,hero_nv,107,1
38,240079,1,3,3,0,0,1,0,0,,0,0,1,210072,1240079,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1591546;380;56506;1247772;6958;213,240079004;240079303;240079103;240079204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24007900,240079001,240079301,240079101,240079201,44,24007900,2700020;2700026;2700041;2700042;2700043,,attack,hero_058q_attack1_dandao,hero_058q_attack,1003,flag_1002,24007900,10000,700001;700006;700018;700022,hero_title240079,hero_title240079,hero2400791,hero_label_2400791;hero_label_2400792,hero_zm_240079,hero_bh_240079,hero_sh_240079,hero_sl_240079,hero_zy_240079,hero_rg_240079,hero_xh_240079,hero_sr_240079,hero_js_240079,hero_s1_240079,hero_s2_240079,hero_s3_240079,hero_height_027,hero_birth_027,hero_age_027,hero_birthplace_027,hero_hate_027,hero_nv,101,1
39,240080,4,4,2,0,0,1,0,0,,0,0,0,210073,1240080,30|5|5|5|5|5|5|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,14,73427;180;6668;70654;2486;101,240080003;240080202;240080102,110000560;600;0|110000550;15;0|110000560;300;0,3,24008000,240080001,240080201,240080101,0,14,24008000,2700014;2700026;2700028;2700038,,attack1,hero_035q_attack1_dandao,hero_035q_attack1_hit_afk,1003,flag_1009,24008000,10000,700005;700014;700013;700027,hero_title240080,hero_title240080,hero2400801,hero_label_2400801;hero_label_2400802,hero_zm_240080,hero_bh_240080,hero_sh_240080,hero_sl_240080,hero_zy_240080,hero_rg_240080,hero_xh_240080,hero_sr_240080,hero_js_240080,hero_s1_240080,hero_s2_240080,hero_s3_240080,hero_height_053,hero_birth_053,hero_age_053,hero_birthplace_053,hero_hate_053,hero_nv,112,0
40,240081,3,5,4,0,2,1,0,0,,0,0,1,210074,1240081,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5903411;380;267343;1958586;7277;107,240081003;240081304;240081104;240081204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24008100,240081001,240081301,240081101,240081201,99,24008100,2700013;2700030;2700035;2700036,recruit_014,attack1,fx_empty_hit,hero_014q_attack1_hit_afk,1003,flag_1004,24008100,10000,700002;700019;700012;700026,hero_title240081,hero_title240081,hero2400811,hero_label_2400811;hero_label_2400812,hero_zm_240081,hero_bh_240081,hero_sh_240081,hero_sl_240081,hero_zy_240081,hero_rg_240081,hero_xh_240081,hero_sr_240081,hero_js_240081,hero_s1_240081,hero_s2_240081,hero_s3_240081,hero_height_054,hero_birth_054,hero_age_054,hero_birthplace_054,hero_hate_054,hero_nv,104,0
41,240082,4,4,3,1,1,1,0,0,,0,0,1,210075,1240082,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2551831;380;111840;1654982;6599;101,240082004;240082303;240082104;240082203,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24008200,240082001,240082301,240082101,240082201,44,24008200,2700014;2700026;2700028;2700038,,attack1,hero_023q_attack1_dandao,hero_023q_attack1_hit_afk,1003,flag_1005,24008200,10000,700005;700020;700007;700021,hero_title240082,hero_title240082,hero2400821,hero_label_2400821;hero_label_2400822,hero_zm_240082,hero_bh_240082,hero_sh_240082,hero_sl_240082,hero_zy_240082,hero_rg_240082,hero_xh_240082,hero_sr_240082,hero_js_240082,hero_s1_240082,hero_s2_240082,hero_s3_240082,hero_height_056,hero_birth_056,hero_age_056,hero_birthplace_056,hero_hate_056,hero_nv,112,0
42,240083,3,5,4,0,2,1,0,0,,0,0,1,210076,1240083,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5870854;380;266501;1931014;7356;310,240083003;240083304;240083104;240083204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,10000,240083001,240083301,240083101,240083201,99,24008300,2700012;2700013;2700030;2700034;2700035;2700040,recruit_064,attack,hero_064q_attack1_dandao,hero_064q_attack,1003,flag_1011,24008300,10000,700002;700017;700013;700023,hero_title240083,hero_title240083,hero2400831,hero_label_2400831;hero_label_2400832,hero_zm_240083,hero_bh_240083,hero_sh_240083,hero_sl_240083,hero_zy_240083,hero_rg_240083,hero_xh_240083,hero_sr_240083,hero_js_240083,hero_s1_240083,hero_s2_240083,hero_s3_240083,hero_height_052,hero_birth_052,hero_age_052,hero_birthplace_052,hero_hate_052,hero_nv,109,1
43,240084,3,2,3,0,0,1,0,0,,0,0,1,210077,1240084,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1903363;380;128395;908386;5301;107,240084004;240084303;240084104;240084203,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24008400,240084001,240084301,240084101,240084201,44,24008400,2700013;2700030;2700035,,attack1,hero_036q_attack1_dandao,hero_036q_attack1_hit_afk,1003,flag_1009,24008400,10000,700004;700020;700019;700023,hero_title240084,hero_title240084,hero2400841,hero_label_2400841;hero_label_2400842,hero_zm_240084,hero_bh_240084,hero_sh_240084,hero_sl_240084,hero_zy_240084,hero_rg_240084,hero_xh_240084,hero_sr_240084,hero_js_240084,hero_s1_240084,hero_s2_240084,hero_s3_240084,hero_height_055,hero_birth_055,hero_age_055,hero_birthplace_055,hero_hate_055,hero_nv,109,0
44,240085,2,5,4,0,2,1,0,0,,0,0,1,210078,1240085,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5858630;380;265957;1924934;7369;205,240085003;240085304;240085104;240085204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24008500,240085001,240085301,240085101,240085201,99,24008500,2700013;2700015;2700031;2700034;2700037;2700040,recruit_054,attack1,hero_054q_attack1_dandao,hero_054q_attack1_hit_afk,1003,flag_1002,24008500,10000,700002;700007;700013;700029,hero_title240085,hero_title240085,hero2400851,hero_label_2400851;hero_label_2400852,hero_zm_240085,hero_bh_240085,hero_sh_240085,hero_sl_240085,hero_zy_240085,hero_rg_240085,hero_xh_240085,hero_sr_240085,hero_js_240085,hero_s1_240085,hero_s2_240085,hero_s3_240085,hero_height_047,hero_birth_047,hero_age_047,hero_birthplace_047,hero_hate_047,hero_nv,109,0
45,240086,1,5,4,0,2,1,0,0,,0,0,1,210079,1240086,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5241725;380;126532;2722093;9770;311,240086004;240086304;240086103;240086204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,24008600,240086001,240086301,240086101,240086201,99,24008600,2700020;2700026;2700041;2700042;2700043,recruit_062,attack1,hero_062q_attack1_dandao,hero_062q_attack1_hit_afk,1003,flag_1008,24008600,10000,700002;700009;700018;700022,hero_title240086,hero_title240086,hero2400861,hero_label_2400861;hero_label_2400862,hero_zm_240086,hero_bh_240086,hero_sh_240086,hero_sl_240086,hero_zy_240086,hero_rg_240086,hero_xh_240086,hero_sr_240086,hero_js_240086,hero_s1_240086,hero_s2_240086,hero_s3_240086,hero_height_046,hero_birth_046,hero_age_046,hero_birthplace_046,hero_hate_046,hero_nv,108,0
