_index,id,type,para,reward
938,10939,1,9390,230131;1
939,10940,1,9400,230133;1
940,10941,1,9410,230131;1
941,10942,1,9420,230131;1
942,10943,1,9430,230132;1
943,10944,1,9440,230131;1
944,10945,1,9450,230131;1
945,10946,1,9460,230132;1
946,10947,1,9470,230131;1
947,10948,1,9480,230132;1
948,10949,1,9490,230131;1
949,10950,1,9500,230133;1
950,10951,1,9510,230131;1
951,10952,1,9520,230131;1
952,10953,1,9530,230132;1
953,10954,1,9540,230131;1
954,10955,1,9550,230131;1
955,10956,1,9560,230132;1
956,10957,1,9570,230131;1
957,10958,1,9580,230132;1
958,10959,1,9590,230131;1
959,10960,1,9600,230133;1
960,10961,1,9610,230131;1
961,10962,1,9620,230131;1
962,10963,1,9630,230132;1
963,10964,1,9640,230131;1
964,10965,1,9650,230131;1
965,10966,1,9660,230132;1
966,10967,1,9670,230131;1
967,10968,1,9680,230132;1
968,10969,1,9690,230131;1
969,10970,1,9700,230133;1
970,10971,1,9710,230131;1
971,10972,1,9720,230131;1
972,10973,1,9730,230132;1
973,10974,1,9740,230131;1
974,10975,1,9750,230131;1
975,10976,1,9760,230132;1
976,10977,1,9770,230131;1
977,10978,1,9780,230132;1
978,10979,1,9790,230131;1
979,10980,1,9800,230133;1
980,10981,1,9810,230131;1
981,10982,1,9820,230131;1
982,10983,1,9830,230132;1
983,10984,1,9840,230131;1
984,10985,1,9850,230131;1
985,10986,1,9860,230132;1
986,10987,1,9870,230131;1
987,10988,1,9880,230132;1
988,10989,1,9890,230131;1
989,10990,1,9900,230133;1
990,10991,1,9910,230131;1
991,10992,1,9920,230131;1
992,10993,1,9930,230132;1
993,10994,1,9940,230131;1
994,10995,1,9950,230131;1
995,10996,1,9960,230132;1
996,10997,1,9970,230131;1
997,10998,1,9980,230132;1
998,10999,1,9990,230131;1
999,11000,1,10000,230133;1
1000,11001,1,10010,230131;1
1001,11002,1,10020,230131;1
1002,11003,1,10030,230132;1
1003,11004,1,10040,230131;1
1004,11005,1,10050,230131;1
1005,11006,1,10060,230132;1
1006,11007,1,10070,230131;1
1007,11008,1,10080,230132;1
1008,11009,1,10090,230131;1
1009,11010,1,10100,230133;1
1010,11011,1,10110,230131;1
1011,11012,1,10120,230131;1
1012,11013,1,10130,230132;1
1013,11014,1,10140,230131;1
1014,11015,1,10150,230131;1
1015,11016,1,10160,230132;1
1016,11017,1,10170,230131;1
1017,11018,1,10180,230132;1
1018,11019,1,10190,230131;1
1019,11020,1,10200,230133;1
1020,11021,1,10210,230131;1
1021,11022,1,10220,230131;1
1022,11023,1,10230,230132;1
1023,11024,1,10240,230131;1
1024,11025,1,10250,230131;1
1025,11026,1,10260,230132;1
1026,11027,1,10270,230131;1
1027,11028,1,10280,230132;1
1028,11029,1,10290,230131;1
1029,11030,1,10300,230133;1
1030,11031,1,10310,230131;1
1031,11032,1,10320,230131;1
1032,11033,1,10330,230132;1
1033,11034,1,10340,230131;1
1034,11035,1,10350,230131;1
1035,11036,1,10360,230132;1
1036,11037,1,10370,230131;1
1037,11038,1,10380,230132;1
1038,11039,1,10390,230131;1
1039,11040,1,10400,230133;1
1040,11041,1,10410,230131;1
1041,11042,1,10420,230131;1
1042,11043,1,10430,230132;1
1043,11044,1,10440,230131;1
1044,11045,1,10450,230131;1
1045,11046,1,10460,230132;1
1046,11047,1,10470,230131;1
1047,11048,1,10480,230132;1
1048,11049,1,10490,230131;1
1049,11050,1,10500,230133;1
1050,11051,1,10510,230131;1
1051,11052,1,10520,230131;1
1052,11053,1,10530,230132;1
1053,11054,1,10540,230131;1
1054,11055,1,10550,230131;1
1055,11056,1,10560,230132;1
1056,11057,1,10570,230131;1
1057,11058,1,10580,230132;1
1058,11059,1,10590,230131;1
1059,11060,1,10600,230133;1
1060,11061,1,10610,230131;1
1061,11062,1,10620,230131;1
1062,11063,1,10630,230132;1
1063,11064,1,10640,230131;1
1064,11065,1,10650,230131;1
1065,11066,1,10660,230132;1
1066,11067,1,10670,230131;1
1067,11068,1,10680,230132;1
1068,11069,1,10690,230131;1
1069,11070,1,10700,230133;1
1070,11071,1,10710,230131;1
1071,11072,1,10720,230131;1
1072,11073,1,10730,230132;1
1073,11074,1,10740,230131;1
1074,11075,1,10750,230131;1
1075,11076,1,10760,230132;1
1076,11077,1,10770,230131;1
1077,11078,1,10780,230132;1
1078,11079,1,10790,230131;1
1079,11080,1,10800,230133;1
1080,11081,1,10810,230131;1
1081,11082,1,10820,230131;1
1082,11083,1,10830,230132;1
1083,11084,1,10840,230131;1
1084,11085,1,10850,230131;1
1085,11086,1,10860,230132;1
1086,11087,1,10870,230131;1
1087,11088,1,10880,230132;1
1088,11089,1,10890,230131;1
1089,11090,1,10900,230133;1
1090,11091,1,10910,230131;1
1091,11092,1,10920,230131;1
1092,11093,1,10930,230132;1
1093,11094,1,10940,230131;1
1094,11095,1,10950,230131;1
1095,11096,1,10960,230132;1
1096,11097,1,10970,230131;1
1097,11098,1,10980,230132;1
1098,11099,1,10990,230131;1
1099,11100,1,11000,230133;1
1100,11101,1,11010,230131;1
1101,11102,1,11020,230131;1
1102,11103,1,11030,230132;1
1103,11104,1,11040,230131;1
1104,11105,1,11050,230131;1
1105,11106,1,11060,230132;1
1106,11107,1,11070,230131;1
1107,11108,1,11080,230132;1
1108,11109,1,11090,230131;1
1109,11110,1,11100,230133;1
1110,11111,1,11110,230131;1
1111,11112,1,11120,230131;1
1112,11113,1,11130,230132;1
1113,11114,1,11140,230131;1
1114,11115,1,11150,230131;1
1115,11116,1,11160,230132;1
1116,11117,1,11170,230131;1
1117,11118,1,11180,230132;1
1118,11119,1,11190,230131;1
1119,11120,1,11200,230133;1
1120,11121,1,11210,230131;1
1121,11122,1,11220,230131;1
1122,11123,1,11230,230132;1
1123,11124,1,11240,230131;1
1124,11125,1,11250,230131;1
1125,11126,1,11260,230132;1
1126,11127,1,11270,230131;1
1127,11128,1,11280,230132;1
1128,11129,1,11290,230131;1
1129,11130,1,11300,230133;1
1130,11131,1,11310,230131;1
1131,11132,1,11320,230131;1
1132,11133,1,11330,230132;1
1133,11134,1,11340,230131;1
1134,11135,1,11350,230131;1
1135,11136,1,11360,230132;1
1136,11137,1,11370,230131;1
1137,11138,1,11380,230132;1
1138,11139,1,11390,230131;1
1139,11140,1,11400,230133;1
1140,11141,1,11410,230131;1
1141,11142,1,11420,230131;1
1142,11143,1,11430,230132;1
1143,11144,1,11440,230131;1
1144,11145,1,11450,230131;1
1145,11146,1,11460,230132;1
1146,11147,1,11470,230131;1
1147,11148,1,11480,230132;1
1148,11149,1,11490,230131;1
1149,11150,1,11500,230133;1
1150,11151,1,11510,230131;1
1151,11152,1,11520,230131;1
1152,11153,1,11530,230132;1
1153,11154,1,11540,230131;1
1154,11155,1,11550,230131;1
1155,11156,1,11560,230132;1
1156,11157,1,11570,230131;1
1157,11158,1,11580,230132;1
1158,11159,1,11590,230131;1
1159,11160,1,11600,230133;1
1160,11161,1,11610,230131;1
1161,11162,1,11620,230131;1
1162,11163,1,11630,230132;1
1163,11164,1,11640,230131;1
1164,11165,1,11650,230131;1
1165,11166,1,11660,230132;1
1166,11167,1,11670,230131;1
1167,11168,1,11680,230132;1
1168,11169,1,11690,230131;1
1169,11170,1,11700,230133;1
1170,11171,1,11710,230131;1
1171,11172,1,11720,230131;1
1172,11173,1,11730,230132;1
1173,11174,1,11740,230131;1
1174,11175,1,11750,230131;1
1175,11176,1,11760,230132;1
1176,11177,1,11770,230131;1
1177,11178,1,11780,230132;1
1178,11179,1,11790,230131;1
1179,11180,1,11800,230133;1
1180,11181,1,11810,230131;1
1181,11182,1,11820,230131;1
1182,11183,1,11830,230132;1
1183,11184,1,11840,230131;1
1184,11185,1,11850,230131;1
1185,11186,1,11860,230132;1
1186,11187,1,11870,230131;1
1187,11188,1,11880,230132;1
1188,11189,1,11890,230131;1
1189,11190,1,11900,230133;1
1190,11191,1,11910,230131;1
1191,11192,1,11920,230131;1
1192,11193,1,11930,230132;1
1193,11194,1,11940,230131;1
1194,11195,1,11950,230131;1
1195,11196,1,11960,230132;1
1196,11197,1,11970,230131;1
1197,11198,1,11980,230132;1
1198,11199,1,11990,230131;1
1199,11200,1,12000,230133;1
1200,11201,1,12010,230131;1
1201,11202,1,12020,230131;1
1202,11203,1,12030,230132;1
1203,11204,1,12040,230131;1
1204,11205,1,12050,230131;1
1205,11206,1,12060,230132;1
1206,11207,1,12070,230131;1
1207,11208,1,12080,230132;1
1208,11209,1,12090,230131;1
1209,11210,1,12100,230133;1
1210,11211,1,12110,230131;1
1211,11212,1,12120,230131;1
1212,11213,1,12130,230132;1
1213,11214,1,12140,230131;1
1214,11215,1,12150,230131;1
1215,11216,1,12160,230132;1
1216,11217,1,12170,230131;1
1217,11218,1,12180,230132;1
1218,11219,1,12190,230131;1
1219,11220,1,12200,230133;1
1220,11221,1,12210,230131;1
1221,11222,1,12220,230131;1
1222,11223,1,12230,230132;1
1223,11224,1,12240,230131;1
1224,11225,1,12250,230131;1
1225,11226,1,12260,230132;1
1226,11227,1,12270,230131;1
1227,11228,1,12280,230132;1
1228,11229,1,12290,230131;1
1229,11230,1,12300,230133;1
1230,11231,1,12310,230131;1
1231,11232,1,12320,230131;1
1232,11233,1,12330,230132;1
1233,11234,1,12340,230131;1
1234,11235,1,12350,230131;1
1235,11236,1,12360,230132;1
1236,11237,1,12370,230131;1
1237,11238,1,12380,230132;1
1238,11239,1,12390,230131;1
1239,11240,1,12400,230133;1
1240,11241,1,12410,230131;1
1241,11242,1,12420,230131;1
1242,11243,1,12430,230132;1
1243,11244,1,12440,230131;1
1244,11245,1,12450,230131;1
1245,11246,1,12460,230132;1
1246,11247,1,12470,230131;1
1247,11248,1,12480,230132;1
1248,11249,1,12490,230131;1
1249,11250,1,12500,230133;1
1250,11251,1,12510,230131;1
1251,11252,1,12520,230131;1
1252,11253,1,12530,230132;1
1253,11254,1,12540,230131;1
1254,11255,1,12550,230131;1
1255,11256,1,12560,230132;1
1256,11257,1,12570,230131;1
1257,11258,1,12580,230132;1
1258,11259,1,12590,230131;1
1259,11260,1,12600,230133;1
1260,11261,1,12610,230131;1
1261,11262,1,12620,230131;1
1262,11263,1,12630,230132;1
1263,11264,1,12640,230131;1
1264,11265,1,12650,230131;1
1265,11266,1,12660,230132;1
1266,11267,1,12670,230131;1
1267,11268,1,12680,230132;1
1268,11269,1,12690,230131;1
1269,11270,1,12700,230133;1
1270,11271,1,12710,230131;1
1271,11272,1,12720,230131;1
1272,11273,1,12730,230132;1
1273,11274,1,12740,230131;1
1274,11275,1,12750,230131;1
1275,11276,1,12760,230132;1
1276,11277,1,12770,230131;1
1277,11278,1,12780,230132;1
1278,11279,1,12790,230131;1
1279,11280,1,12800,230133;1
1280,11281,1,12810,230131;1
1281,11282,1,12820,230131;1
1282,11283,1,12830,230132;1
1283,11284,1,12840,230131;1
1284,11285,1,12850,230131;1
1285,11286,1,12860,230132;1
1286,11287,1,12870,230131;1
1287,11288,1,12880,230132;1
1288,11289,1,12890,230131;1
1289,11290,1,12900,230133;1
1290,11291,1,12910,230131;1
1291,11292,1,12920,230131;1
1292,11293,1,12930,230132;1
1293,11294,1,12940,230131;1
1294,11295,1,12950,230131;1
1295,11296,1,12960,230132;1
1296,11297,1,12970,230131;1
1297,11298,1,12980,230132;1
1298,11299,1,12990,230131;1
1299,11300,1,13000,230133;1
1300,11301,1,13010,230131;1
1301,11302,1,13020,230131;1
1302,11303,1,13030,230132;1
1303,11304,1,13040,230131;1
1304,11305,1,13050,230131;1
1305,11306,1,13060,230132;1
1306,11307,1,13070,230131;1
1307,11308,1,13080,230132;1
1308,11309,1,13090,230131;1
1309,11310,1,13100,230133;1
1310,11311,1,13110,230131;1
1311,11312,1,13120,230131;1
1312,11313,1,13130,230132;1
1313,11314,1,13140,230131;1
1314,11315,1,13150,230131;1
1315,11316,1,13160,230132;1
1316,11317,1,13170,230131;1
1317,11318,1,13180,230132;1
1318,11319,1,13190,230131;1
1319,11320,1,13200,230133;1
1320,11321,1,13210,230131;1
1321,11322,1,13220,230131;1
1322,11323,1,13230,230132;1
1323,11324,1,13240,230131;1
1324,11325,1,13250,230131;1
1325,11326,1,13260,230132;1
1326,11327,1,13270,230131;1
1327,11328,1,13280,230132;1
1328,11329,1,13290,230131;1
1329,11330,1,13300,230133;1
1330,11331,1,13310,230131;1
1331,11332,1,13320,230131;1
1332,11333,1,13330,230132;1
1333,11334,1,13340,230131;1
1334,11335,1,13350,230131;1
1335,11336,1,13360,230132;1
1336,11337,1,13370,230131;1
1337,11338,1,13380,230132;1
1338,11339,1,13390,230131;1
1339,11340,1,13400,230133;1
1340,11341,1,13410,230131;1
1341,11342,1,13420,230131;1
1342,11343,1,13430,230132;1
1343,11344,1,13440,230131;1
1344,11345,1,13450,230131;1
1345,11346,1,13460,230132;1
1346,11347,1,13470,230131;1
1347,11348,1,13480,230132;1
1348,11349,1,13490,230131;1
1349,11350,1,13500,230133;1
1350,11351,1,13510,230131;1
1351,11352,1,13520,230131;1
1352,11353,1,13530,230132;1
1353,11354,1,13540,230131;1
1354,11355,1,13550,230131;1
1355,11356,1,13560,230132;1
1356,11357,1,13570,230131;1
1357,11358,1,13580,230132;1
1358,11359,1,13590,230131;1
1359,11360,1,13600,230133;1
1360,11361,1,13610,230131;1
1361,11362,1,13620,230131;1
1362,11363,1,13630,230132;1
1363,11364,1,13640,230131;1
1364,11365,1,13650,230131;1
1365,11366,1,13660,230132;1
1366,11367,1,13670,230131;1
1367,11368,1,13680,230132;1
1368,11369,1,13690,230131;1
1369,11370,1,13700,230133;1
1370,11371,1,13710,230131;1
1371,11372,1,13720,230131;1
1372,11373,1,13730,230132;1
1373,11374,1,13740,230131;1
1374,11375,1,13750,230131;1
1375,11376,1,13760,230132;1
1376,11377,1,13770,230131;1
1377,11378,1,13780,230132;1
1378,11379,1,13790,230131;1
1379,11380,1,13800,230133;1
1380,11381,1,13810,230131;1
1381,11382,1,13820,230131;1
1382,11383,1,13830,230132;1
1383,11384,1,13840,230131;1
1384,11385,1,13850,230131;1
1385,11386,1,13860,230132;1
1386,11387,1,13870,230131;1
1387,11388,1,13880,230132;1
1388,11389,1,13890,230131;1
1389,11390,1,13900,230133;1
1390,11391,1,13910,230131;1
1391,11392,1,13920,230131;1
1392,11393,1,13930,230132;1
1393,11394,1,13940,230131;1
1394,11395,1,13950,230131;1
1395,11396,1,13960,230132;1
1396,11397,1,13970,230131;1
1397,11398,1,13980,230132;1
1398,11399,1,13990,230131;1
1399,11400,1,14000,230133;1
1400,11401,1,14010,230131;1
1401,11402,1,14020,230131;1
1402,11403,1,14030,230132;1
1403,11404,1,14040,230131;1
1404,11405,1,14050,230131;1
1405,11406,1,14060,230132;1
1406,11407,1,14070,230131;1
1407,11408,1,14080,230132;1
1408,11409,1,14090,230131;1
1409,11410,1,14100,230133;1
1410,11411,1,14110,230131;1
1411,11412,1,14120,230131;1
1412,11413,1,14130,230132;1
1413,11414,1,14140,230131;1
1414,11415,1,14150,230131;1
1415,11416,1,14160,230132;1
1416,11417,1,14170,230131;1
1417,11418,1,14180,230132;1
1418,11419,1,14190,230131;1
1419,11420,1,14200,230133;1
1420,11421,1,14210,230131;1
1421,11422,1,14220,230131;1
1422,11423,1,14230,230132;1
1423,11424,1,14240,230131;1
1424,11425,1,14250,230131;1
1425,11426,1,14260,230132;1
1426,11427,1,14270,230131;1
1427,11428,1,14280,230132;1
1428,11429,1,14290,230131;1
1429,11430,1,14300,230133;1
1430,11431,1,14310,230131;1
1431,11432,1,14320,230131;1
1432,11433,1,14330,230132;1
1433,11434,1,14340,230131;1
1434,11435,1,14350,230131;1
1435,11436,1,14360,230132;1
1436,11437,1,14370,230131;1
1437,11438,1,14380,230132;1
1438,11439,1,14390,230131;1
1439,11440,1,14400,230133;1
1440,11441,1,14410,230131;1
1441,11442,1,14420,230131;1
1442,11443,1,14430,230132;1
1443,11444,1,14440,230131;1
1444,11445,1,14450,230131;1
1445,11446,1,14460,230132;1
1446,11447,1,14470,230131;1
1447,11448,1,14480,230132;1
1448,11449,1,14490,230131;1
1449,11450,1,14500,230133;1
1450,11451,1,14510,230131;1
1451,11452,1,14520,230131;1
1452,11453,1,14530,230132;1
1453,11454,1,14540,230131;1
1454,11455,1,14550,230131;1
1455,11456,1,14560,230132;1
1456,11457,1,14570,230131;1
1457,11458,1,14580,230132;1
1458,11459,1,14590,230131;1
1459,11460,1,14600,230133;1
1460,11461,1,14610,230131;1
1461,11462,1,14620,230131;1
1462,11463,1,14630,230132;1
1463,11464,1,14640,230131;1
1464,11465,1,14650,230131;1
1465,11466,1,14660,230132;1
1466,11467,1,14670,230131;1
1467,11468,1,14680,230132;1
1468,11469,1,14690,230131;1
1469,11470,1,14700,230133;1
1470,11471,1,14710,230131;1
1471,11472,1,14720,230131;1
1472,11473,1,14730,230132;1
1473,11474,1,14740,230131;1
1474,11475,1,14750,230131;1
1475,11476,1,14760,230132;1
1476,11477,1,14770,230131;1
1477,11478,1,14780,230132;1
1478,11479,1,14790,230131;1
1479,11480,1,14800,230133;1
1480,11481,1,14810,230131;1
1481,11482,1,14820,230131;1
1482,11483,1,14830,230132;1
1483,11484,1,14840,230131;1
1484,11485,1,14850,230131;1
1485,11486,1,14860,230132;1
1486,11487,1,14870,230131;1
1487,11488,1,14880,230132;1
1488,11489,1,14890,230131;1
1489,11490,1,14900,230133;1
1490,11491,1,14910,230131;1
1491,11492,1,14920,230131;1
1492,11493,1,14930,230132;1
1493,11494,1,14940,230131;1
1494,11495,1,14950,230131;1
1495,11496,1,14960,230132;1
1496,11497,1,14970,230131;1
1497,11498,1,14980,230132;1
1498,11499,1,14990,230131;1
1499,11500,1,15000,230133;1
1500,11501,1,15010,230131;1
1501,11502,1,15020,230131;1
1502,11503,1,15030,230132;1
1503,11504,1,15040,230131;1
1504,11505,1,15050,230131;1
1505,11506,1,15060,230132;1
1506,11507,1,15070,230131;1
1507,11508,1,15080,230132;1
1508,11509,1,15090,230131;1
1509,11510,1,15100,230133;1
1510,11511,1,15110,230131;1
1511,11512,1,15120,230131;1
1512,11513,1,15130,230132;1
1513,11514,1,15140,230131;1
1514,11515,1,15150,230131;1
1515,11516,1,15160,230132;1
1516,11517,1,15170,230131;1
1517,11518,1,15180,230132;1
1518,11519,1,15190,230131;1
1519,11520,1,15200,230133;1
1520,11521,1,15210,230131;1
1521,11522,1,15220,230131;1
1522,11523,1,15230,230132;1
1523,11524,1,15240,230131;1
1524,11525,1,15250,230131;1
1525,11526,1,15260,230132;1
1526,11527,1,15270,230131;1
1527,11528,1,15280,230132;1
1528,11529,1,15290,230131;1
1529,11530,1,15300,230133;1
1530,11531,1,15310,230131;1
1531,11532,1,15320,230131;1
1532,11533,1,15330,230132;1
1533,11534,1,15340,230131;1
1534,11535,1,15350,230131;1
1535,11536,1,15360,230132;1
1536,11537,1,15370,230131;1
1537,11538,1,15380,230132;1
1538,11539,1,15390,230131;1
1539,11540,1,15400,230133;1
1540,11541,1,15410,230131;1
1541,11542,1,15420,230131;1
1542,11543,1,15430,230132;1
1543,11544,1,15440,230131;1
1544,11545,1,15450,230131;1
1545,11546,1,15460,230132;1
1546,11547,1,15470,230131;1
1547,11548,1,15480,230132;1
1548,11549,1,15490,230131;1
1549,11550,1,15500,230133;1
1550,11551,1,15510,230131;1
1551,11552,1,15520,230131;1
1552,11553,1,15530,230132;1
1553,11554,1,15540,230131;1
1554,11555,1,15550,230131;1
1555,11556,1,15560,230132;1
1556,11557,1,15570,230131;1
1557,11558,1,15580,230132;1
1558,11559,1,15590,230131;1
1559,11560,1,15600,230133;1
1560,11561,1,15610,230131;1
1561,11562,1,15620,230131;1
1562,11563,1,15630,230132;1
1563,11564,1,15640,230131;1
1564,11565,1,15650,230131;1
1565,11566,1,15660,230132;1
1566,11567,1,15670,230131;1
1567,11568,1,15680,230132;1
1568,11569,1,15690,230131;1
1569,11570,1,15700,230133;1
1570,11571,1,15710,230131;1
1571,11572,1,15720,230131;1
1572,11573,1,15730,230132;1
1573,11574,1,15740,230131;1
1574,11575,1,15750,230131;1
1575,11576,1,15760,230132;1
1576,11577,1,15770,230131;1
1577,11578,1,15780,230132;1
1578,11579,1,15790,230131;1
1579,11580,1,15800,230133;1
1580,11581,1,15810,230131;1
1581,11582,1,15820,230131;1
1582,11583,1,15830,230132;1
1583,11584,1,15840,230131;1
1584,11585,1,15850,230131;1
1585,11586,1,15860,230132;1
1586,11587,1,15870,230131;1
1587,11588,1,15880,230132;1
1588,11589,1,15890,230131;1
1589,11590,1,15900,230133;1
1590,11591,1,15910,230131;1
1591,11592,1,15920,230131;1
1592,11593,1,15930,230132;1
1593,11594,1,15940,230131;1
1594,11595,1,15950,230131;1
1595,11596,1,15960,230132;1
1596,11597,1,15970,230131;1
1597,11598,1,15980,230132;1
1598,11599,1,15990,230131;1
1599,11600,1,16000,230133;1
1600,11601,1,16010,230131;1
1601,11602,1,16020,230131;1
1602,11603,1,16030,230132;1
1603,11604,1,16040,230131;1
1604,11605,1,16050,230131;1
1605,11606,1,16060,230132;1
1606,11607,1,16070,230131;1
1607,11608,1,16080,230132;1
1608,11609,1,16090,230131;1
1609,11610,1,16100,230133;1
1610,11611,1,16110,230131;1
1611,11612,1,16120,230131;1
1612,11613,1,16130,230132;1
1613,11614,1,16140,230131;1
1614,11615,1,16150,230131;1
1615,11616,1,16160,230132;1
1616,11617,1,16170,230131;1
1617,11618,1,16180,230132;1
1618,11619,1,16190,230131;1
1619,11620,1,16200,230133;1
1620,11621,1,16210,230131;1
1621,11622,1,16220,230131;1
1622,11623,1,16230,230132;1
1623,11624,1,16240,230131;1
1624,11625,1,16250,230131;1
1625,11626,1,16260,230132;1
1626,11627,1,16270,230131;1
1627,11628,1,16280,230132;1
1628,11629,1,16290,230131;1
1629,11630,1,16300,230133;1
1630,11631,1,16310,230131;1
1631,11632,1,16320,230131;1
1632,11633,1,16330,230132;1
1633,11634,1,16340,230131;1
1634,11635,1,16350,230131;1
1635,11636,1,16360,230132;1
1636,11637,1,16370,230131;1
1637,11638,1,16380,230132;1
1638,11639,1,16390,230131;1
1639,11640,1,16400,230133;1
1640,11641,1,16410,230131;1
1641,11642,1,16420,230131;1
1642,11643,1,16430,230132;1
1643,11644,1,16440,230131;1
1644,11645,1,16450,230131;1
1645,11646,1,16460,230132;1
1646,11647,1,16470,230131;1
1647,11648,1,16480,230132;1
1648,11649,1,16490,230131;1
1649,11650,1,16500,230133;1
1650,11651,1,16510,230131;1
1651,11652,1,16520,230131;1
1652,11653,1,16530,230132;1
1653,11654,1,16540,230131;1
1654,11655,1,16550,230131;1
1655,11656,1,16560,230132;1
1656,11657,1,16570,230131;1
1657,11658,1,16580,230132;1
1658,11659,1,16590,230131;1
1659,11660,1,16600,230133;1
1660,11661,1,16610,230131;1
1661,11662,1,16620,230131;1
1662,11663,1,16630,230132;1
1663,11664,1,16640,230131;1
1664,11665,1,16650,230131;1
1665,11666,1,16660,230132;1
1666,11667,1,16670,230131;1
1667,11668,1,16680,230132;1
1668,11669,1,16690,230131;1
1669,11670,1,16700,230133;1
1670,11671,1,16710,230131;1
1671,11672,1,16720,230131;1
1672,11673,1,16730,230132;1
1673,11674,1,16740,230131;1
1674,11675,1,16750,230131;1
1675,11676,1,16760,230132;1
1676,11677,1,16770,230131;1
1677,11678,1,16780,230132;1
1678,11679,1,16790,230131;1
1679,11680,1,16800,230133;1
1680,11681,1,16810,230131;1
1681,11682,1,16820,230131;1
1682,11683,1,16830,230132;1
1683,11684,1,16840,230131;1
1684,11685,1,16850,230131;1
1685,11686,1,16860,230132;1
1686,11687,1,16870,230131;1
1687,11688,1,16880,230132;1
1688,11689,1,16890,230131;1
1689,11690,1,16900,230133;1
1690,11691,1,16910,230131;1
1691,11692,1,16920,230131;1
1692,11693,1,16930,230132;1
1693,11694,1,16940,230131;1
1694,11695,1,16950,230131;1
1695,11696,1,16960,230132;1
1696,11697,1,16970,230131;1
1697,11698,1,16980,230132;1
1698,11699,1,16990,230131;1
1699,11700,1,17000,230133;1
1700,11701,1,17010,230131;1
1701,11702,1,17020,230131;1
1702,11703,1,17030,230132;1
1703,11704,1,17040,230131;1
1704,11705,1,17050,230131;1
1705,11706,1,17060,230132;1
1706,11707,1,17070,230131;1
1707,11708,1,17080,230132;1
1708,11709,1,17090,230131;1
1709,11710,1,17100,230133;1
1710,11711,1,17110,230131;1
1711,11712,1,17120,230131;1
1712,11713,1,17130,230132;1
1713,11714,1,17140,230131;1
1714,11715,1,17150,230131;1
1715,11716,1,17160,230132;1
1716,11717,1,17170,230131;1
1717,11718,1,17180,230132;1
1718,11719,1,17190,230131;1
1719,11720,1,17200,230133;1
1720,11721,1,17210,230131;1
1721,11722,1,17220,230131;1
1722,11723,1,17230,230132;1
1723,11724,1,17240,230131;1
1724,11725,1,17250,230131;1
1725,11726,1,17260,230132;1
1726,11727,1,17270,230131;1
1727,11728,1,17280,230132;1
1728,11729,1,17290,230131;1
1729,11730,1,17300,230133;1
1730,11731,1,17310,230131;1
1731,11732,1,17320,230131;1
1732,11733,1,17330,230132;1
1733,11734,1,17340,230131;1
1734,11735,1,17350,230131;1
1735,11736,1,17360,230132;1
1736,11737,1,17370,230131;1
1737,11738,1,17380,230132;1
1738,11739,1,17390,230131;1
1739,11740,1,17400,230133;1
1740,11741,1,17410,230131;1
1741,11742,1,17420,230131;1
1742,11743,1,17430,230132;1
1743,11744,1,17440,230131;1
1744,11745,1,17450,230131;1
1745,11746,1,17460,230132;1
1746,11747,1,17470,230131;1
1747,11748,1,17480,230132;1
1748,11749,1,17490,230131;1
1749,11750,1,17500,230133;1
1750,11751,1,17510,230131;1
1751,11752,1,17520,230131;1
1752,11753,1,17530,230132;1
1753,11754,1,17540,230131;1
1754,11755,1,17550,230131;1
1755,11756,1,17560,230132;1
1756,11757,1,17570,230131;1
1757,11758,1,17580,230132;1
1758,11759,1,17590,230131;1
1759,11760,1,17600,230133;1
1760,11761,1,17610,230131;1
1761,11762,1,17620,230131;1
1762,11763,1,17630,230132;1
1763,11764,1,17640,230131;1
1764,11765,1,17650,230131;1
1765,11766,1,17660,230132;1
1766,11767,1,17670,230131;1
1767,11768,1,17680,230132;1
1768,11769,1,17690,230131;1
1769,11770,1,17700,230133;1
1770,11771,1,17710,230131;1
1771,11772,1,17720,230131;1
1772,11773,1,17730,230132;1
1773,11774,1,17740,230131;1
1774,11775,1,17750,230131;1
1775,11776,1,17760,230132;1
1776,11777,1,17770,230131;1
1777,11778,1,17780,230132;1
1778,11779,1,17790,230131;1
1779,11780,1,17800,230133;1
1780,11781,1,17810,230131;1
1781,11782,1,17820,230131;1
1782,11783,1,17830,230132;1
1783,11784,1,17840,230131;1
1784,11785,1,17850,230131;1
1785,11786,1,17860,230132;1
1786,11787,1,17870,230131;1
1787,11788,1,17880,230132;1
1788,11789,1,17890,230131;1
1789,11790,1,17900,230133;1
1790,11791,1,17910,230131;1
1791,11792,1,17920,230131;1
1792,11793,1,17930,230132;1
1793,11794,1,17940,230131;1
1794,11795,1,17950,230131;1
1795,11796,1,17960,230132;1
1796,11797,1,17970,230131;1
1797,11798,1,17980,230132;1
1798,11799,1,17990,230131;1
1799,11800,1,18000,230133;1
1800,11801,1,18010,230131;1
1801,11802,1,18020,230131;1
1802,11803,1,18030,230132;1
1803,11804,1,18040,230131;1
1804,11805,1,18050,230131;1
1805,11806,1,18060,230132;1
1806,11807,1,18070,230131;1
1807,11808,1,18080,230132;1
1808,11809,1,18090,230131;1
1809,11810,1,18100,230133;1
1810,11811,1,18110,230131;1
1811,11812,1,18120,230131;1
1812,11813,1,18130,230132;1
1813,11814,1,18140,230131;1
1814,11815,1,18150,230131;1
1815,11816,1,18160,230132;1
